index,x_m,E_x_profile_Vpm,y_m,E_y_profile_Vpm,relative_difference
93,-6.749999999999998e-06,11729697.461482614,-6.749999999999998e-06,15522943.262645893,0.3233882044800684
94,-6.499999999999995e-06,11916958.387927007,-6.499999999999995e-06,15965149.34786814,0.33970001641042313
95,-6.249999999999996e-06,12104219.314371392,-6.249999999999996e-06,16407355.433090383,0.35550711755609543
96,-5.999999999999997e-06,12291480.240815777,-5.999999999999997e-06,16849561.518312626,0.3708325757512125
97,-5.7499999999999975e-06,12478741.167260163,-5.7499999999999975e-06,17291767.603534862,0.3856980741697241
98,-5.499999999999998e-06,12751367.967227004,-5.499999999999998e-06,17527183.68236853,0.37453359729058994
99,-5.2499999999999955e-06,13109360.64071629,-5.2499999999999955e-06,17555809.754813634,0.3391812336207414
100,-4.999999999999996e-06,13467353.31420558,-4.999999999999996e-06,17584435.82725874,0.3057083613237054
101,-4.749999999999997e-06,13825345.987694863,-4.749999999999997e-06,17613061.89970384,0.27396897809141296
102,-4.4999999999999976e-06,14183338.661184149,-4.4999999999999976e-06,17641687.972148947,0.24383182222316516
103,-4.249999999999995e-06,14541331.334673442,-4.249999999999995e-06,17670314.04459405,0.2151785581324061
104,-3.999999999999996e-06,14899324.008162726,-3.999999999999996e-06,17698940.117039155,0.1879022234393074
105,-3.7499999999999963e-06,15257316.681652013,-3.7499999999999963e-06,17727566.189484257,0.16190589468480335
106,-3.499999999999997e-06,15615309.355141299,-3.499999999999997e-06,17756192.261929363,0.1371015365816742
107,-3.2499999999999977e-06,15973302.028630584,-3.2499999999999977e-06,17784818.334374465,0.11340900600870843
108,-2.999999999999995e-06,16331294.702119876,-2.999999999999995e-06,17813444.40681957,0.09075518700347164
109,-2.7499999999999957e-06,16689287.375609161,-2.7499999999999957e-06,17842070.479264677,0.06907323708382357
110,-2.4999999999999964e-06,17047280.049098447,-2.4999999999999964e-06,17870696.55170978,0.04830192853286753
111,-2.249999999999997e-06,17405272.722587734,-2.249999999999997e-06,17899322.62415488,0.028385070974842684
112,-1.999999999999998e-06,17763265.396077022,-1.999999999999998e-06,17927948.696599986,0.009271003773851986
113,-1.749999999999995e-06,17942261.73282288,-1.749999999999995e-06,17942261.7328237,4.567784585163768e-14
114,-1.4999999999999958e-06,17942261.73282533,-1.4999999999999958e-06,17942261.73282603,3.903379554593959e-14
115,-1.2499999999999965e-06,17942261.732827775,-1.2499999999999965e-06,17942261.73282836,3.259737181229618e-14
116,-9.999999999999972e-07,17942261.732830226,-9.999999999999972e-07,17942261.732830692,2.595332150660169e-14
117,-7.499999999999945e-07,17942261.732832674,-7.499999999999945e-07,17942261.732833024,1.951689777296181e-14
118,-4.999999999999952e-07,17942261.73283512,-4.999999999999952e-07,17942261.732835352,1.2872847467270928e-14
119,-2.499999999999959e-07,17942261.73283757,-2.499999999999959e-07,17942261.732837684,6.436423733634586e-15
120,3.3881317890172014e-21,17942261.732840016,3.3881317890172014e-21,17942261.732840016,0.0
121,2.500000000000027e-07,17942261.732842464,2.500000000000027e-07,17942261.732842345,6.6440503056855015e-15
122,5.000000000000054e-07,17942261.73284491,5.000000000000054e-07,17942261.732844673,1.328810061136919e-14
123,7.500000000000013e-07,17942261.732847355,7.500000000000013e-07,17942261.732847005,1.951689777294584e-14
124,1.0000000000000074e-06,17942261.732849807,1.0000000000000074e-06,17942261.732849337,2.6160948078625958e-14
125,1.2500000000000067e-06,17942261.732852254,1.2500000000000067e-06,17942261.73285167,3.2597371812251705e-14
126,1.500000000000006e-06,17942261.7328547,1.500000000000006e-06,17942261.732853997,3.924142211792823e-14
