case,plane,s_m,z_m,Eabs_Vpm,ne_m3,rho_Cpm3
misaligned,xz,1.359375e-05,-6.070312499999999e-05,8020877.544708972,8.01159500837905e-164,-1.2822320073439992e-182
misaligned,xz,1.359375e-05,-5.992187499999999e-05,10154689.33650094,4.1495283157420893e-162,-6.636560752420829e-181
misaligned,xz,1.359375e-05,-5.9140624999999996e-05,12830996.81896282,2.0063137562498735e-160,-3.204416343864204e-179
misaligned,xz,1.359375e-05,-1.3281249999999827e-06,35523086.085304685,1.4924904843592726e-50,-2.3067529034788661e-69
misaligned,xz,1.359375e-05,-5.468749999999824e-07,29878428.88041037,2.9214591438841217e-50,-4.5138546491981104e-69
misaligned,xz,1.359375e-05,2.3437500000001756e-07,24829669.801500216,2.9836661609697397e-49,-4.605188930966679e-68
misaligned,xz,1.359375e-05,1.015625000000018e-06,20896928.939206496,4.0589058820021955e-48,-6.316197585890951e-67
misaligned,xz,1.359375e-05,1.7968750000000183e-06,17822098.573346455,5.771771236936785e-47,-9.043523500005318e-66
misaligned,xz,1.359375e-05,2.5781250000000178e-06,15398422.322658379,8.535957262415613e-46,-1.3443880853754913e-64
misaligned,xz,1.359375e-05,3.359375000000018e-06,13468820.900917407,1.2991545530449377e-44,-2.054119195628066e-63
misaligned,xz,1.359375e-05,4.1406250000000185e-06,11916012.418201488,2.0180033643218867e-43,-3.200129167621666e-62
misaligned,xz,1.359375e-05,4.921875000000018e-06,10652822.534219198,3.177363653217889e-42,-5.049935492515422e-61
misaligned,xz,1.359375e-05,5.703125000000018e-06,9614343.137042638,5.041992644850482e-41,-8.027200736749233e-60
misaligned,xz,1.359375e-05,6.484375000000019e-06,8751986.396259114,8.024215875688709e-40,-1.2791885859432839e-58
misaligned,xz,1.359375e-05,7.265625000000019e-06,8029106.977070607,1.275375464201492e-38,-2.0352121443798892e-57
misaligned,xz,1.359375e-05,8.04687500000002e-06,7417823.285516733,2.017063111421185e-37,-3.221306694214479e-56
misaligned,xz,1.359375e-05,8.82812500000002e-06,6896721.189705178,3.1641522060200585e-36,-5.0563354222287046e-55
misaligned,xz,1.359375e-05,9.609375000000018e-06,6449194.768341019,4.909404124934655e-35,-7.849028592248455e-54
misaligned,xz,1.359375e-05,1.0390625000000019e-05,6062242.877196327,7.515376563500674e-34,-1.2019945953900826e-52
misaligned,xz,1.359375e-05,1.1171875000000019e-05,5725591.123483993,1.1325523783298031e-32,-1.8119273781116014e-51
misaligned,xz,1.359375e-05,1.195312500000002e-05,5431046.576519725,1.6768194930016939e-31,-2.683324651358415e-50
misaligned,xz,1.359375e-05,1.273437500000002e-05,5172019.683701295,2.434749443498331e-30,-3.8969524412774995e-49
misaligned,xz,1.359375e-05,1.351562500000002e-05,4943167.055730524,3.4614125633487343e-29,-5.541049886421593e-48
misaligned,xz,1.359375e-05,1.429687500000002e-05,4740122.257441357,4.8215471789122935e-28,-7.719390245507942e-47
misaligned,xz,1.359375e-05,1.507812500000002e-05,4559291.177899286,6.616921945324651e-27,-1.0594981964029828e-45
misaligned,xz,1.359375e-05,1.585937500000002e-05,4397695.174828168,8.932185666713416e-26,-1.4303447802154853e-44
misaligned,xz,1.359375e-05,1.6640625000000023e-05,4252849.852424847,1.1840093862483675e-24,-1.8961378715203865e-43
misaligned,xz,1.359375e-05,1.7421875000000022e-05,4122670.634780015,1.5386823888397106e-23,-2.4642793839434337e-42
misaligned,xz,1.359375e-05,1.8203125000000024e-05,4005398.6514983,1.9573672462691564e-22,-3.134981610527769e-41
misaligned,xz,1.359375e-05,1.8984375000000023e-05,3899542.1419774937,2.4338140815524425e-21,-3.8982365281442975e-40
misaligned,xz,1.359375e-05,1.976562500000002e-05,3803829.806614536,2.9537885934684387e-20,-4.731244412875688e-39
misaligned,xz,1.359375e-05,2.0546875000000023e-05,3717173.4232125096,3.494253444505746e-19,-5.597101279858556e-38
misaligned,xz,1.359375e-05,2.1328125000000022e-05,3638637.700044776,4.023984315423578e-18,-6.445773490522776e-37
misaligned,xz,1.359375e-05,2.2109375000000024e-05,3567415.819984257,4.505603196176306e-17,-7.217359636878944e-36
misaligned,xz,1.359375e-05,2.2890625000000023e-05,3502809.4898111736,4.899045260308154e-16,-7.847702064985596e-35
misaligned,xz,1.359375e-05,2.367187500000002e-05,3444212.578648181,5.166586381878922e-15,-8.276361553143295e-34
misaligned,xz,1.359375e-05,2.4453125000000023e-05,3391097.6333065643,5.278702505514359e-14,-8.456032886963789e-33
misaligned,xz,1.359375e-05,2.5234375000000022e-05,3343004.7133521335,5.219069037385826e-13,-8.360554072924527e-32
misaligned,xz,1.359375e-05,2.6015625000000024e-05,3299532.1073804954,4.9879857768594875e-12,-7.990393016773922e-31
misaligned,xz,1.359375e-05,2.6796875000000023e-05,3260328.583427108,4.603195892869014e-11,-7.373960672316229e-30
misaligned,xz,1.359375e-05,2.757812500000002e-05,3225086.8973207558,4.0977242929341673e-10,-6.564149624406119e-29
misaligned,xz,1.359375e-05,2.8359375000000024e-05,3193538.3380660294,3.515060144004517e-09,-5.630619360252749e-28
misaligned,xz,1.359375e-05,2.9140625000000022e-05,3165448.1326984004,2.90266935575865e-08,-4.649407448523179e-27
misaligned,xz,1.359375e-05,2.992187500000002e-05,3140611.567253646,2.3052353219891322e-07,-3.692105383680353e-26
misaligned,xz,1.359375e-05,3.070312500000002e-05,3118850.7076156903,1.7590326568451168e-06,-2.8168475189664367e-25
misaligned,xz,1.359375e-05,3.148437500000002e-05,3100011.625627862,1.2884611307835617e-05,-2.0627567033277975e-24
misaligned,xz,1.359375e-05,3.226562500000002e-05,3083962.053176768,9.051387963165592e-05,-1.4484856015807072e-23
misaligned,xz,1.359375e-05,3.304687500000002e-05,3070589.40090785,0.0006092884754278964,-9.744276647744814e-23
misaligned,xz,1.359375e-05,3.3828125000000024e-05,3059799.0895141074,0.003926649386242893,-6.273963464759506e-22
misaligned,xz,1.359375e-05,3.460937500000002e-05,3051513.1507044127,0.024207518259429406,-3.862579139475446e-21
misaligned,xz,1.359375e-05,3.539062500000002e-05,3045669.062430852,0.14264460824604752,-2.2716371877282978e-20
misaligned,xz,1.359375e-05,3.6171875000000024e-05,3042218.7890643515,0.8027788413541128,-1.2749877757359653e-19
misaligned,xz,1.359375e-05,3.6953125000000026e-05,3041128.002211993,4.311629879901885,-6.822666438423306e-19
misaligned,xz,1.359375e-05,3.773437500000002e-05,3042375.461966381,22.083777130714275,-3.477414267767437e-18
misaligned,xz,1.359375e-05,3.851562500000002e-05,3045952.54171592,107.79135647836046,-1.68649188826547e-17
misaligned,xz,1.359375e-05,3.9296875000000025e-05,3051862.882342988,501.0458561117523,-7.775182518693368e-17
misaligned,xz,1.359375e-05,4.007812500000003e-05,3060122.1637720065,2216.5146379474722,-3.4041936536753417e-16
misaligned,xz,1.359375e-05,4.085937500000002e-05,3070757.983456283,9325.946405049846,-1.4141162912908195e-15
misaligned,xz,1.359375e-05,4.1640625000000025e-05,3083809.8325388627,37298.218623402856,-5.568409786285174e-15
misaligned,xz,1.359375e-05,4.2421875000000027e-05,3099329.161092083,141715.1011424648,-2.0767667420298117e-14
misaligned,xz,1.359375e-05,4.320312500000003e-05,3117379.5240075327,511279.43520906,-7.330454384640861e-14
misaligned,xz,1.359375e-05,4.3984375000000024e-05,3138036.798724828,1750766.275615436,-2.447372924790755e-13
misaligned,xz,1.359375e-05,4.4765625000000026e-05,3161389.4649749952,5688452.580389624,-7.725709680239179e-13
misaligned,xz,1.359375e-05,4.554687500000003e-05,3187538.9349535713,17535724.35016723,-2.3060340837377378e-12
misaligned,xz,1.359375e-05,4.632812500000003e-05,3216599.9196730545,51305209.53744377,-6.513470416073971e-12
misaligned,xz,1.359375e-05,4.7109375000000025e-05,3248700.81347082,142612149.28482735,-1.744398045640919e-11
misaligned,xz,1.359375e-05,4.789062500000003e-05,3283984.0735041685,377437397.7365123,-4.447491068586e-11
misaligned,xz,1.359375e-05,4.867187500000003e-05,3322606.564209291,950718899.6750429,-1.0807721907614824e-10
misaligned,xz,1.359375e-05,4.945312500000003e-05,3364739.8277346734,2260732063.655905,-2.478577102611539e-10
misaligned,xz,1.359375e-05,5.023437500000003e-05,3410570.2297767764,5070624923.671873,-5.362296360196997e-10
misaligned,xz,1.359375e-05,5.101562500000003e-05,3460298.9154501203,10726186420.158997,-1.0952398276358408e-09
misaligned,xz,1.359375e-05,5.179687500000003e-05,3514141.491121306,21399955639.649353,-2.1141686295902576e-09
misaligned,xz,1.359375e-05,5.257812500000003e-05,3572327.3247440625,40267514031.942245,-3.861029634969641e-09
misaligned,xz,1.359375e-05,5.335937500000003e-05,3635098.3283175807,71459061114.3204,-6.67816697273689e-09
misaligned,xz,1.359375e-05,5.414062500000003e-05,3702707.050816719,119595974660.05847,-1.095023976584112e-08
misaligned,xz,1.359375e-05,5.492187500000003e-05,3775413.8676206446,188772679147.52084,-1.7037242945777994e-08
misaligned,xz,1.359375e-05,5.5703125000000034e-05,3853483.0027285307,281025184936.74756,-2.5171844678784767e-08
misaligned,xz,1.359375e-05,5.648437500000003e-05,3937177.063179812,394613752502.0814,-3.53335201744522e-08
misaligned,xz,1.359375e-05,5.726562500000003e-05,4026749.702524176,522726974271.30286,-4.71312167909896e-08
misaligned,xz,1.359375e-05,5.8046875000000034e-05,4122435.965192508,653313449558.315,-5.973635255112853e-08
misaligned,xz,1.359375e-05,5.8828125000000036e-05,4224439.802369501,770467715930.7947,-7.190200052746979e-08
misaligned,xz,1.359375e-05,5.960937500000003e-05,4332918.202882948,857199199361.8207,-8.208020569996033e-08
misaligned,xz,1.359375e-05,6.0390625000000026e-05,4447961.366212368,899625006845.5653,-8.875598570594012e-08
misaligned,xz,1.359375e-05,6.117187500000003e-05,4569568.383749865,889737253829.0009,-9.065809155524275e-08
misaligned,xz,1.359375e-05,6.195312500000002e-05,4697618.024472313,836850647561.2596,-8.861054300978173e-08
misaligned,xz,1.359375e-05,6.273437500000003e-05,4831834.490247285,737784584165.1455,-8.09538969327346e-08
misaligned,xz,1.359375e-05,6.351562500000003e-05,4971748.476848841,613058675973.0386,-6.967913661557494e-08
misaligned,xz,1.359375e-05,6.429687500000004e-05,5116654.623386955,479899145144.56213,-5.643153593498441e-08
misaligned,xz,1.359375e-05,6.507812500000003e-05,5265567.530500213,354152544360.3719,-4.302417530402927e-08
misaligned,xz,1.359375e-05,6.585937500000003e-05,5417180.041074373,246363095015.55804,-3.086352518325444e-08
misaligned,xz,1.359375e-05,6.664062500000002e-05,5569829.412692735,161503530578.617,-2.081885242680448e-08
misaligned,xz,1.359375e-05,6.742187500000003e-05,5721479.26305077,99733062056.39337,-1.3197376234345442e-08
misaligned,xz,1.359375e-05,6.820312500000003e-05,5869727.421149847,57987999822.432236,-7.85759465125217e-09
misaligned,xz,1.359375e-05,6.898437500000002e-05,6011851.419583344,31727673402.812782,-4.391616464000053e-09
misaligned,xz,1.359375e-05,6.976562500000003e-05,6144903.224016681,16326127049.126854,-2.302888225810654e-09
misaligned,xz,1.359375e-05,7.054687500000003e-05,6265861.37706642,7896348224.187833,-1.1325366622046832e-09
misaligned,xz,1.359375e-05,7.132812500000002e-05,6371840.358407112,3588084529.167987,-5.222041786803795e-10
misaligned,xz,1.359375e-05,7.210937500000003e-05,6460342.698657248,1531324882.428357,-2.257380884483895e-10
misaligned,xz,1.359375e-05,7.289062500000003e-05,6529520.638923449,613815786.9862461,-9.150375850048809e-11
misaligned,xz,1.359375e-05,7.367187500000003e-05,6578396.452753352,231171761.43886477,-3.480122361041105e-11
misaligned,xz,1.359375e-05,7.445312500000003e-05,6606983.899030395,81866573.98336336,-1.2430934996161116e-11
misaligned,xz,1.359375e-05,7.523437500000002e-05,6616268.095115013,27295624.622861832,-4.176159973019179e-12
misaligned,xz,1.359375e-05,7.601562500000003e-05,6608039.68423474,8582041.98336842,-1.3218086649277226e-12
misaligned,xz,1.359375e-05,7.679687500000003e-05,6584627.645816478,2549104.8563585095,-3.949211054047812e-13
misaligned,xz,1.359375e-05,7.757812500000002e-05,6548605.236569315,716603.5558114904,-1.1159132537433198e-13
misaligned,xz,1.359375e-05,7.835937500000003e-05,6502535.5100306505,190980.061548897,-2.987280088549569e-14
misaligned,xz,1.359375e-05,7.914062500000003e-05,6448791.177662073,48326.52262188062,-7.588090610977028e-15
misaligned,xz,1.359375e-05,7.992187500000004e-05,6389452.613298994,11640.836559508745,-1.8336898559431618e-15
misaligned,xz,1.359375e-05,8.070312500000003e-05,6326269.541419702,2699.5055096845854,-4.264056875766393e-16
misaligned,xz,1.359375e-05,8.148437500000003e-05,6260666.161204893,604.8693742180088,-9.576795817631052e-17
misaligned,xz,1.359375e-05,8.226562500000004e-05,6193771.218968069,130.64983804814398,-2.0725700509011874e-17
misaligned,xz,1.359375e-05,8.304687500000003e-05,6126459.244053956,27.149125047429607,-4.31355899464244e-18
misaligned,xz,1.359375e-05,8.382812500000003e-05,6059394.04245514,5.419031540214078,-8.620714570483603e-19
misaligned,xz,1.359375e-05,8.460937500000004e-05,5993069.433194758,1.03783297518877,-1.6526433124576846e-19
misaligned,xz,1.359375e-05,8.539062500000003e-05,5927844.888861157,0.19058047871781783,-3.0371959652721234e-20
misaligned,xz,1.359375e-05,8.617187500000004e-05,5863975.386516709,0.03354493538686091,-5.349303721217068e-21
misaligned,xz,1.359375e-05,8.695312500000003e-05,5801635.678291997,0.005658894793763572,-9.0287431301342e-22
misaligned,xz,1.359375e-05,8.773437500000003e-05,5740939.61538315,0.0009150007733710369,-1.4605097502643632e-22
misaligned,xz,1.359375e-05,8.851562500000004e-05,5681955.301185625,0.00014183060887510823,-2.2647037787820794e-23
misaligned,xz,1.359375e-05,8.929687500000003e-05,5624716.839891145,2.1080405205551202e-05,-3.3671043572642245e-24
misaligned,xz,1.359375e-05,9.007812500000003e-05,5569233.366557344,3.005177419103052e-06,-4.801383700909775e-25
misaligned,xz,1.359375e-05,9.085937500000004e-05,5515495.9394059265,4.110370441180768e-07,-6.568735725150015e-26
misaligned,xz,1.359375e-05,9.164062500000003e-05,5463482.769065166,5.395909076350889e-08,-8.624984498502742e-27
misaligned,xz,1.359375e-05,9.242187500000004e-05,5413163.163854401,6.8012612832173025e-09,-1.087342142980167e-27
misaligned,xz,1.359375e-05,9.320312500000004e-05,5364500.489042131,8.234442278490911e-10,-1.3166961441399051e-28
misaligned,xz,1.359375e-05,9.398437500000003e-05,5317454.371577406,9.58033012347419e-11,-1.5321425072894653e-29
misaligned,xz,1.359375e-05,9.476562500000004e-05,5271982.328707013,1.0715428743655343e-11,-1.7139143301974653e-30
misaligned,xz,1.359375e-05,9.554687500000004e-05,5228040.95711044,1.1526299717084905e-12,-1.8438460698485687e-31
misaligned,xz,1.359375e-05,9.632812500000003e-05,5185586.786634825,1.1927899705550591e-13,-1.9083096884107175e-32
misaligned,xz,1.359375e-05,9.710937500000004e-05,5144576.877492955,1.1879337494606937e-14,-1.9007398381486196e-33
misaligned,xz,1.359375e-05,9.789062500000004e-05,5104969.220297633,1.1390824671752846e-15,-1.8227500745227145e-34
misaligned,xz,1.359375e-05,9.867187500000005e-05,5066722.983205168,1.0520768762844338e-16,-1.6836712065757778e-35
misaligned,xz,1.359375e-05,9.945312500000004e-05,5029798.638689043,9.36423496896055e-18,-1.4987068261508715e-36
misaligned,xz,1.359375e-05,0.00010023437500000004,4994157.993189869,8.035798633345463e-19,-1.2861897767307603e-37
misaligned,xz,1.359375e-05,0.00010101562500000004,4959764.135442054,6.651311432871366e-20,-1.0646632321850294e-38
misaligned,xz,1.359375e-05,0.00010179687500000004,4926581.31309659,5.312559515074495e-21,-8.504236539880875e-40
misaligned,xz,1.359375e-05,0.00010257812500000004,4894574.741918681,4.096284476649397e-22,-6.557617593076318e-41
misaligned,xz,1.359375e-05,0.00010335937500000004,4863710.34694645,3.048977679908022e-23,-4.8812716517408144e-42
misaligned,xz,1.359375e-05,0.00010414062500000004,4833954.43022142,2.1904612558871225e-24,-3.5069967459513498e-43
misaligned,xz,1.359375e-05,0.00010492187500000005,4805273.254718387,1.5198162539396627e-25,-2.4333812266413275e-44
misaligned,xz,1.359375e-05,0.00010570312500000004,4777632.528587721,1.0191454069535805e-26,-1.631822627396566e-45
misaligned,xz,1.359375e-05,0.00010648437500000004,4750996.767425729,6.608973619931708e-28,-1.0582472350628557e-46
misaligned,xz,1.359375e-05,0.00010726562500000005,4725328.50462511,4.1471237702932215e-29,-6.640720169893391e-48
misaligned,xz,1.359375e-05,0.00010804687500000004,4700587.310491146,2.519484500532795e-30,-4.034537786478814e-49
misaligned,xz,1.359375e-05,0.00010882812500000004,4676728.569247045,1.482627738850313e-31,-2.3742535993692654e-50
misaligned,xz,1.359375e-05,0.00010960937500000005,4653701.948773546,8.454467898273493e-33,-1.3539206132877858e-51
misaligned,xz,1.359375e-05,0.00011039062500000004,4631449.480399542,4.67361858754166e-34,-7.484645851146285e-53
misaligned,xz,1.359375e-05,0.00011117187500000005,4609903.144880821,2.5056509547180923e-35,-4.012812263284401e-54
misaligned,xz,1.359375e-05,0.00011195312500000005,4588981.835758278,1.3034111256117118e-36,-2.0874652765624242e-55
misaligned,xz,1.359375e-05,0.00011273437500000004,4568587.54316825,6.581588115065504e-38,-1.054089432370084e-56
misaligned,xz,1.359375e-05,0.00011351562500000005,4548600.571814292,3.227450670741548e-39,-5.169097408431253e-58
misaligned,xz,1.359375e-05,0.00011429687500000005,4528873.580594381,1.537621093488243e-40,-2.4627042880169536e-59
misaligned,xz,1.359375e-05,0.00011507812500000004,4509224.216958258,7.119740640105067e-42,-1.1403403857659849e-60
misaligned,xz,1.359375e-05,0.00011585937500000005,4489426.132126475,3.2051368373369558e-43,-5.133622434551257e-62
misaligned,xz,1.359375e-05,0.00011664062500000005,4469198.230562729,1.4032066720913737e-44,-2.247531017993376e-63
misaligned,xz,1.359375e-05,0.00011742187500000005,4448192.171641357,5.975926449865924e-46,-9.57184717021776e-65
misaligned,xz,1.359375e-05,0.00011820312500000005,4425978.468571071,2.4762985439029045e-47,-3.9664299893458126e-66
misaligned,xz,1.359375e-05,0.00011898437500000004,4402032.110672329,9.986014380841234e-49,-1.5995401434988884e-67
misaligned,xz,1.359375e-05,0.00011976562500000005,4375719.582904956,3.9184308799030625e-50,-6.27655416248114e-69
misaligned,xz,1.359375e-05,0.00012054687500000005,4346290.579411108,1.4962341079519406e-51,-2.3967062098176044e-70
misaligned,xz,1.359375e-05,0.00012132812500000004,4312879.639079571,5.559752219052043e-53,-8.90588229305596e-72
misaligned,xz,1.359375e-05,0.00012210937500000004,4274525.182700515,2.0102003168980277e-54,-3.2200845635578846e-73
misaligned,xz,1.359375e-05,0.00012289062500000006,4230215.34913646,7.070743142319777e-56,-1.1326601551262139e-74
misaligned,xz,1.359375e-05,0.00012367187500000006,4178970.1943082935,2.4187819586170498e-57,-3.874700346536006e-76
misaligned,xz,1.359375e-05,0.00012445312500000005,4119965.9415270584,8.043627513762429e-59,-1.2885473452314204e-77
misaligned,xz,1.359375e-05,0.00012523437500000005,4052696.5816074675,2.599008121459787e-60,-4.1635444429043284e-79
misaligned,xz,1.359375e-05,0.00012601562500000004,3977150.934137252,8.154732239792729e-62,-1.306388652426805e-80
misaligned,xz,1.359375e-05,0.00012679687500000006,3893965.220200702,2.4831115560464193e-63,-3.978010031625567e-82
misaligned,xz,1.359375e-05,0.00012757812500000006,3804505.9169477774,7.333800533028014e-65,-1.174911948272826e-83
misaligned,xz,1.359375e-05,0.00012835937500000006,3710856.14285116,2.1000149484782404e-66,-3.364376974858529e-85
misaligned,xz,1.359375e-05,0.00012914062500000005,3615709.1918252413,5.829087173652532e-68,-9.33872816684408e-87
misaligned,xz,1.359375e-05,0.00012992187500000005,3522195.7141985064,1.5686923665889547e-69,-2.51321021402348e-88
misaligned,xz,1.359375e-05,0.00013070312500000004,3433677.8709080694,4.095095584757192e-71,-6.5608233567388275e-90
misaligned,xz,1.359375e-05,0.00013148437500000004,3353537.3337996975,1.0380301386513481e-72,-1.663056243370928e-91
misaligned,xz,1.359375e-05,0.00013226562500000003,3284972.6429987843,2.5586648273945346e-74,-4.09932606312421e-93
misaligned,xz,1.359375e-05,0.00013304687500000003,3230812.646134111,6.14497729070233e-76,-9.845117206337351e-95
misaligned,xz,1.359375e-05,0.00013382812500000005,3193349.943567047,1.441344699480589e-77,-2.309242307198778e-96
misaligned,xz,1.359375e-05,0.00013460937500000004,3174200.6412144043,3.387066868922604e-79,-5.426577430573964e-98
misaligned,xz,1.453125e-05,-6.4609375e-05,2917245.8047869485,9.140434532641732e-172,-1.46445177378453e-190
misaligned,xz,1.453125e-05,-6.382812499999999e-05,3258407.2491478184,5.208325205668386e-170,-8.344535135567224e-189
misaligned,xz,1.453125e-05,-6.304687499999999e-05,3887044.577533923,2.408199651505439e-168,-3.8581746112380023e-187
misaligned,xz,1.453125e-05,-6.2265625e-05,4752722.433801392,9.1713816443842e-167,-1.4691932817555905e-185
misaligned,xz,1.453125e-05,-6.148437499999999e-05,5837724.269456166,3.0830124241872953e-165,-4.937738250295318e-184
misaligned,xz,1.453125e-05,-6.070312499999999e-05,7154126.265460962,9.945522028570731e-164,-1.5923247231151548e-182
misaligned,xz,1.453125e-05,-5.992187499999999e-05,8733615.882944606,5.670720313603175e-162,-9.074852862161723e-181
misaligned,xz,1.453125e-05,-5.9140624999999996e-05,10616381.766835038,3.065513207697883e-160,-4.9017260463918064e-179
misaligned,xz,1.453125e-05,-5.8359374999999994e-05,12807464.505254228,1.535570280536002e-158,-2.4525440979137217e-177
misaligned,xz,1.453125e-05,-5.757812499999999e-05,14846879.536624782,7.047385536687649e-157,-1.1241698598915655e-175
misaligned,xz,1.453125e-05,-2.890624999999983e-06,33227549.39082789,1.018969505085636e-52,-1.5776940820490632e-71
misaligned,xz,1.453125e-05,-2.1093749999999827e-06,30929048.863524795,1.4491026377414477e-51,-2.241736518009103e-70
misaligned,xz,1.453125e-05,-1.3281249999999827e-06,27732414.140309364,1.4381911122018345e-51,-2.2251187275871815e-70
misaligned,xz,1.453125e-05,-5.468749999999824e-07,24011378.67285174,6.772174197657788e-51,-1.047970014789679e-69
misaligned,xz,1.453125e-05,2.3437500000001756e-07,20778939.69893256,8.435085372013618e-50,-1.3144176984667949e-68
misaligned,xz,1.453125e-05,1.015625000000018e-06,18057790.03879614,1.1557418663706484e-48,-1.8113882577908027e-67
misaligned,xz,1.453125e-05,1.7968750000000183e-06,15797803.587886874,1.6586746064596485e-47,-2.6117028936234317e-66
misaligned,xz,1.453125e-05,2.5781250000000178e-06,13929258.682068255,2.4701589600418423e-46,-3.9037374981321484e-65
misaligned,xz,1.453125e-05,3.359375000000018e-06,12383491.0001512,3.7792930350627655e-45,-5.989877850982894e-64
misaligned,xz,1.453125e-05,4.1406250000000185e-06,11100264.152997524,5.892821206754178e-44,-9.36073556340204e-63
misaligned,xz,1.453125e-05,4.921875000000018e-06,10029459.75119302,9.302487972822533e-43,-1.4803035124737795e-61
misaligned,xz,1.453125e-05,5.703125000000018e-06,9130473.395663925,1.4785478183773803e-41,-2.356050403717892e-60
misaligned,xz,1.453125e-05,6.484375000000019e-06,8370839.090216861,2.3549597757100155e-40,-3.756644941528459e-59
misaligned,xz,1.453125e-05,7.265625000000019e-06,7724740.595269323,3.74348727174264e-39,-5.9766741525743625e-58
misaligned,xz,1.453125e-05,8.04687500000002e-06,7171667.247748348,5.918012467035831e-38,-9.454693651679228e-57
misaligned,xz,1.453125e-05,8.82812500000002e-06,6695290.687202431,9.275409789151702e-37,-1.4826286866098223e-55
misaligned,xz,1.453125e-05,9.609375000000018e-06,6282562.245246213,1.437331713986493e-35,-2.2984596277425634e-54
misaligned,xz,1.453125e-05,1.0390625000000019e-05,5923002.60258639,2.196793893695835e-34,-3.5140915177384784e-53
misaligned,xz,1.453125e-05,1.1171875000000019e-05,5608148.727669125,3.304333840726664e-33,-5.287165178479632e-52
misaligned,xz,1.453125e-05,1.195312500000002e-05,5331125.294299445,4.881909119217944e-32,-7.813063671286157e-51
misaligned,xz,1.453125e-05,1.273437500000002e-05,5086312.868993146,7.07190199730853e-31,-1.131990892068177e-49
misaligned,xz,1.453125e-05,1.351562500000002e-05,4869090.630142357,1.0028203869883243e-29,-1.605429739717802e-48
misaligned,xz,1.453125e-05,1.429687500000002e-05,4675636.258592155,1.3970723329080707e-28,-2.2368666922380993e-47
misaligned,xz,1.453125e-05,1.507812500000002e-05,4502769.651319684,1.917715134875412e-27,-3.070778000469592e-46
misaligned,xz,1.453125e-05,1.585937500000002e-05,4347830.275835017,2.5890257662223045e-26,-4.146063693220485e-45
misaligned,xz,1.453125e-05,1.6640625000000023e-05,4208580.424379313,3.431989694742271e-25,-5.496352784981259e-44
misaligned,xz,1.453125e-05,1.7421875000000022e-05,4083128.485857697,4.4598387455316005e-24,-7.142854503933199e-43
misaligned,xz,1.453125e-05,1.8203125000000024e-05,3969867.7593538007,5.672747268011289e-23,-9.085860882810703e-42
misaligned,xz,1.453125e-05,1.8984375000000023e-05,3867427.393467358,7.05235588089732e-22,-1.1295971794625998e-40
misaligned,xz,1.453125e-05,1.976562500000002e-05,3774632.8353509987,8.557202897241873e-21,-1.3706775240647585e-39
misaligned,xz,1.453125e-05,2.0546875000000023e-05,3690473.777241203,1.0120441611002392e-19,-1.6211188126273164e-38
misaligned,xz,1.453125e-05,2.1328125000000022e-05,3614078.0456200372,1.1651222500548333e-18,-1.8663593576055643e-37
misaligned,xz,1.453125e-05,2.2109375000000024e-05,3544690.2257045205,1.3040573023971416e-17,-2.088943679180234e-36
misaligned,xz,1.453125e-05,2.2890625000000023e-05,3481654.07916297,1.417233516663308e-16,-2.2702664522511812e-35
misaligned,xz,1.453125e-05,2.367187500000002e-05,3424398.0162181063,1.4939389336928584e-15,-2.3931656477572967e-34
misaligned,xz,1.453125e-05,2.4453125000000023e-05,3372423.039806425,1.5257044259582025e-14,-2.4440717084769865e-33
misaligned,xz,1.453125e-05,2.5234375000000022e-05,3325292.7005549883,1.5078384308361755e-13,-2.4154660753034468e-32
misaligned,xz,1.453125e-05,2.6015625000000024e-05,3282624.695481953,1.4404923705398181e-12,-2.3075882749099475e-31
misaligned,xz,1.453125e-05,2.6796875000000023e-05,3244083.816877662,1.328849933640155e-11,-2.128739231261382e-30
misaligned,xz,1.453125e-05,2.757812500000002e-05,3209376.0155647923,1.1824913662913997e-10,-1.8942634005624636e-29
misaligned,xz,1.453125e-05,2.8359375000000024e-05,3178243.388284315,1.0139954049921415e-09,-1.624309598850935e-28
misaligned,xz,1.453125e-05,2.9140625000000022e-05,3150459.9350530664,8.370648600240698e-09,-1.3408292118297535e-27
misaligned,xz,1.453125e-05,2.992187500000002e-05,3125827.961081725,6.645788236577466e-08,-1.0644567416416229e-26
misaligned,xz,1.453125e-05,3.070312500000002e-05,3104175.0208313772,5.069757376613036e-07,-8.119199503981553e-26
misaligned,xz,1.453125e-05,3.148437500000002e-05,3085351.320254377,3.7126147180057006e-06,-5.944503618332962e-25
misaligned,xz,1.453125e-05,3.226562500000002e-05,3069227.5081618344,2.607552889666668e-05,-4.17374937031658e-24
misaligned,xz,1.453125e-05,3.304687500000002e-05,3055692.799723736,0.0001754951771985685,-2.807630422092975e-23
misaligned,xz,1.453125e-05,3.3828125000000024e-05,3044653.3849121085,0.001130848036002152,-1.807809384614767e-22
misaligned,xz,1.453125e-05,3.460937500000002e-05,3036031.082688843,0.006970895936592276,-1.113169936956958e-21
misaligned,xz,1.453125e-05,3.539062500000002e-05,3029762.2082678746,0.04107398576274246,-6.5488223102631986e-21
misaligned,xz,1.453125e-05,3.6171875000000024e-05,3025796.6261214865,0.23115221820145695,-3.677508885540677e-20
