case,plane,s_m,z_m,Eabs_Vpm,ne_m3,rho_Cpm3
aligned,xz,-2.953125e-05,9.632812500000003e-05,2117275.492560117,2.7514385171023913e-28,-4.408344161679232e-47
aligned,xz,-2.953125e-05,9.710937500000004e-05,2099050.084235595,2.9559358262721803e-29,-4.7359883786231203e-48
aligned,xz,-2.953125e-05,9.789062500000004e-05,2081133.0793883912,2.288266892434329e-30,-3.666250555695856e-49
aligned,xz,-2.953125e-05,9.867187500000005e-05,2063260.9081627333,2.7032532068630956e-31,-4.331139484143152e-50
aligned,xz,-2.953125e-05,9.945312500000004e-05,2045721.2632690505,1.8792301719106284e-32,-3.0108923959157744e-51
aligned,xz,-2.953125e-05,0.00010023437500000004,2028243.1760095824,2.2892901721721104e-33,-3.667887706116526e-52
aligned,xz,-2.953125e-05,0.00010101562500000004,2011114.0611929807,1.5084658764620277e-34,-2.4168548534921866e-53
aligned,xz,-2.953125e-05,0.00010179687500000004,1994058.954987889,2.2020419426451166e-35,-3.528098758970824e-54
aligned,xz,-2.953125e-05,0.00010257812500000004,1977362.9985785745,1.4427311089878921e-36,-2.3115345217016046e-55
aligned,xz,-2.953125e-05,0.00010335937500000004,1960749.5256999936,2.500730118325989e-37,-4.006653731507167e-56
aligned,xz,-2.953125e-05,0.00010414062500000004,1944500.4274327517,1.5997075772271618e-38,-2.5630402257957894e-57
aligned,xz,-2.953125e-05,0.00010492187500000005,1928338.6133732868,2.96339934222597e-39,-4.7479370042229594e-58
aligned,xz,-2.953125e-05,0.00010570312500000004,1912542.6999716866,1.844644212706648e-40,-2.955474464066923e-59
aligned,xz,-2.953125e-05,0.00010648437500000004,1896835.536075573,3.4474269396325365e-41,-5.523439542050778e-60
aligned,xz,-2.953125e-05,0.00010726562500000005,1881493.3349001897,2.076680115051402e-42,-3.327238785126668e-61
aligned,xz,-2.953125e-05,0.00010804687500000004,1866238.4381435467,3.8735338680783575e-43,-6.206141260388502e-62
aligned,xz,-2.953125e-05,0.00010882812500000004,1851346.36921687,2.2560268730163273e-44,-3.6145846815443693e-63
aligned,xz,-2.953125e-05,0.00010960937500000005,1836537.8260560208,4.190938370094792e-45,-6.714680344955398e-64
aligned,xz,-2.953125e-05,0.00011039062500000004,1822090.130084705,2.3595662996715527e-46,-3.7804726062616737e-65
aligned,xz,-2.953125e-05,0.00011117187500000005,1807720.656445316,4.363900098834172e-47,-6.991794329349478e-66
aligned,xz,-2.953125e-05,0.00011195312500000005,1793711.6824950462,2.3750873480526725e-48,-3.8053383667517854e-67
aligned,xz,-2.953125e-05,0.00011273437500000004,1779775.2318591564,4.373419347787261e-49,-7.007042495403758e-68
aligned,xz,-2.953125e-05,0.00011351562500000005,1766202.1957162858,2.3011949761519627e-50,-3.686947070258114e-69
aligned,xz,-2.953125e-05,0.00011429687500000005,1752697.1219307468,4.219549096167049e-51,-6.760510132602451e-70
