step,time_s,dt_s,topology,topology_status,head_position_m,E_peak_V_m,eta_peak,ne_peak_m3,sigma_e_peak_S_m,tau_i_at_E_peak_s,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,current_moment_z_A_m
1265,6.3053073052663172e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3985844204661477e-05,19252171.227328554,7.3115854767268775,2741727711719138,1.4907832867639447e-05,7.8573348855223137e-12,5.9392856704342708e-07,75589.061137992452,0.019955947325984661,-2.4874229604466664e-13
1266,6.3103073052663173e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3986908541825859e-05,19274529.867381904,7.3200768362708546,2741937980831280.5,1.4907096829547303e-05,7.8408285363984791e-12,5.9395789227384277e-07,75751.929724848305,0.020019827287418704,-2.4921782630852983e-13
1267,6.3153073052663174e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3987973848376962e-05,19296888.5074297,7.3285681958127213,2742148112867300.5,1.4906364113482237e-05,7.8243846008466222e-12,5.9398708802448519e-07,75914.863382382042,0.020083815836068396,-2.4969423328908436e-13
1268,6.3203073052663175e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3989040118777116e-05,19319247.14747208,7.3370595553525311,2742358101924318,1.4905634673519527e-05,7.8080027471490758e-12,5.9401615608692125e-07,76077.862076036472,0.020147912933981483,-2.5017151880167642e-13
1269,6.3253073052663176e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3990107347502566e-05,19341605.787509155,7.3455509148903255,2742567942083800,1.4904908463729475e-05,7.7916826458351619e-12,5.9404509825379527e-07,76240.925773757786,0.020212118542502478,-2.5064968466391299e-13
1270,6.3303073052663176e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3991175529043575e-05,19363964.427541066,7.3540422744261598,2742777627411549.5,1.4904185438176887e-05,7.775423969662787e-12,5.9407391631884204e-07,76404.054445999107,0.02027643262226906,-2.5112873269565987e-13
1271,6.3353073052663177e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3992244657904172e-05,19386323.067567818,7.3625336339600347,2742987151957696,1.4903465550920679e-05,7.7592263936003057e-12,5.9410261207689524e-07,76567.248065722408,0.020340855133208081,-2.5160866471904282e-13
1272,6.3403073052663178e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3993314728602265e-05,19408681.707589634,7.3710249934920347,2743196509756682.5,1.490274875601334e-05,7.7430895948082466e-12,5.9413118732390138e-07,76730.506608404379,0.020405386034532787,-2.5208948255844558e-13
1273,6.3453073052663179e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3994385735669572e-05,19431040.347606577,7.3795163530221837,2743405694827256,1.4902035007500517e-05,7.7270132526217006e-12,5.9415964385692936e-07,76893.830052036821,0.020470025284738097,-2.5257118804050834e-13
1274,6.350307305266318e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3995457673651473e-05,19453398.98761877,7.3880077125505297,2743614701172456.5,1.4901324259420538e-05,7.7109970485324674e-12,5.9418798347418216e-07,77057.218377131416,0.02053477284159751,-2.5305378299412767e-13
1275,6.355307305266318e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.399653053710706e-05,19475757.627626292,7.3964990720771011,2743823522779605,1.4900616465803983e-05,7.6950406661715941e-12,5.9421620797500744e-07,77220.671566722143,0.020599628662159156,-2.5353726925045521e-13
1276,6.3603073052663181e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3997604320609034e-05,19498116.267629258,7.4049904316019424,2744032153620293,1.4899911580673191e-05,7.679143791291943e-12,5.9424431915991008e-07,77384.1896063694,0.020664592702742218,-2.5402164864289596e-13
1277,6.3653073052663182e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3998679018743664e-05,19520474.907627847,7.413481791125121,2744240587650372.5,1.4899209558041842e-05,7.6633061117509841e-12,5.9427231883056211e-07,77547.772484163128,0.020729664918933337,-2.5450692300710813e-13
1278,6.3703073052663183e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.3999754626110767e-05,19542833.547622081,7.4219731506466466,2744448818809943,1.4898510351914514e-05,7.6475273174938956e-12,5.9430020878981395e-07,77711.420190724719,0.020794845265582278,-2.5499309418100106e-13
1279,6.3753073052663184e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4000831137323621e-05,19565192.187612116,7.4304645101665763,2744656841023341.5,1.4897813916286202e-05,7.6318071005365009e-12,5.9432799084170698e-07,77875.132719212328,0.020860133696798851,-2.5548016400473512e-13
1280,6.3803073052663184e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4001908547008947e-05,19587550.827598065,7.4389558696849551,2744864648199131.5,1.4897120205141915e-05,7.6161451549486545e-12,5.9435566679148324e-07,78038.910065322954,0.020925530165948808,-2.5596813432071895e-13
1281,6.3853073052663185e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4002986849806857e-05,19609909.467580047,7.4474472292018268,2745072234230091.5,1.4896429172456218e-05,7.6005411768376558e-12,5.9438323844559762e-07,78202.752227296223,0.020991034625650117,-2.5645700697361051e-13
1282,6.3903073052663186e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.400406604037081e-05,19632268.107558131,7.4559385887172187,2745279592993203.5,1.4895740772192794e-05,7.5849948643318888e-12,5.9441070761172895e-07,78366.659205917153,0.021056647027769028,-2.569467838103124e-13
1283,6.3953073052663187e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4005146113367493e-05,19654626.747532528,7.46442994823121,2745486718349643.5,1.4895054958304022e-05,7.5695059175644276e-12,5.9443807609879107e-07,78530.631004521114,0.021122367323416793,-2.5743746667997513e-13
1284,6.4003073052663188e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4006227063476931e-05,19676985.387503259,7.4729213077438086,2745693604144768,1.4894371684730543e-05,7.5540740386571698e-12,5.9446534571694378e-07,78694.667628994721,0.021188195462944984,-2.5792905743399167e-13
1285,6.4053073052663188e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4007308885392266e-05,19699344.027470455,7.4814126672550652,2745900244208104.5,1.4893690905400819e-05,7.5386989317046963e-12,5.9449251827760536e-07,78858.769087781446,0.021254131395942448,-2.5842155792599718e-13
1286,6.4103073052663189e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4008391573819838e-05,19721702.66743429,7.4899040267650454,2746106632353339.5,1.48930125742307e-05,7.5233803027585003e-12,5.9451959559346338e-07,79022.935391884763,0.021320175071231302,-2.5891497001186927e-13
1287,6.415307305266319e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4009475123479083e-05,19744061.307394803,7.4983953862737636,2746312762378307,1.4892336645123037e-05,7.508117859811481e-12,5.9454657947848517e-07,79187.166554869909,0.021386326436862554,-2.5940929554972499e-13
1288,6.4203073052663191e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.40105595291025e-05,19766419.947352156,7.5068867457812827,2746518628064979,1.4891663071967233e-05,7.4929113127822477e-12,5.9457347174792988e-07,79351.46259286959,0.021452585440113053,-2.5990453639991908e-13
1289,6.4253073052663192e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4011644785435582e-05,19788778.587306425,7.5153781052876294,2746724223179452,1.489099180863881e-05,7.4777603734999112e-12,5.9460027421836078e-07,79515.82352458594,0.021518952027480935,-2.6040069442504403e-13
1290,6.4303073052663192e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4012730887236824e-05,19811137.227257799,7.5238694647928774,2746929541471937,1.4890322808999019e-05,7.4626647556887323e-12,5.9462698870765522e-07,79680.249371295373,0.021585426144682365,-2.6089777148992729e-13
1291,6.4353073052663193e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4013817829277632e-05,19833495.867206357,7.5323608242970552,2747134576676748,1.488965602689442e-05,7.4476241749531982e-12,5.9465361703501654e-07,79844.740156850545,0.021652007736647005,-2.6139576946162944e-13
1292,6.4403073052663194e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4014905606342291e-05,19855854.507152241,7.5408521838002178,2747339322512290.5,1.488899141615646e-05,7.4326383487629837e-12,5.9468016102098591e-07,80009.295907685155,0.021718696747514539,-2.6189469020944437e-13
1293,6.4453073052663195e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4015994213227956e-05,19878213.147095516,7.5493435433023901,2747543772681051,1.4888328930601066e-05,7.4177069964382344e-12,5.9470662248745347e-07,80173.916652816581,0.021785493120630429,-2.6239453560489483e-13
1294,6.4503073052663195e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4017083644744513e-05,19900571.787036285,7.5578349028036094,2747747920869584.5,1.4887668524028257e-05,7.4028298391348374e-12,5.9473300325766951e-07,80338.602423850316,0.021852396798542322,-2.6289530752173308e-13
1295,6.4553073052663196e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4018173895714651e-05,19922930.426974792,7.5663262623039707,2747951760748504,1.4887010150221692e-05,7.3880065998298377e-12,5.9475930515625712e-07,80503.353254984337,0.021919407722996317,-2.6339700783593965e-13
1296,6.4603073052663197e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.40192649609738e-05,19945289.066911042,7.5748176218034748,2748155285972469.5,1.4886353762948331e-05,7.3732370033072931e-12,5.947855300092221e-07,80668.169183009959,0.02198652583493204,-2.6389963842571801e-13
1297,6.4653073052663198e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4020356835369982e-05,19967647.706845224,7.583308981302193,2748358490180175.5,1.4885699315957971e-05,7.3585207761437606e-12,5.9481167964396624e-07,80833.050247318562,0.022053751074479776,-2.6440320117149751e-13
1298,6.4703073052663199e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4021449513763861e-05,19990006.346777454,7.5918003408001704,2748561366994340.5,1.4885046762982893e-05,7.3438576466943161e-12,5.9483775588929783e-07,80997.996489903584,0.02212108338095585,-2.6490769795592701e-13
1299,6.4753073052663199e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4022542991028705e-05,20012364.986707766,7.6002917002974186,2748763910021696,1.4884396057737455e-05,7.3292473450785845e-12,5.948637605754429e-07,81163.007955363893,0.022188522692858589,-2.6541313066387687e-13
1300,6.48030730526632e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4023637262050319e-05,20034723.626636423,7.6087830597940389,2748966112852975,1.4883747153917684e-05,7.3146896031666602e-12,5.9488969553405852e-07,81328.084690910211,0.022256068947865207,-2.6591950118243485e-13
1301,6.4853073052663201e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4024732321727004e-05,20057082.266563382,7.6172744192900144,2749167969062899.5,1.4883100005200909e-05,7.3001841545657345e-12,5.9491556259824225e-07,81493.226746364453,0.022323722082826267,-2.6642681140090424e-13
1302,6.4903073052663202e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4025828164969502e-05,20079440.906488977,7.625765778785472,2749369472210171,1.4882454565245324e-05,7.2857307346060403e-12,5.9494136360254676e-07,81658.434174168928,0.022391482033763586,-2.6693506321080376e-13
1303,6.4953073052663203e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4026924786700966e-05,20101799.546413142,7.6342571382803861,2749570615837458,1.4881810787689691e-05,7.2713290803278422e-12,5.9496710038298764e-07,81823.707029384284,0.022459348735864103,-2.6744425850586249e-13
1304,6.5003073052663203e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4028022181856955e-05,20124158.186336059,7.6427484977748259,2749771393471385,1.4881168626152848e-05,7.2569789304676948e-12,5.949927747770592e-07,81989.045369698128,0.022527322123477505,-2.6795439918202066e-13
1305,6.5053073052663204e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4029120345385383e-05,20146516.826257914,7.6512398572688634,2749971798622521,1.4880528034233391e-05,7.2426800254453366e-12,5.9501838862374396e-07,82154.44925542704,0.022595402130111578,-2.6846548713742644e-13
1306,6.5103073052663205e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4030219272246365e-05,20168875.466178779,7.6597312167625242,2750171824785369,1.4879888965509299e-05,7.2284321073506518e-12,5.9504394376352426e-07,82319.91874951958,0.022663588688427841,-2.6897752427243368e-13
1307,6.5153073052663206e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4031318957412332e-05,20191234.106098779,7.6682225762558565,2750371465438354,1.4879251373537533e-05,7.2142349199305514e-12,5.9506944203839487e-07,82485.45391756155,0.022731881730237928,-2.694905124895997e-13
1308,6.5203073052663207e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4032419395867942e-05,20213592.746018071,7.6767139357489196,2750570714043811,1.4878615211853641e-05,7.2000882085761303e-12,5.950948852918758e-07,82651.054827779692,0.022800281186499322,-2.7000445369368365e-13
1309,6.5253073052663207e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4033520582609994e-05,20235951.385936748,7.68520529524175,2750769564047976,1.4877980433971443e-05,7.1859917203099436e-12,5.9512027536902165e-07,82816.721551044757,0.022868786987311148,-2.7051934979164401e-13
1310,6.5303073052663208e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4034622512647418e-05,20258310.02585496,7.6936966547344037,2750968008880972,1.48773469933826e-05,7.1719452037732857e-12,5.9514561411643601e-07,82982.454160876674,0.022937399061910311,-2.710352026926364e-13
1311,6.5353073052663209e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4035725181001301e-05,20280668.665772874,7.7021880142269437,2751166041956799,1.4876714843556273e-05,7.1579484092136927e-12,5.9517090338228264e-07,83148.252733448069,0.023006117338667254,-2.7155201430801138e-13
1312,6.540307305266321e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4036828582704681e-05,20303027.305690497,7.7106793737193735,2751363656673324,1.4876083937938764e-05,7.1440010884726154e-12,5.9519614501629652e-07,83314.117347586973,0.023074941745081394,-2.7206978655131108e-13
1313,6.5453073052663211e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4037932712802728e-05,20325385.945608065,7.719170733211782,2751560846412267,1.4875454229953131e-05,7.1301029949728811e-12,5.9522134086979732e-07,83480.048084783833,0.023143872207778027,-2.7258852133826879e-13
1314,6.5503073052663211e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4039037566352482e-05,20347744.585525721,7.7276620927042243,2751757604539192,1.4874825672998824e-05,7.1162538837066934e-12,5.9524649279570086e-07,83646.045029193177,0.02321290865250324,-2.7310822058680556e-13
1315,6.5553073052663212e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.404014313842302e-05,20370103.225443486,7.7361534521967084,2751953924403495,1.4874198220451356e-05,7.1024535112235681e-12,5.9527160264853061e-07,83812.108267637333,0.023282051004119703,-2.7362888621702659e-13
1316,6.5603073052663213e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4041249424095248e-05,20392461.865361612,7.7446448116893292,2752149799338392.5,1.4873571825661899e-05,7.0887016356181217e-12,5.9529667228443116e-07,83978.237889613534,0.023351299186603509,-2.7415052015122043e-13
1317,6.5653073052663214e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4042356418461986e-05,20414820.505280167,7.7531361711821125,2752345222660911,1.4872946441956969e-05,7.0749980165184738e-12,5.9532170356117912e-07,84144.433987294629,0.023420653123038745,-2.7467312203911661e-13
1318,6.5703073052663215e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4043464116627857e-05,20437179.145199288,7.7616275306751108,2752540187671875.5,1.4872322022638038e-05,7.0613424150743251e-12,5.9534669833819625e-07,84310.69665553527,0.023490112735614067,-2.7519669583709118e-13
1319,6.5753073052663215e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4044572513709142e-05,20459537.785119098,7.7701188901683711,2752734687655898,1.4871698520981204e-05,7.0477345939453474e-12,5.9537165847656111e-07,84477.025991875489,0.023559677945618047,-2.7572124371221689e-13
1320,6.5803073052663216e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4045681604833841e-05,20481896.425039761,7.7786102496619556,2752928715881366.5,1.4871075890236827e-05,7.0341743172895956e-12,5.9539658583902197e-07,84643.422096545357,0.023629348673435344,-2.762467675954967e-13
1321,6.5853073052663217e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4046791385141694e-05,20504255.064961385,7.7871016091559051,2753122265600433.5,1.4870454083629179e-05,7.0206613507521165e-12,5.9542148229000878e-07,84809.885072468547,0.023699124838542061,-2.7677326942010239e-13
1322,6.5903073052663218e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4047901849784066e-05,20526613.704884145,7.7955929686502854,2753315330049006.5,1.4869833054356113e-05,7.0071954614535322e-12,5.9544634969564565e-07,84976.41502526743,0.023769006359501986,-2.773007511213742e-13
1323,6.5953073052663219e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4049012993924062e-05,20548972.344808143,7.8040843281451364,2753507902446735,1.486921275558871e-05,6.9937764179788737e-12,5.9547118992376275e-07,85143.012063266317,0.023838993153961797,-2.7782921463681633e-13
1324,6.6003073052663219e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.405012481273633e-05,20571330.984733518,7.8125756876405097,2753699975997000,1.4868593140470937e-05,6.9804039903663633e-12,5.9549600484390948e-07,85309.676297496801,0.023909085138647253,-2.7835866190609343e-13
1325,6.605307305266322e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4051237301407095e-05,20593689.62466038,7.8210670471364487,2753891543886903.5,1.4867974162119297e-05,6.9670779500964282e-12,5.9552079632736701e-07,85476.407841701366,0.023979282229358568,-2.7888909487103074e-13
1326,6.6103073052663221e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4052350455134113e-05,20616048.264588926,7.8295584066330264,2754082599287257,1.4867355773622499e-05,6.9537980700806489e-12,5.9554556624716037e-07,85643.206812338933,0.024049584340966601,-2.7942051547560815e-13
1327,6.6153073052663222e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4053464269126702e-05,20638406.904519252,7.8380497661302808,2754273135352570.5,1.4866737928041128e-05,6.9405641246510623e-12,5.9557031647807129e-07,85810.073328587489,0.024119991387407873,-2.7995292566595896e-13
1328,6.6203073052663223e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4054578738605562e-05,20660765.544451531,7.846541125628276,2754463145221041.5,1.48661205784073e-05,6.9273758895492575e-12,5.9559504889665065e-07,85977.007512350276,0.024190503281680927,-2.8048632739036618e-13
1329,6.6253073052663223e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4055693858802875e-05,20683124.184385844,7.8550324851270439,2754652622014545,1.4865503677724339e-05,6.9142331419158479e-12,5.9561976538123119e-07,86144.009488258642,0.02426111993584135,-2.8102072259926015e-13
1330,6.6303073052663224e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4056809624962204e-05,20705482.824322332,7.8635238446266387,2754841558838620.5,1.4864887178966434e-05,6.9011356602798054e-12,5.9564446781194059e-07,86311.07938367789,0.024331841260997966,-2.815561132452151e-13
1331,6.6353073052663225e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4057926032338498e-05,20727841.464261215,7.872015204127143,2755029948782463,1.4864271035078313e-05,6.8880832245479734e-12,5.9566915807071412e-07,86478.217328711879,0.024402667167308566,-2.8209250128294622e-13
1332,6.6403073052663226e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4059043076197981e-05,20750200.104202576,7.8805065636285869,2755217784918911.5,1.4863655198974927e-05,6.8750756159948188e-12,5.95693838041307e-07,86645.423456205943,0.024473597563974839,-2.8262988866930655e-13
1333,6.6453073052663227e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4060160751818195e-05,20772558.744146515,7.8889979231310114,2755405060304438.5,1.4863039623541137e-05,6.8621126172520472e-12,5.9571850960930689e-07,86812.697901752603,0.024544632359238566,-2.8316827736328339e-13
1334,6.6503073052663227e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4061279054488009e-05,20794917.384093281,7.8974892826345089,2755591767979138.5,1.4862424261631326e-05,6.8491940122983526e-12,5.9574317466214957e-07,86980.040803697251,0.024615771460377439,-2.8370766932599662e-13
1335,6.6553073052663228e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4062397979507366e-05,20817276.02404296,7.905980642139113,2755777900966717,1.4861809066069166e-05,6.8363195864494453e-12,5.9576783508912785e-07,87147.452303140439,0.024687014773700004,-2.8424806652069294e-13
1336,6.6603073052663229e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4063517522187552e-05,20839634.663995635,7.9144720016448549,2755963452274481.5,1.4861193989647251e-05,6.8234891263479869e-12,5.9579249278140711e-07,87314.932543943592,0.024758362204541518,-2.8478947091274423e-13
1337,6.665307305266323e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4064637677850928e-05,20861993.303951513,7.9229633611518127,2756148414893329,1.4860578985126775e-05,6.8107024199535587e-12,5.9581714963203812e-07,87482.481672734852,0.024829813657259982,-2.8533188446964512e-13
1338,6.6703073052663231e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4065758441830977e-05,20884351.943910763,7.9314547206600512,2756332781797736.5,1.485996400523723e-05,6.7979592565329172e-12,5.9584180753596985e-07,87650.099838912545,0.024901369035231304,-2.8587530916100716e-13
1339,6.6753073052663231e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4066879809472299e-05,20906710.583873466,7.9399460801696016,2756516545945749,1.4859349002676105e-05,6.7852594266502675e-12,5.9586646839006195e-07,87817.787194649398,0.024973028240844606,-2.8641974695855737e-13
1340,6.6803073052663232e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4068001776130564e-05,20929069.223839767,7.9484374396805189,2756699700278970.5,1.4858733930108547e-05,6.7726027221574976e-12,5.9589113409309962e-07,87985.543894898801,0.025044791175498276,-2.8696519983613427e-13
1341,6.6853073052663233e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4069124337172407e-05,20951427.863809917,7.9569287991928972,2756882237722552.5,1.4858118740167064e-05,6.7599889361845776e-12,5.9591580654580531e-07,88153.370097399544,0.025116657739595639,-2.8751166976968399e-13
1342,6.6903073052663234e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4070247487975549e-05,20973786.503783949,7.965420158706749,2757064151185183.5,1.4857503385451234e-05,6.7474178631302271e-12,5.9594048765085249e-07,88321.265962678473,0.025188627832539518,-2.8805915873725718e-13
1343,6.6953073052663235e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4071371223928567e-05,20996145.143762041,7.9739115182221436,2757245433559079,1.4856887818527362e-05,6.7348892986522875e-12,5.9596517931287988e-07,88489.231654058211,0.025260701352728836,-2.8860766871900469e-13
1344,6.7003073052663235e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4072495540431042e-05,21018503.78374438,7.9824028777391511,2757426077719971,1.4856271991928222e-05,6.7224030396584626e-12,5.9598988343850316e-07,88657.267337660684,0.025332878197553733,-2.891572016971758e-13
1345,6.7053073052663236e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4073620432893437e-05,21040862.423730996,7.9908942372577831,2757606076527096.5,1.485565585815271e-05,6.7099588842971627e-12,5.9601460193633025e-07,88825.373182411087,0.025405158263390494,-2.8970775965611181e-13
1346,6.7103073052663237e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4074745896737032e-05,21063221.06372219,7.9993855967781533,2757785422823189,1.4855039369665571e-05,6.6975566319480595e-12,5.9603933671697385e-07,88993.54936004612,0.025477541445598485,-2.9025934458224461e-13
1347,6.7153073052663238e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4075871927393987e-05,21085579.703718029,8.0078769563002883,2757964109434467,1.4854422478897102e-05,6.6851960832133e-12,5.9606408969306487e-07,89161.796045114839,0.025550027638513884,-2.9081195846409241e-13
1348,6.7203073052663239e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4076998520307265e-05,21107938.343718667,8.0163683158242449,2758142129170623.5,1.4853805138242835e-05,6.6728770399082855e-12,5.9608886277926675e-07,89330.113414986525,0.025622616735446288,-2.9136560329225475e-13
1349,6.7253073052663239e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4078125670930563e-05,21130296.983724251,8.0248596753500809,2758319474824816.5,1.4853187300063266e-05,6.6605993050527824e-12,5.9611365789228863e-07,89498.501649854865,0.02569530862867386,-2.9192028105941039e-13
1350,6.730307305266324e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4079253374728351e-05,21152655.623734992,8.0333510348778745,2758496139173659,1.4852568916683523e-05,6.64836268286204e-12,5.9613847695090049e-07,89666.960932743532,0.025768103209438831,-2.9247599376031183e-13
1351,6.7353073052663241e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4080381627175766e-05,21175014.263750933,8.0418423944076434,2758672114977208,1.4851949940393149e-05,6.6361669787380896e-12,5.9616332187594349e-07,89835.491449509587,0.025841000367942492,-2.9303274339178307e-13
1352,6.7403073052663242e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4081510423758691e-05,21197372.903772324,8.0503337539394835,2758847394978955,1.4851330323445713e-05,6.6240119992608589e-12,5.9618819459034878e-07,90004.093388851732,0.025913999993341527,-2.9359053195271363e-13
1353,6.7453073052663242e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4082639759973555e-05,21219731.543799259,8.0588251134734268,2759021971905816,1.4850710018058618e-05,6.6118975521797255e-12,5.9621309701914694e-07,90172.766942312213,0.025987101973742426,-2.9414936144405619e-13
1354,6.7503073052663243e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4083769631327489e-05,21242090.183831949,8.0673164730095568,2759195838468121.5,1.4850088976412747e-05,6.5998234464047815e-12,5.962380310894849e-07,90341.512304284799,0.026060306196197706,-2.9470923080048456e-13
1355,6.7553073052663244e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.408490003333816e-05,21264448.823870409,8.075807832547877,2759368987359606.5,1.4849467150652213e-05,6.5877894919985497e-12,5.9626299873063859e-07,90510.329672017077,0.026133612546700269,-2.952701425846826e-13
1356,6.7603073052663245e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4086030961533694e-05,21286807.463915017,8.0842991920885332,2759541411257400,1.4848844492884057e-05,6.5757955001672255e-12,5.962880018740281e-07,90679.219245620436,0.026207020910180512,-2.9583210131890502e-13
1357,6.7653073052663246e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.4087162411452625e-05,21309166.103965759,8.0927905516315199,2759713102822016.5,1.4848220955177995e-05,6.5638412832527636e-12,5.9631304245323038e-07,90848.181228069356,0.026280531170499291,-2.963951090123139e-13
1358,6.7703073052663246e-12,5e-15,ELECTRODE_ATTACHMENT,CONFIRMED,6.408829437864402e-05,21331524.744022831,8.1012819111769083,2759884054697345.5,1.4847596489566113e-05,6.5519266547242595e-12,5.9633812240399482e-07,91017.215825211635,0.0263541432104453,-2.9695916767611343e-13
