time_s,V_port_V,I_port_A,I_conduction_A,I_gap_displacement_A,I_external_capacitor_A,I_series_A,Rsp_ohm,Z_dynamic_ohm,Z_dynamic_valid,impedance_current_gate_A,waveform_valid,KCL_residual_A,P_port_W,P_conduction_W,E_Cgap_J
1.25e-10,59.11297353348148,0.19210667078430477,0.24256622838454975,-0.05045955760024494,-0.20183823040097976,-0.00973155961667499,243.69828366942892,307.7091143797545,True,3.31831585045817e-09,True,-4.163336342344337e-17,11.355996545677847,14.338811038612313,3.494343639970082e-10
1.3750000000000002e-10,56.034309085253724,0.18185633929094486,0.22993312977642047,-0.048076790485475626,-0.1923071619419025,-0.010450822650957656,243.69828366942892,308.12403517925554,True,3.31831585045817e-09,True,1.3877787807814457e-17,10.190194324941576,12.884144062831702,3.139843794661748e-10
1.5e-10,53.101045493047245,0.17100397420318247,0.21653809298051127,-0.04553411877732879,-0.18213647510931516,-0.0111325009061327,245.2272704637997,310.5252128816256,True,3.31831585045817e-09,True,-6.938893903907228e-18,9.08048981365507,11.498399126335823,2.819721032454673e-10
1.625e-10,50.32247311058854,0.1618102990338428,0.2052074918723899,-0.04339719283854709,-0.17358877135418835,-0.01177847232034555,245.2272704637997,310.99672524592233,True,3.31831585045817e-09,True,-6.938893903907228e-18,8.142694422146846,10.326548491839658,2.532351299965907e-10
1.7500000000000002e-10,47.67432191322509,0.15304887952987872,0.19440872878068732,-0.041359849250808586,-0.16543939700323435,-0.012390517473355622,245.2272704637997,311.4973599262316,True,3.31831585045817e-09,True,-1.3877787807814457e-17,7.296501551165845,9.268304318631355,2.2728409698858144e-10
1.875e-10,45.15051410333075,0.14469956965320235,0.18411701935896987,-0.03941744970576754,-0.15766979882307017,-0.012970229169867807,245.2272704637997,312.02935994586437,True,3.31831585045817e-09,True,2.0816681711721685e-17,6.533259960372803,8.31297807923039,2.0385689237950692e-10
2e-10,42.74525497283269,0.13583004288192957,0.17316733509906337,-0.03733729221713382,-0.14934916886853528,-0.0135191259866057,246.8436379665918,314.69661693318506,True,3.31831585045817e-09,True,1.3877787807814457e-17,5.806089815958877,7.402081891775423,1.827156822692478e-10
2.1250000000000002e-10,40.4665524496214,0.12834103159386648,0.1639359749474208,-0.0355949433535543,-0.1423797734142172,-0.014038741820350732,246.8436379665918,315.3048713031798,True,3.31831585045817e-09,True,-1.3877787807814457e-17,5.193519086431715,6.6339237285896235,1.63754186715796e-10
2.25e-10,38.29420782447871,0.12120228282396944,0.15513548633431462,-0.0339332035103452,-0.1357328140413808,-0.014530531217411354,246.8436379665918,315.9528594036143,True,3.31831585045817e-09,True,2.0816681711721685e-17,4.641345407262333,5.940790554637821,1.4664463529043665e-10
2.375e-10,36.22330042263353,0.11439758923735782,0.14674593488018534,-0.03234834564282753,-0.1293933825713101,-0.01499579333395229,246.8436379665918,316.64391412545956,True,3.31831585045817e-09,True,1.3877787807814457e-17,4.1438582425698405,5.315622084965169,1.3121274935083623e-10
2.5e-10,34.2491370822409,0.10716269495505777,0.13781231049861117,-0.03064961554355342,-0.12259846217421368,-0.0154357672191559,248.52015729455496,319.59943800036393,True,3.31831585045817e-09,True,1.734723475976807e-17,3.670229829618139,4.719952713887281,1.1730033908781287e-10
2.625e-10,32.378333321414736,0.101057287578477,0.1302845357651966,-0.029227248186719606,-0.11690899274687842,-0.015851705168401425,248.52015729455496,320.3958279235531,True,3.31831585045817e-09,True,-3.469446951953614e-18,3.2720665417739934,4.218396125631315,1.0483564686726358e-10
2.7500000000000003e-10,30.594370393968603,0.09523599523162503,0.1231061927814051,-0.027870197549780068,-0.11148079019912027,-0.016244794967495244,248.52015729455496,321.24797267629253,True,3.31831585045817e-09,True,0.0,2.9136853129545637,3.7663564597456114,9.360154998033427e-11
2.875e-10,28.893260398348524,0.08968576845119616,0.11626123495529257,-0.026575466504096416,-0.10630186601638567,-0.016616097565189496,248.52015729455496,322.16103956416697,True,3.31831585045817e-09,True,6.938893903907228e-18,2.5913142618864016,3.359166135796848,8.348204964467751e-11
3e-10,27.271198422436186,0.08379126886261738,0.1089807423753201,-0.025189473512702745,-0.10075789405081098,-0.0169666251881936,250.23869197473968,325.46587243056956,True,3.31831585045817e-09,True,2.7755575615628914e-17,2.2850883192201374,2.972035449541754,7.43718263395886e-11
3.125e-10,25.73347782373674,0.07880910156095096,0.10283572704389937,-0.024026625482948427,-0.09610650193179371,-0.01729740037084275,250.23869197473968,326.5292626618065,True,3.31831585045817e-09,True,1.3877787807814457e-17,2.0280322673273483,2.6463209013720292,6.622118809047507e-11
3.25e-10,24.266766222084843,0.07405770276278806,0.0969744767709002,-0.022916774008112133,-0.09166709603244853,-0.01760939326966047,250.23869197473968,327.67376406223366,True,3.31831585045817e-09,True,-3.469446951953614e-18,1.7971409598892247,2.353256957308432,5.888759428773179e-11
3.375e-10,22.867827325489003,0.06952655267459468,0.09138405873619813,-0.021857506061603468,-0.08743002424641387,-0.01790347157181919,250.23869197473968,328.90782651798315,True,3.31831585045817e-09,True,1.0408340855860843e-17,1.5899212010991466,2.0897548754817237,5.2293752658838154e-11
3.5000000000000003e-10,21.533572196280634,0.06472793320064354,0.08545503235524547,-0.020727099154601934,-0.08290839661840774,-0.0181804634177642,251.98717504152745,332.67819829085073,True,3.31831585045817e-09,True,6.938893903907228e-18,1.393823622692088,1.840152108757176,4.636947315324304e-11
3.625e-10,20.268115335334215,0.06065825721953522,0.08043312256663075,-0.01977486534709555,-0.0790994613883822,-0.01844120416884698,251.98717504152745,334.1361302547742,True,3.31831585045817e-09,True,1.3877787807814457e-17,1.229428553365909,1.6302278049615453,4.1079649924641e-11
3.75e-10,19.06081683902203,0.056776312012395316,0.07564201168524078,-0.018865699672845453,-0.07546279869138181,-0.018686486678986498,251.98717504152745,335.7177696723363,True,3.31831585045817e-09,True,-6.938893903907228e-18,1.0822028840634335,1.4417985300675387,3.633147385707458e-11
3.875e-10,17.909046218590458,0.053073604238293444,0.07107126073237278,-0.01799765649407935,-0.0719906259763174,-0.01891702173802396,251.98717504152745,337.4379124165228,True,3.31831585045817e-09,True,1.0408340855860843e-17,0.9504976312907757,1.2728184932695572,3.207339364596092e-11
4e-10,16.81029181998703,0.04916968158462408,0.06624547397722132,-0.017075792392597246,-0.06830316957038898,-0.0191334879857649,253.75758992632902,341.8832759991637,True,3.31831585045817e-09,True,6.938893903907228e-18,0.826556696133373,1.113605749310447,2.8258591107312282e-11
4.125e-10,15.767652372278734,0.04584202467907199,0.06213667294387688,-0.016294648264804885,-0.06517859305921954,-0.019336568380147554,253.75758992632902,343.9562820940816,True,3.31831585045817e-09,True,-1.0408340855860843e-17,0.7228211091810297,0.9797494585490282,2.486188613330272e-11
4.2500000000000003e-10,14.772730395863627,0.04266735007080044,0.058215915433908604,-0.015548565363108155,-0.06219426145243262,-0.019526911381632175,253.75758992632902,346.23032298350773,True,3.31831585045817e-09,True,-6.938893903907228e-18,0.6303132593018678,0.8600080234535281,2.1823356334887312e-11
4.3750000000000004e-10,13.823384046991928,0.039638788692813925,0.054474760936234996,-0.014835972243421081,-0.059343888973684325,-0.019705100280870403,253.75758992632902,348.73376565863515,True,3.31831585045817e-09,True,1.0408340855860843e-17,0.547942199258328,0.7530255412896499,1.9108594651063096e-11
4.5e-10,12.917567479590348,0.03646499416100248,0.05054916574769929,-0.01408417158669682,-0.05633668634678728,-0.0198716921857848,255.5446225178955,354.245702674623,True,3.31831585045817e-09,True,1.214306433183765e-17,0.4710390227176176,0.6529722595829027,1.6686354958977013e-11
4.625e-10,12.057521528394462,0.033741450464166746,0.047183624564629954,-0.013442174100463217,-0.05376869640185287,-0.020027245937686122,255.5446225178955,357.35042099626065,True,3.31831585045817e-09,True,8.673617379884035e-18,0.40683826537094586,0.5689175689757074,1.4538382540769594e-11
4.75e-10,11.236699982879982,0.03114280292785891,0.04397157675307015,-0.01282877382521124,-0.05131509530084496,-0.02017229237298605,255.5446225178955,360.8120954594023,True,3.31831585045817e-09,True,-5.204170427930421e-18,0.34994233312630685,0.4940954157484292,1.2626342650525498e-11
4.875e-10,10.453355555703865,0.028663485637313434,0.040906184809159224,-0.01224269917184579,-0.04897079668738316,-0.020307311050069728,255.5446225178955,364.6924064983897,True,3.31831585045817e-09,True,0.0,0.29962960683264833,0.4276068942374736,1.0927264237396489e-11
5e-10,9.705818653761199,0.026085637562825476,0.03771523699447687,-0.011629599431651394,-0.04651839772660558,-0.020432760163780102,257.3447610890672,372.075193883431,True,3.31831585045817e-09,True,1.734723475976807e-18,0.25318246765252533,0.36605725075201806,9.420291573969885e-12
5.125e-10,8.995614439428886,0.023854579408608866,0.034955498613455344,-0.011100919204846477,-0.04440367681938591,-0.020549097410777043,257.3447610890672,377.10220269834076,True,3.31831585045817e-09,True,0.0,0.2145865989745849,0.3144461880646353,8.092107914286147e-12
5.25e-10,8.317716863504533,0.021725687322485292,0.032321298589116275,-0.01059561126663098,-0.04238244506652392,-0.02065675774403863,257.3447610890672,382.8517247827644,True,3.31831585045817e-09,True,-1.734723475976807e-18,0.18070811581346255,0.2688394103250577,6.918441382142768e-12
5.375000000000001e-10,7.670697619642025,0.019694442160845933,0.029807086754671454,-0.010112644593825526,-0.0404505783753021,-0.02075613621445617,257.3447610890672,389.4853967934143,True,3.31831585045817e-09,True,5.204170427930421e-18,0.15107011060337844,0.22864114941752167,5.883960197198184e-12
5.500000000000001e-10,7.053191408704373,0.017603308834027068,0.027216038644081533,-0.009612729810054467,-0.038450919240217867,-0.0208476104061908,259.155694954092,400.6741843369018,True,3.31831585045817e-09,True,1.734723475976807e-18,0.12415950663292952,0.19195992994340208,4.974750904782119e-12
5.625e-10,6.466131089073116,0.01577429548205129,0.024950758231334854,-0.009176462749283574,-0.0367058509971343,-0.02093155551508301,259.155694954092,409.9156819035484,True,3.31831585045817e-09,True,8.673617379884035e-18,0.10199866242471743,0.16133487349558126,4.181085126107789e-12
5.75e-10,5.905734776580085,0.014029026990909452,0.022788365803137197,-0.00875933881222775,-0.035037355248911,-0.02100832825800155,259.155694954092,420.9653870084427,True,3.31831585045817e-09,True,5.204170427930421e-18,0.08285171258179462,0.1345820444250157,3.487770325130743e-12
5.875e-10,5.370832401343116,0.012363826194852347,0.0207243464292557,-0.008360520234403354,-0.033442080937613416,-0.02107825474276107,259.155694954092,434.39889211474446,True,3.31831585045817e-09,True,0.0,0.06640403833188775,0.11130699129890603,2.8845840683317067e-12
6e-10,4.860305099735758,0.010670532550291278,0.018623577379302998,-0.00795304482901172,-0.03181217931604688,-0.0211416467657556,260.9759124547777,455.4885219485211,True,3.31831585045817e-09,True,0.0,0.0518620437710771,0.09051626811194986,2.3622565662517416e-12
6.125e-10,4.374598176458104,0.009170205210327742,0.016762459551573138,-0.0075922543412454,-0.0303690173649816,-0.021198812154653857,260.9759124547777,477.0447417612104,True,3.31831585045817e-09,True,3.469446951953614e-18,0.04011596299084634,0.07332902498726458,1.913710920547057e-12
6.25e-10,3.9109459341302504,0.007738671429612775,0.014985850216379434,-0.00724717878676666,-0.02898871514706664,-0.021250043717453863,260.9759124547777,505.37692027660427,True,3.31831585045817e-09,True,8.673617379884035e-19,0.030265525563214015,0.05860884997323408,1.5295498099689937e-12
6.375e-10,3.468387668476978,0.006372932292996014,0.013290068174694037,-0.006917135881698024,-0.027668543526792096,-0.021295611233796082,260.9759124547777,544.2373320502414,True,3.31831585045817e-09,True,8.673617379884035e-19,0.02210379977706609,0.04609510857032714,1.2029713018843168e-12
6.5e-10,3.046004385670597,0.005005152961880484,0.011590384384985426,-0.006585231423104946,-0.026340925692419782,-0.0213357727305393,262.8044320615021,608.5736857333096,True,3.31831585045817e-09,True,3.469446951953614e-18,0.015245717872840132,0.035304361668273616,9.278142717524513e-13
6.625e-10,2.643841675297176,0.00377393235734998,0.010060110685950906,-0.006286178328600931,-0.025144713314403724,-0.021370780957053744,262.8044320615021,700.5535406982378,True,3.31831585045817e-09,True,5.204170427930421e-18,0.009977679646114393,0.026597339889619466,6.989898804038179e-13
6.75e-10,2.2599626998854316,0.0025993516100686863,0.008599408625485243,-0.006000057015416561,-0.024000228061666243,-0.021400876451597557,262.8044320615021,869.4332429408092,True,3.31831585045817e-09,True,4.336808689942018e-18,0.005874437682642372,0.019434342734669697,5.107431404873449e-13
6.875000000000001e-10,1.893576757166073,0.0014789590144919929,0.007205269493792,-0.005726310479300008,-0.02290524191720003,-0.021426282902708038,262.8044320615021,1280.34430880865,True,3.31831585045817e-09,True,8.673617379884035e-19,0.002800522414643279,0.013643730842562289,3.585632935279581e-13
7.000000000000001e-10,1.5439272026455595,0.00037779888595424263,0.0058340521884668785,-0.005456253302512636,-0.021825013210050544,-0.0214472143240963,264.6406224643811,4086.6377854606835,True,3.31831585045817e-09,True,0.0,0.0005832939771539425,0.009007351875427873,2.3837112070689427e-13
7.125000000000001e-10,1.2107330322970116,-0.0006327690716443242,0.0045750082546755205,-0.0052077773263198455,-0.020831109305279382,-0.021463878376923706,264.6406224643811,-1913.3884485706305,True,3.31831585045817e-09,True,8.673617379884035e-19,-0.0007661144168556976,0.005539113616967152,1.4658744754951164e-13
7.25e-10,0.8927327852111282,-0.001596592365896335,0.003373377741095981,-0.0049699701069923176,-0.01987988042796927,-0.021476472793865605,264.6406224643811,-559.1488499382518,True,3.31831585045817e-09,True,1.734723475976807e-18,-0.0014253303496534597,0.0030115249063778393,7.969718257908184e-14
7.375e-10,0.5892740145544031,-0.002515680505566383,0.002226695240764541,-0.004742375746330927,-0.018969502985323707,-0.02148518349089009,264.6406224643811,-234.24040264673167,True,3.31831585045817e-09,True,2.6020852139652106e-18,-0.001482425150851353,0.0013121336437145043,3.472438642290629e-14
7.5e-10,0.2997321541516135,-0.0033982251232562016,0.0011247656957683219,-0.004522990819024525,-0.0180919632760981,-0.0214901883993543,266.4840822220026,-88.2025596539667,True,3.31831585045817e-09,True,8.673617379884035e-19,-0.0010185573364857134,0.0003371284449084774,8.98393642323666e-15
7.625e-10,0.023560224660982787,-0.004227602542753055,8.841137701183679e-05,-0.004316013919764896,-0.017264055679059583,-0.021491658221812638,266.4840822220026,-5.572951672424756,True,3.31831585045817e-09,True,4.336808689942018e-18,-9.960326568460405e-05,2.082991904985724e-06,5.5508418607598154e-17
7.75e-10,-0.239953443280923,-0.005018304667835937,-0.0009004419373950545,-0.004117862730440886,-0.016471450921763543,-0.02148975558959948,266.4840822220026,47.81563877914153,True,3.31831585045817e-09,True,2.6020852139652106e-18,0.0012041594844799616,0.00021606414335248862,5.757765494237113e-15
7.875e-10,-0.4913486794418466,-0.005771983079885672,-0.0018438199960946026,-0.003928163083791069,-0.015712652335164275,-0.021484635415049948,266.4840822220026,85.12649338043086,True,3.31831585045817e-09,True,-8.673617379884035e-19,0.002836056264062508,0.0009059585202095538,2.4142352478924657e-14
8e-10,-0.7311424271812051,-0.006475082751026668,-0.0027247419380559096,-0.003750340812970758,-0.015001363251883032,-0.0214764460029097,268.3345593098155,112.91630629203581,True,3.31831585045817e-09,True,-4.336808689942018e-19,0.004734207718784793,0.0019921744340326186,5.345692488244239e-14
8.125e-10,-0.960097497853943,-0.007155454944400796,-0.003577986750284473,-0.003577468194116323,-0.014309872776465293,-0.02146532772086609,268.3345593098155,134.17700276419566,True,3.31831585045817e-09,True,4.336808689942018e-19,0.0068699343881258295,0.0034352161263026836,9.217872053854023e-14
8.25e-10,-1.1784784890082176,-0.007803743063686417,-0.004391825235032667,-0.003411917828653749,-0.013647671314614996,-0.021451414378301413,268.3345593098155,151.01451692997117,True,3.31831585045817e-09,True,-1.3010426069826053e-18,0.009196543334301529,0.005175671566969458,1.3888115490550917e-13
8.375000000000001e-10,-1.386733347989044,-0.00842130848287587,-0.005167926753661053,-0.0032533817292148166,-0.013013526916859267,-0.021434835399735137,268.3345593098155,164.6695820262216,True,3.31831585045817e-09,True,-8.673617379884035e-19,0.011678109306906992,0.007166536369266543,1.9230293784249031e-13
8.500000000000001e-10,-1.5852911804103083,-0.009009455305331976,-0.005907890450219467,-0.00310156485511251,-0.01240625942045004,-0.021415714725782017,268.3345593098155,175.95860423127922,True,3.31831585045817e-09,True,4.336808689942018e-19,0.014282610035843643,0.009365726625563205,2.513148126686709e-13
8.625000000000001e-10,-1.7750891908357394,-0.0095346216345419,-0.006569735094889663,-0.002964886539652238,-0.011859546158608953,-0.021394167793150853,270.19189742011224,186.17300810395767,True,3.31831585045817e-09,True,1.3010426069826053e-18,0.016924803802183915,0.011661865753592852,3.15094163542188e-13
8.750000000000001e-10,-1.9560289439854235,-0.010065586040827404,-0.007239406372516272,-0.0028261796683111315,-0.011304718673244526,-0.02137030471407193,270.19189742011224,194.32837154751851,True,3.31831585045817e-09,True,-4.336808689942018e-19,0.019688577634034046,0.014160488401914348,3.826049229708731e-13
8.875e-10,-2.1284832977448347,-0.010570984837729752,-0.007877672565566715,-0.0026933122721630376,-0.01077324908865215,-0.021344233926381902,270.19189742011224,201.35146634094997,True,3.31831585045817e-09,True,8.673617379884035e-19,0.02250016466782167,0.016767494480911454,4.530441148778727e-13
9e-10,-2.29280954955145,-0.011051896706915896,-0.00848585605802397,-0.0025660406488919284,-0.010264162595567713,-0.02131605930248361,270.19189742011224,207.4584671169329,True,3.31831585045817e-09,True,1.734723475976807e-18,0.025339894310272993,0.01945645180595638,5.256975630514325e-13
9.125e-10,-2.4500850582483715,-0.011461824361209025,-0.00900581151081491,-0.0024560128503941154,-0.009824051401576462,-0.021285875762785487,272.05600020676764,213.76047835284834,True,3.31831585045817e-09,True,4.336808689942018e-19,0.02808244460766542,0.022065004220048805,6.002916792651927e-13
9.25e-10,-2.599917155938838,-0.011895995920593663,-0.009556551423099848,-0.002339444497493815,-0.00935777798997526,-0.021253773910568922,272.05600020676764,218.55397171396226,True,3.31831585045817e-09,True,0.0,0.030928603880929894,0.02484624199652901,6.759569217745096e-13
9.375000000000001e-10,-2.7426172314236528,-0.012308829825311543,-0.010081076062793,-0.0022277537625185443,-0.008911015050074177,-0.02121984487538572,272.05600020676764,222.81705656404552,True,3.31831585045817e-09,True,4.336808689942018e-19,0.03375840877756083,0.027648532921108596,7.521949278101942e-13
9.5e-10,-2.878483779716985,-0.01264341301092089,-0.010508222270313337,-0.0021351907406075526,-0.00854076296243021,-0.0211841759733511,273.9268075675329,227.66667332868602,True,3.31831585045817e-09,True,-4.336808689942018e-19,0.036393859272198466,0.03024774735875773,8.28566887009378e-13
9.625e-10,-3.0087060159933565,-0.013016259360339118,-0.010983612895395794,-0.002032646464943326,-0.008130585859773304,-0.021146845220112422,273.9268075675329,231.14982059753373,True,3.31831585045817e-09,True,1.734723475976807e-18,0.03916209784318214,0.033046462195719536,9.052311890674616e-13
9.75e-10,-3.1326534145351674,-0.013370462654536164,-0.011436096533789797,-0.001934366120746367,-0.007737464482985468,-0.02110792713752163,273.9268075675329,234.2965606707977,True,3.31831585045817e-09,True,-6.505213034913027e-19,0.041885025488647656,0.0358253268555304,9.813517415598845e-13
9.875e-10,-3.250586958352189,-0.013706800457631545,-0.011866625932734975,-0.00184017452489657,-0.00736069809958628,-0.021067498557217824,273.9268075675329,237.1514029404548,True,3.31831585045817e-09,True,-6.505213034913027e-19,0.04455514680831291,0.03857349949659219,1.0566315573809336e-12
1e-09,-3.3627569077514656,-0.014026018378881715,-0.01227611469506293,-0.0017499036838187875,-0.00699961473527515,-0.021025633114156866,273.9268075675329,239.75135472619962,True,3.31831585045817e-09,True,2.3852447794681098e-18,0.0471660901918335,0.041281589491172145,1.1308134020630198e-12
1.0125e-09,-3.4704409335826183,-0.014262866439426848,-0.012582984329819271,-0.001679882109607577,-0.006719528438430308,-0.020982394877857156,275.804280019513,243.3200190383384,True,3.31831585045817e-09,True,0.0,0.04949843552160871,0.04366850388483345,1.2043960273485795e-12
1.025e-09,-3.572816893094359,-0.014550908973040632,-0.012954174941888445,-0.001596734031152188,-0.006386936124608752,-0.020937845097649385,275.804280019513,245.53908623261526,True,3.31831585045817e-09,True,6.505213034913027e-19,0.05198773338875786,0.04628289506847867,1.2765020551580429e-12
1.0375e-09,-3.6701043629143015,-0.014823942486014518,-0.013306915913903308,-0.0015170265721112107,-0.006068106288444843,-0.02089204877445936,275.804280019513,247.57950635445465,True,3.31831585045817e-09,True,4.336808689942018e-19,0.05440541599351256,0.04883777015255028,1.3469666034682592e-12
1.05e-09,-3.762513967864213,-0.01508259038050697,-0.01364197092082116,-0.0014406194596858091,-0.0057624778387432365,-0.020845068219250206,275.804280019513,249.46072743094305,True,3.31831585045817e-09,True,0.0,0.05674845697823189,0.051328106138787036,1.4156511358373306e-12
1.0625e-09,-3.851392470294525,-0.015254972089672537,-0.013869476116452307,-0.001385495973220231,-0.005541983892880924,-0.02079695598255346,277.6883883686068,252.46801158698145,True,3.31831585045817e-09,True,4.336808689942018e-19,0.05875288464071794,0.053416795881834164,1.4833223960241361e-12
1.0750000000000001e-09,-3.9357640802526395,-0.015488201818993288,-0.01417331168715726,-0.0013148901318360269,-0.0052595605273441075,-0.020747762346337396,277.6883883686068,254.11368771203541,True,3.31831585045817e-09,True,-4.336808689942018e-19,0.06095790838689737,0.05578281103653848,1.5490238895406905e-12
1.0875e-09,-4.015814299216415,-0.01570877669506442,-0.01446158524239687,-0.0012471914526675507,-0.004988765810670203,-0.020697542505734624,277.6883883686068,255.64144027065797,True,3.31831585045817e-09,True,1.5178830414797062e-18,0.06308353007523727,0.05807504080575444,1.6126764485791025e-12
1.1000000000000001e-09,-4.09172112411322,-0.015917220098503243,-0.01473493777738312,-0.0011822823211201212,-0.004729129284480485,-0.020646349382983726,277.6883883686068,257.06254602196395,True,3.31831585045817e-09,True,-2.168404344971009e-18,0.06512882571420522,0.060291256166212406,1.6742181757514353e-12
1.1125e-09,-4.164884373289174,-0.01603642921404868,-0.014896980016679339,-0.0011394491973693403,-0.004557796789477361,-0.02059422600352604,279.5791072167633,259.7139498885784,True,3.31831585045817e-09,True,0.0,0.06678987343694932,0.06204419928066887,1.7346261842868354e-12
1.125e-09,-4.234205822141992,-0.016224186182701977,-0.015144929334290803,-0.001079256848411173,-0.004317027393644692,-0.020541213576346667,279.5791072167633,260.9810917145693,True,3.31831585045817e-09,True,-6.505213034913027e-19,0.06869654359431238,0.06412674796318316,1.7928498944261144e-12
1.1375e-09,-4.299842877977806,-0.01640123206770161,-0.015379700295859559,-0.00102153177184205,-0.0040861270873682,-0.020487359155069808,279.5791072167633,262.1658458479678,True,3.31831585045817e-09,True,-1.3010426069826053e-18,0.07052272089636798,0.06613029478258488,1.848864877529646e-12
1.15e-09,-4.361946628677543,-0.016568008223509446,-0.015601833313301332,-0.0009661749102081155,-0.003864699640832462,-0.02043270786434191,279.5791072167633,263.2752573413192,True,3.31831585045817e-09,True,1.5178830414797062e-18,0.07226876761443883,0.06805436422214371,1.902657839143138e-12
1.1625e-09,-4.421956660262875,-0.016643351674743893,-0.015709865882239913,-0.000933485792503979,-0.003733943170015916,-0.020377294844759808,281.47641064599543,265.6890719297332,True,3.31831585045817e-09,True,-1.4094628242311558e-18,0.07359617978723104,0.0694683460698073,1.9553700705243204e-12
1.175e-09,-4.478677998943255,-0.016793334383427616,-0.015911379531466156,-0.0008819548519614592,-0.0035278194078458367,-0.02032115379127345,281.47641064599543,266.6937903268934,True,3.31831585045817e-09,True,-1.3010426069826053e-18,0.07521193723195455,0.0712619454404135,2.0058556618218355e-12
1.1875e-09,-4.532244844358233,-0.01693421397829019,-0.016101686226411005,-0.0008325277518791849,-0.0033301110075167396,-0.02026432498580693,281.47641064599543,267.6383356303759,True,3.31831585045817e-09,True,1.4094628242311558e-18,0.07675000399636482,0.07297678438512524,2.0541243329211783e-12
1.2e-09,-4.582786049218381,-0.017066364406313175,-0.016281243741529786,-0.0007851206647833897,-0.003140482659133559,-0.020206847065446735,281.47641064599543,268.5273758436285,True,3.31831585045817e-09,True,1.4094628242311558e-18,0.07821149671212915,0.07461345668260679,2.1001927972910616e-12
1.2125000000000001e-09,-4.631769948658751,-0.017105522306680408,-0.016344715724073124,-0.000760806582607286,-0.003043226330429144,-0.020148748637109554,283.38026961441136,270.77629467355433,True,3.31831585045817e-09,True,1.4094628242311558e-18,0.07922884417619423,0.07570496311013206,2.1453292857298287e-12
1.225e-09,-4.677925978350305,-0.017224085334511162,-0.01650759237654564,-0.0007164929579655227,-0.0028659718318620906,-0.020090057166373253,283.38026961441136,271.59212739020427,True,3.31831585045817e-09,True,6.505213034913027e-19,0.08057299623963227,0.0772212952182603,2.1882991458924656e-12
1.2375000000000001e-09,-4.721369128373536,-0.01733487805488498,-0.0166608957454864,-0.0006739823093985797,-0.002695929237594319,-0.0200308072924793,283.38026961441136,272.36240793993073,True,3.31831585045817e-09,True,0.0,0.08184435809245383,0.07866223882378948,2.2291326446358684e-12
