r_m,T_K,p_Pa,rho_kg_m3,u_m_s,sigma_S_m
0.000215,300.00009050378947,101325.0009453914,1.1703339347501003,0.0,3.096590582903366e-57
0.00021833333333333335,300.0000507856556,101325.00053050068,1.1703340849043304,0.0,3.0965568475803227e-57
0.00022166666666666667,300.00002824587074,101325.00029505286,1.1703341701159053,0.0,3.0965377031632776e-57
0.000225,300.00001557071215,101325.00016264973,1.1703342180343022,0.0,3.0965269374279244e-57
0.00022833333333333332,300.0000085074928,101325.00008886821,1.1703342447367824,0.0,3.096520938248717e-57
0.00023166666666666667,300.00000460717075,101325.00004812593,1.1703342594819388,0.0,3.096517625496307e-57
0.000235,300.0000024729004,101325.00002583163,1.1703342675505422,0.0,3.096515812747404e-57
0.00023833333333333334,300.0000013155839,101325.00001374244,1.170334271925774,0.0,3.0965148297779696e-57
0.00024166666666666667,300.0000006936974,101325.00000724629,1.1703342742768141,0.0,3.096514301577436e-57
0.000245,300.0000003625444,101325.00000378709,1.1703342755287371,0.0,3.096514020311508e-57
0.00024833333333333337,300.00000018779843,101325.00000196173,1.1703342761893643,0.0,3.0965138718907496e-57
0.00025166666666666664,300.00000009641894,101325.00000100718,1.170334276534824,0.0,3.096513794277184e-57
0.000255,300.0000000490651,101325.00000051252,1.170334276713845,0.0,3.0965137540572534e-57
0.0002583333333333333,300.00000002474695,101325.00000025851,1.17033427680578,0.0,3.096513733402782e-57
0.00026166666666666667,300.0000000123712,101325.00000012924,1.1703342768525664,0.0,3.096513722891521e-57
0.00026500000000000004,300.0000000061297,101325.00000006403,1.1703342768761622,0.0,3.0965137175900824e-57
0.0002683333333333333,300.0000000030103,101325.00000003145,1.170334276887955,0.0,3.096513714941123e-57
0.0002716666666666667,300.00000000146525,101325.0000000153,1.1703342768937959,0.0,3.0965137136281283e-57
0.00027499999999999996,300.0000000007069,101325.00000000738,1.1703342768966631,0.0,3.096513712984348e-57
0.00027833333333333334,300.00000000033805,101325.00000000354,1.1703342768980576,0.0,3.096513712670951e-57
0.00028166666666666666,300.0000000001602,101325.00000000166,1.1703342768987297,0.0,3.096513712520017e-57
0.000285,300.00000000007526,101325.00000000079,1.1703342768990508,0.0,3.096513712447498e-57
0.00028833333333333337,300.000000000035,101325.00000000036,1.1703342768992029,0.0,3.096513712413791e-57
0.00029166666666666664,300.00000000001614,101325.00000000017,1.1703342768992744,0.0,3.0965137123975096e-57
0.000295,300.0000000000074,101325.00000000007,1.1703342768993075,0.0,3.096513712390117e-57
0.0002983333333333333,300.00000000000335,101325.00000000004,1.1703342768993228,0.0,3.0965137123867724e-57
0.00030166666666666666,300.00000000000153,101325.00000000003,1.1703342768993297,0.0,3.0965137123852765e-57
0.00030500000000000004,300.0000000000007,101325.0,1.1703342768993328,0.0,3.0965137123845724e-57
0.0003083333333333333,300.0000000000003,101325.0,1.1703342768993343,0.0,3.0965137123840444e-57
0.0003116666666666667,300.0000000000001,101325.0,1.170334276899335,0.0,3.0965137123840444e-57
0.00031499999999999996,300.00000000000006,101325.0,1.1703342768993352,0.0,3.0965137123838684e-57
0.00031833333333333334,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00032166666666666666,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000325,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00032833333333333336,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00033166666666666663,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000335,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00033833333333333334,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00034166666666666666,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00034500000000000004,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0003483333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0003516666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00035499999999999996,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00035833333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0003616666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000365,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00036833333333333336,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00037166666666666663,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000375,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00037833333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00038166666666666666,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00038500000000000003,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0003883333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0003916666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00039499999999999995,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00039833333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004016666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000405,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00040833333333333336,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004116666666666666,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000415,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00041833333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00042166666666666665,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00042500000000000003,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004283333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004316666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000435,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004383333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004416666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000445,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00044833333333333335,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004516666666666666,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000455,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004583333333333334,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00046166666666666665,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000465,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004683333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004716666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000475,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004783333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004816666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.00048499999999999997,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004883333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004916666666666667,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.000495,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
0.0004983333333333333,300.0,101325.0,1.1703342768993354,0.0,3.0965137123838684e-57
