G_length_S_m,Rsp_ohm,Ez_V_m,PJ_volume_W,PJ_circuit_W,joule_closure_relative,time_s,accepted_steps,rejected_steps,T_axis_K,T_max_K,T_min_K,p_axis_Pa,p_min_Pa,rho_axis_kg_m3,rho_min_kg_m3,sigma_axis_S_m,sigma_max_S_m,channel_radius_m,outward_velocity_max_m_s,internal_energy_J,kinetic_energy_J,total_energy_J,cumulative_Joule_J,conduction_boundary_loss_J,hydro_boundary_loss_J,radiation_loss_J,energy_residual_J,mass_residual_kg
2.4666114890436e-06,405.41447424609964,29773.805826514606,2.1866005525418752,2.186600552541875,2.0309571829835067e-16,4.196459829327255e-09,42,0,8871.489545489974,8871.489545489974,300.0,167750.69964588346,101325.0,0.03336030896143704,0.03336030896143704,1730.8037557932732,1730.8037557932732,7.796803067854462e-05,109.46969687974577,0.00020825684432866664,2.391575089411155e-09,0.00020825923590375606,5.073741764348492e-09,0.0,-6.008612756587518e-24,0.0,-2.863886551627964e-20,-1.0341729337543017e-25
2.442343275428849e-06,409.4428535335234,30214.55612900924,2.229662562661639,2.229662562661639,0.0,4.295224585638208e-09,43,0,8844.94091303768,8844.94091303768,300.0,166707.53746127343,101325.0,0.03329019592255646,0.03329019592255646,1703.8107173645426,1703.8107173645426,7.801647004954987e-05,110.11368014648706,0.0002082569674086896,2.4844541372037088e-09,0.0002082594518628268,5.289700835069685e-09,0.0,-6.298339628620063e-24,0.0,-9.91470449179276e-22,-1.0341824409215094e-25
2.4186187760173383e-06,413.4591238254868,30639.17033003127,2.2704995594894664,2.2704995594894664,0.0,4.393896051943419e-09,44,0,8818.724610362779,8818.724610362779,300.0,165672.13895781117,101325.0,0.03321996913861149,0.03321996913861149,1677.2227685319735,1677.2227685319735,7.806433040549602e-05,110.61251809210417,0.00020825709384778525,2.5780191159405962e-09,0.0002082596718669012,5.509704909493341e-09,0.0,-6.59460518927061e-24,0.0,-3.170415567822129e-20,-2.163969595321064e-29
2.3954250352742153e-06,417.46244832309077,31046.60030561995,2.3089295681774167,2.3089295681774162,1.923355376321029e-16,4.492472266356244e-09,45,0,8792.854011027515,8792.854011027515,300.0,164645.73063644202,101325.0,0.03314980606118509,0.03314980606118509,1651.0555171344718,1651.0555171344718,7.811158798514466e-05,112.21125860867292,0.00020825722345286572,2.6722312868911514e-09,0.0002082598956841526,5.7335221608938e-09,0.0,-6.897384102285602e-24,0.0,-2.4406243912578943e-20,-2.2633241954925522e-29
2.3727491193061907e-06,421.4520582321014,31435.86471508949,2.344782926273387,2.344782926273387,0.0,4.590951481354474e-09,46,0,8767.340681899048,8767.340681899048,300.0,163629.47321246422,101325.0,0.033079881825233075,0.033079881825233075,1625.3223862535106,1625.3223862535106,7.815822224161055e-05,114.3574083433739,0.00020825735601006688,2.7670556570473547e-09,0.00020826012306572394,5.960903732254113e-09,0.0,-7.206651182218122e-24,0.0,-4.9431248251225624e-20,-1.0342122464751196e-25
2.3505781348935e-06,425.42725347239224,31806.054055431712,2.377903781010806,2.377903781010806,0.0,4.689332184821573e-09,47,0,8742.19445322669,8742.19445322669,300.0,162624.45972934613,101325.0,0.033010368519936543,0.033010368519936543,1600.0346800143423,1600.0346800143423,7.820421571750592e-05,116.45617160788393,0.000208257491286187,2.862460930716484e-09,0.00020826035374711771,6.191585126018533e-09,0.0,-7.52238153703726e-24,0.0,-4.069653671302047e-20,-2.4684123557597838e-29
2.3288992505633276e-06,429.3874025499876,32156.33525721886,2.408151452590133,2.408151452590132,3.6882166142201235e-16,4.787613119976927e-09,48,0,8717.423498796787,8717.423498796787,300.0,161631.714383717,101325.0,0.03294143453315881,0.03294143453315881,1575.2016647857558,1575.2016647857558,7.824955390242985e-05,118.50706437206318,0.0002082576290302835,2.958419441522898e-09,0.00020826058744972503,6.425287733325725e-09,0.0,-7.844550715579915e-24,0.0,-3.2804728657830575e-20,-1.0342331786637106e-25
2.3076997166596237e-06,433.3319420983818,32485.955835360244,2.4354016494297053,2.4354016494297053,0.0,4.885793303814757e-09,49,0,8693.034424051391,8693.034424051391,300.0,160652.19200725012,101325.0,0.03287324397038003,0.03287324397038003,1550.8306632719195,1550.8306632719195,7.829422507653112e-05,120.50970605386605,0.00020825776897541098,3.0549070663814617e-09,0.00020826082388247737,6.6617204856503625e-09,0.0,-8.173134857998675e-24,0.0,-2.0626477083354765e-20,-1.0342439609027272e-25
2.2869668852413806e-06,437.2603759386983,32794.247564930694,2.4595475202645325,2.4595475202645325,0.0,4.9838720439097735e-09,50,0,8669.032360017769,8669.032360017769,300.0,159686.7781430428,101325.0,0.03280595614784726,0.03280595614784726,1526.9271588541392,1526.9271588541392,7.833914509576235e-05,122.46381403347222,0.00020825791084047953,3.151903123274867e-09,0.0002082610627436028,6.900581611051753e-09,0.0,-8.508110847967316e-24,0.0,9.855620693846887e-21,-2.7918719408066563e-29
2.2836059838599416e-06,437.90391471549594,32842.7936036622,2.463209520274665,2.4632095202746656,1.802888492411086e-16,5e-09,51,0,8665.13073415968,8665.13073415968,300.0,159529.9561411475,101325.0,0.032795053880244396,0.032795053880244396,1523.048985995771,1523.048985995771,7.834765983000189e-05,122.77748031199418,0.00020825793460079402,3.1678102831446318e-09,0.00020826110241107715,6.940249085460405e-09,0.0,-8.564299669950054e-24,0.0,-4.2556253467560037e-20,-1.0342567966788734e-25
2.2634007189323314e-06,441.813061043698,33125.52175111188,2.4836300418354016,2.4836300418354016,0.0,5.097960306199652e-09,52,0,8641.58389733309,8641.58389733309,300.0,158582.04286024757,101325.0,0.03272902169423083,0.03272902169423083,1499.6942764227365,1499.6942764227365,7.839905520292012e-05,124.67483108405021,0.00020825807833119912,3.2653766368923276e-09,0.00020826134370783601,7.181545844300409e-09,0.0,-8.906691859529637e-24,0.0,-2.288706807385117e-20,-1.034268032018468e-25
2.2436352144583978e-06,445.70525259891457,33385.77784154394,2.5007786100469236,2.500778610046923,1.775803775935727e-16,5.19581876358001e-09,53,0,8618.430661782506,8618.430661782506,300.0,157649.9207046281,101325.0,0.03266421834870395,0.03266421834870395,1476.8132434585239,1476.8132434585239,7.844965923862465e-05,126.52335089624295,0.00020825822333403118,3.3634180094009905e-09,0.0002082615867520406,7.424590048897936e-09,0.0,-9.255429260034254e-24,0.0,-3.9632033951162616e-20,-1.0342794755713385e-25
