frequency_Hz,S11_real,S11_imag,S21_real,S21_imag,S11_dB,S21_dB,S21_phase_unwrapped_rad,group_delay_s,Zin_real_ohm,Zin_imag_ohm
2.500000000000000000e+08,8.236528569726492277e-01,-4.357355948583527816e-01,1.817499832258568358e-04,-1.907192321177814121e-02,-6.134543560057020839e-01,-3.439171582162330054e+01,-1.561266900758265574e+00,5.480056122803218605e-09,2.980815151079972836e+01,-1.971977077491432055e+02
2.505000000000000000e+08,8.213712806041625347e-01,-4.375159132733358880e-01,-1.512691668560706994e-04,-1.939195864713900638e-02,-6.244652589369932283e-01,-3.424730221443353173e+01,-1.578596781689606710e+00,5.550688827183048778e-09,2.998477774728573664e+01,-1.959069807051641305e+02
2.510000000000000000e+08,8.190593442945338643e-01,-4.392953085765194388e-01,-4.996716321859721172e-04,-1.970934991051114665e-02,-6.356740497644344234e-01,-3.410376358346723435e+01,-1.596142907241947295e+00,5.617702179733028223e-09,3.016159164682900595e+01,-1.946196724068514357e+02
2.515000000000000000e+08,8.167166437124707690e-01,-4.410737068080400336e-01,-8.634947592368734815e-04,-2.002342830804801355e-02,-6.470837765440452527e-01,-3.396116218939717868e+01,-1.613893845485416811e+00,5.681069104301144209e-09,3.033852788392677624e+01,-1.933356798512302248e+02
2.520000000000000000e+08,8.143427448326653328e-01,-4.428510261739530551e-01,-1.242739094720193794e-03,-2.033353183354479413e-02,-6.586977573099715988e-01,-3.381955129340470023e+01,-1.631838117167164537e+00,5.740785441870869483e-09,3.051552945949055129e+01,-1.920548960606850528e+02
2.525000000000000000e+08,8.119371836682849342e-01,-4.446271744156748973e-01,-1.637369885379952143e-03,-2.063900785636852905e-02,-6.705195944994767343e-01,-3.367897551432886161e+01,-1.649964264225449506e+00,5.796867802308895784e-09,3.069254787612650404e+01,-1.907772108191763323e+02
2.530000000000000000e+08,8.094994662031056443e-01,-4.464020461447792409e-01,-2.047318799660666905e-03,-2.093921562986186813e-02,-6.825531883761768448e-01,-3.353947120051219599e+01,-1.668260911770294674e+00,5.849351556640980202e-09,3.086954325350327011e+01,-1.895025114084279494e+02
2.535000000000000000e+08,8.070290685252230478e-01,-4.481755201583185189e-01,-2.472485853487145068e-03,-2.123352860182923033e-02,-6.948027493944031185e-01,-3.340106681123480570e+01,-1.686716823982664426e+00,5.898288974237341121e-09,3.104648438485229178e+01,-1.882306833396404215e+02
2.540000000000000000e+08,8.045254371631037626e-01,-4.499474567498751854e-01,-2.912741520924309272e-03,-2.152133651033264275e-02,-7.072728094547597877e-01,-3.326378330351966639e+01,-1.705320954390721067e+00,5.943747505188395167e-09,3.122334873594016003e+01,-1.869616110764173982e+02
2.545000000000000000e+08,8.019879896235903027e-01,-4.517176950315022754e-01,-3.367929009157611710e-03,-2.180204724975106506e-02,-7.199682320083061748e-01,-3.312763452089473759e+01,-1.724062490976848716e+00,5.985808204840363032e-09,3.140012238814138357e+01,-1.856951787447434583e+02
2.550000000000000000e+08,7.994161151303142976e-01,-4.534860502815616923e-01,-3.837866676052985402e-03,-2.207508849388963718e-02,-7.328942209746019953e-01,-3.299262758140855567e+01,-1.742930896554969689e+00,6.024564294904297200e-09,3.157679992751270248e+01,-1.844312708260235070e+02
2.555000000000000000e+08,7.968091755598554204e-01,-4.552523113332429539e-01,-4.322350567534211443e-03,-2.233990906484095360e-02,-7.460563284466299461e-01,-3.285876326282036786e+01,-1.761915944836750292e+00,6.060119853630325630e-09,3.175338428204404906e+01,-1.831697728293782745e+02
2.560000000000000000e+08,7.941665065718872540e-01,-4.570162380182450912e-01,-4.821157051154370196e-03,-2.259598003829617688e-02,-7.594604611634109270e-01,-3.272603638342392429e+01,-1.781007752579046421e+00,6.092588626120125308e-09,3.192988650949866525e+01,-1.819105719395950871e+02
2.565000000000000000e+08,7.914874189284822892e-01,-4.587775586796805638e-01,-5.334045521542433305e-03,-2.284279557805019012e-02,-7.731128857393055887e-01,-3.259443617742668664e+01,-1.800196808175076768e+00,6.122092944928803002e-09,3.210632553851255011e+01,-1.806535576373588867e+02
2.570000000000000000e+08,7.887711999967169652e-01,-4.605359677678185215e-01,-5.860761152888577588e-03,-2.307987349455290285e-02,-7.870202326468631604e-01,-3.246394666418869690e+01,-1.819473997019811495e+00,6.148762750523013708e-09,3.228272786583335119e+01,-1.793986222886207997e+02
2.575000000000000000e+08,7.860171154277691974e-01,-4.622911235317166967e-01,-6.401037673279316026e-03,-2.330675552448813539e-02,-8.011894989577530435e-01,-3.233454701094486694e+01,-1.838830623946496434e+00,6.172734700897025978e-09,3.245912721278592272e+01,-1.781456617002280041e+02
2.580000000000000000e+08,7.832244110047358321e-01,-4.640426458192028480e-01,-6.954600135526220472e-03,-2.352300733051782000e-02,-8.156280498543078128e-01,-3.220621188888794961e+01,-1.858258432997604404e+00,6.194151359653260794e-09,3.263556414423620566e+01,-1.768945756391952671e+02
2.585000000000000000e+08,7.803923146505448161e-01,-4.657901139969334858e-01,-7.521167659133534689e-03,-2.372821822248640661e-02,-8.303436189317392468e-01,-3.207891182268868135e+01,-1.877749624759917246e+00,6.213160452025460728e-09,3.281208565350045347e+01,-1.756452683132998800e+02
2.590000000000000000e+08,7.775200385865311814e-01,-4.675330650015760425e-01,-8.100456118233234637e-03,-2.392200060353353100e-02,-8.453443073182105305e-01,-3.195261353367562407e+01,-1.897296871460920409e+00,6.229914178692799504e-09,3.298874471676869291e+01,-1.743976488109696277e+02
2.595000000000000000e+08,7.746067816314733401e-01,-4.692709915323293179e-01,-8.692180750671088529e-03,-2.410398914668789375e-02,-8.606385816471667782e-01,-3.182728027699977957e+01,-1.916893329992468864e+00,6.244568577722191876e-09,3.316559982074462454e+01,-1.731516314987382543e+02
2.600000000000000000e+08,7.716517316302380358e-01,-4.710033403941378816e-01,-9.296058663955159354e-03,-2.427383970960930379e-02,-8.762352709230231129e-01,-3.170287217316932882e+01,-1.936532652998139037e+00,6.257282925558292969e-09,3.334271446728965316e+01,-1.719071363748795989e+02
2.605000000000000000e+08,7.686540680005440329e-01,-4.727295110001086265e-01,-9.911811214475088269e-03,-2.443122799718753374e-02,-8.921435623274863724e-01,-3.157934653436420191e+01,-1.956208998133202925e+00,6.268219168653379241e-09,3.352015665891646989e+01,-1.706640893781303703e+02
2.610000000000000000e+08,7.656129643858364808e-01,-4.744488540406543442e-01,-1.053916623725797627e-02,-2.457584798368483286e-02,-9.083729960199814490e-01,-3.145665818593422003e+01,-1.975917035580804004e+00,6.277541378086127155e-09,3.369799836902740964e+01,-1.694224226507601827e+02
2.615000000000000000e+08,7.625275914018022627e-01,-4.761606703259778639e-01,-1.117786010454822725e-02,-2.470741010801287552e-02,-9.249334589907964865e-01,-3.133475978344949908e+01,-1.995651953885204666e+00,6.285415220295405429e-09,3.387631500078325075e+01,-1.681820747555635478e+02
2.620000000000000000e+08,7.593971194636687239e-01,-4.778642098074731837e-01,-1.182763959266387721e-02,-2.482563925755405104e-02,-9.418351780309042187e-01,-3.121360212561310732e+01,-2.015409464142487561e+00,6.292007437901488529e-09,3.405518483848294409e+01,-1.669429908466847507e+02
2.625000000000000000e+08,7.562207216811369648e-01,-4.795586707826534623e-01,-1.248826353789832255e-02,-2.493027255764865627e-02,-9.590887118866600058e-01,-3.109313446326920527e+01,-2.035185802571692459e+00,6.297485335455254915e-09,3.423468849527041868e+01,-1.657051227945040921e+02
2.630000000000000000e+08,7.529975768075615195e-01,-4.812431992871715747e-01,-1.315950426368367281e-02,-2.502105698548316021e-02,-9.767049426717506755e-01,-3.097330480464297509e+01,-2.054977731474397995e+00,6.302016265836265462e-09,3.441490836091630001e+01,-1.644684292651279236e+02
2.635000000000000000e+08,7.497268722298717769e-01,-4.829168886764692581e-01,-1.384114876280586812e-02,-2.509774682859574821e-02,-9.946950666121003870e-01,-3.085406021684294586e+01,-2.074782538578801017e+00,6.305767113944148101e-09,3.459592805330795073e+01,-1.632328757553408423e+02
2.640000000000000000e+08,7.464078069856386888e-01,-4.845787793985634195e-01,-1.453299962015544740e-02,-2.516010100957804391e-02,-1.013070584202534707e+00,-3.073534712353625409e+01,-2.094598034755228877e+00,6.308903775238486886e-09,3.477783187715801461e+01,-1.619984345841566835e+02
2.645000000000000000e+08,7.430395947937344925e-01,-4.862278589584625443e-01,-1.523487566329391474e-02,-2.520788029976626585e-02,-1.031843289856203105e+00,-3.061711159858461073e+01,-2.114422550083789876e+00,6.311590627600015102e-09,3.496070429327134121e+01,-1.607650848423909338e+02
2.650000000000000000e+08,7.396214670851156692e-01,-4.878630620736788548e-01,-1.594661233000843961e-02,-2.524084444579054176e-02,-1.051025261129692856e+00,-3.049929965530009923e+01,-2.134254928251496874e+00,6.313989995889537321e-09,3.514462940153764947e+01,-1.595328123019322106e+02
2.655000000000000000e+08,7.361526760204274433e-01,-4.894832710193023351e-01,-1.666806174400306539e-02,-2.525874923377085385e-02,-1.070628847608198431e+00,-3.038185753085179996e+01,-2.154094519255642659e+00,6.316261609471078175e-09,3.532969044061508868e+01,-1.583016092866283202e+02
2.660000000000000000e+08,7.326324974813965829e-01,-4.910873161601416181e-01,-1.739909249191935042e-02,-2.526134351670722769e-02,-1.090666659535644234e+00,-3.026473196522990960e+01,-2.173941170392428734e+00,6.318562053829729167e-09,3.551596930704348409e+01,-1.570714745069175535e+02
2.665000000000000000e+08,7.290602340232776868e-01,-4.926739766664793296e-01,-1.813958909698750940e-02,-2.524836623121020501e-02,-1.111151556275187469e+00,-3.014787047405392073e+01,-2.193795215514767083e+00,6.321044218228716487e-09,3.570354609629202258e+01,-1.558424128605275882e+02
2.670000000000000000e+08,7.254352177760163833e-01,-4.942419814090824315e-01,-1.888945118675498108e-02,-2.521954343014502428e-02,-1.132096634685172409e+00,-3.003122161440231253e+01,-2.213657462550434829e+00,6.323856742106983778e-09,3.589249866799472244e+01,-1.546144352017279573e+02
2.675000000000000000e+08,7.217568132822582694e-01,-4.957900100282291445e-01,-1.964859235452403458e-02,-2.517458535802047023e-02,-1.153515217494984535e+00,-2.991473524274253393e+01,-2.233529179281482868e+00,6.327143463622150529e-09,3.608290223736602798e+01,-1.533875580817641833e+02
2.680000000000000000e+08,7.180244202608373483e-01,-4.973166941706937960e-01,-2.041693871632983479e-02,-2.511318359603825420e-02,-1.175420841764074131e+00,-2.979836276395652561e+01,-2.253412077397483504e+00,6.331042874364846652e-09,3.627482899451668885e+01,-1.521618034632092247e+02
2.685000000000000000e+08,7.142374762849572623e-01,-4.988206188878248626e-01,-2.119442716749886033e-02,-2.503500830362762400e-02,-1.197827247506123793e+00,-2.968205737039014025e+01,-2.273308294848815247e+00,6.335687584790978452e-09,3.646834775312471777e+01,-1.509371984110555047e+02
2.690000000000000000e+08,7.103954593649381977e-01,-5.003003241871717410e-01,-2.198100334502359893e-02,-2.493970558302624832e-02,-1.220748366557800724e+00,-2.956577426980753742e+01,-2.293220376541122985e+00,6.341203805335962585e-09,3.666352362962308575e+01,-1.497137747634259028e+02
2.695000000000000000e+08,7.064978904260343917e-01,-5.017543067293663839e-01,-2.277661930416666897e-02,-2.482689499303067371e-02,-1.244198311770185805e+00,-2.944947090110497712e+01,-2.313151253428333831e+00,6.347710848500172300e-09,3.686041775381700347e+01,-1.484915687848107950e+02
2.700000000000000000e+08,7.025443356726120969e-01,-5.031810216614318598e-01,-2.358123091985335484e-02,-2.469616723743073283e-02,-1.268191366597408276e+00,-2.933310713663328784e+01,-2.333104220078642932e+00,6.355320657371711332e-09,3.705908701154737628e+01,-1.472706208047437997e+02
2.705000000000000000e+08,6.985344088307082755e-01,-5.045788845770790010e-01,-2.439479502550066792e-02,-2.454708205286613987e-02,-1.292741975154780842e+00,-2.921664546999789991e+01,-2.353082910805145644e+00,6.364137366112823092e-09,3.725958381977110889e+01,-1.460509748448042444e+02
2.710000000000000000e+08,6.944677732618091959e-01,-5.059462735940902789e-01,-2.521726630396977503e-02,-2.437916631990084612e-02,-1.317864732815324125e+00,-2.910005118824708248e+01,-2.373091274470276346e+00,6.374256897866574346e-09,3.746195593416759806e+01,-1.448326782367908550e+02
2.715000000000000000e+08,6.903441439415269887e-01,-5.072815315384755497e-01,-2.604859394728509248e-02,-2.419191242001296482e-02,-1.343574377410124754e+00,-2.898329252742495754e+01,-2.393133548090009555e+00,6.385766605333670636e-09,3.766624628913439210e+01,-1.436157812348417622e+02
2.720000000000000000e+08,6.861632892977045373e-01,-5.085829682247173800e-01,-2.688871810364384593e-02,-2.398477685994202663e-02,-1.369885781094580146e+00,-2.886634081055410661e+01,-2.413214229379986087e+00,6.398744958942041312e-09,3.787249286981166563e+01,-1.424003366241859112e+02
2.725000000000000000e+08,6.819250329033541558e-01,-5.098488628211538254e-01,-2.773756613201390150e-02,-2.375717918343725824e-02,-1.396813942938794906e+00,-2.874917056722304665e+01,-2.433338048400424558e+00,6.413261287058658235e-09,3.808072861555555022e+01,-1.411863993291071324e+02
2.730000000000000000e+08,6.776292550207361209e-01,-5.110774662893383669e-01,-2.859504868629117458e-02,-2.350850118891056884e-02,-1.424373982296514241e+00,-2.863175963408336600e+01,-2.453509938469937257e+00,6.429375572138933860e-09,3.829098135408223413e+01,-1.399740260225723887e+02
2.735000000000000000e+08,6.732758939937868448e-01,-5.122670038860841490e-01,-2.946105565254314093e-02,-2.323808646982849016e-02,-1.452581133002944780e+00,-2.851408923570821941e+01,-2.473735006529626190e+00,6.447138306020830136e-09,3.850327376532075618e+01,-1.387632747398459401e+02
2.740000000000000000e+08,6.688649474869843292e-01,-5.134156777168182861e-01,-3.033545196428419702e-02,-2.294524029288773012e-02,-1.481450738448125914e+00,-2.839614404542662385e+01,-2.494018503147680921e+00,6.466590406818644408e-09,3.871762337385779773e+01,-1.375542044982515790e+02
2.745000000000000000e+08,6.643964735696584745e-01,-5.145216693288962029e-01,-3.121807332202344160e-02,-2.262922982711498485e-02,-1.510998247568195563e+00,-2.827791222592077602e+01,-2.514365792361298535e+00,6.487763199041875587e-09,3.893404256870546476e+01,-1.363468749250916403e+02
2.750000000000000000e+08,6.598705916456397702e-01,-5.155831423336050268e-01,-3.210872184446286054e-02,-2.228928473503067817e-02,-1.541239211792837960e+00,-2.815938544955589151e+01,-2.534782321556361850e+00,6.510678457684083156e-09,3.915253864899978709e+01,-1.351413458955619546e+02
2.755000000000000000e+08,6.552874832289947715e-01,-5.165982450457168307e-01,-3.300716167971835119e-02,-2.192459813492178208e-02,-1.572189282983451841e+00,-2.804055889859804296e+01,-2.555273591586388893e+00,6.535348516135784618e-09,3.937311389413771678e+01,-1.339376771823274055e+02
2.760000000000000000e+08,6.506473925674860492e-01,-5.175651131296774565e-01,-3.391311460576362791e-02,-2.153432794109982548e-02,-1.603864212392206223e+00,-2.792143124566289103e+01,-2.575845127330244733e+00,6.561776436860641458e-09,3.959576565676896820e+01,-1.327359281182508823e+02
2.765000000000000000e+08,6.459506271161757907e-01,-5.184818722418036430e-01,-3.482625564996548462e-02,-2.111759858678081969e-02,-1.636279850668611591e+00,-2.780200461492233543e+01,-2.596502448883469150e+00,6.589956242885063763e-09,3.982048647699279798e+01,-1.315361572735850189e+02
2.770000000000000000e+08,6.411975578644307783e-01,-5.193466406581932482e-01,-3.574620875807351522e-02,-2.067350313193692599e-02,-1.669452148936085623e+00,-2.768228452477369927e+01,-2.617251043570495650e+00,6.619873207311742255e-09,4.004726421606304143e+01,-1.303384221487633852e+02
2.775000000000000000e+08,6.363886195203324325e-01,-5.201575318784620316e-01,-3.667254254335151203e-02,-2.020110575613559209e-02,-1.703397160957397904e+00,-2.756227981284385464e+01,-2.638096338955040920e+00,6.651504197270558471e-09,4.027608220787021054e+01,-1.291427788837557671e+02
2.780000000000000000e+08,6.315243105572198035e-01,-5.209126571958957452e-01,-3.760476614668103318e-02,-1.969944463402554038e-02,-1.738131046404143731e+00,-2.744200254435552822e+01,-2.659043677013430251e+00,6.684818068010457297e-09,4.050691942645278232e+01,-1.279492819847741458e+02
2.785000000000000000e+08,6.266051931277678566e-01,-5.216101282250950044e-01,-3.854232523843834080e-02,-1.916753518875530943e-02,-1.773670075242114841e+00,-2.732146790502149258e+01,-2.680098289621132945e+00,6.719776102214884998e-09,4.073975066779586029e+01,-1.267579840689582369e+02
2.790000000000000000e+08,6.216318928516505471e-01,-5.222480593787870440e-01,-3.948459819273331811e-02,-1.860437371623712213e-02,-1.810030633240724773e+00,-2.720069407975288556e+01,-2.701265275486402384e+00,6.756332489112582133e-09,4.097454674418016651e+01,-1.255689356275073152e+02
2.795000000000000000e+08,6.166050984834059445e-01,-5.228245702860652155e-01,-4.043089246420551036e-02,-1.800894137080624041e-02,-1.847229228611750651e+00,-2.707970211856931897e+01,-2.722549578647146085e+00,6.794434837539309865e-09,4.121127468937941529e+01,-1.243821848075750438e+02
2.800000000000000000e+08,6.115255614676495810e-01,-5.233377881449917668e-01,-4.138044119700652612e-02,-1.738020850049434504e-02,-1.885282499779386445e+00,-2.695851579117683272e+01,-2.743955968628219111e+00,6.834024716833449504e-09,4.144989797303532697e+01,-1.231977772131022419e+02
2.805000000000000000e+08,6.063940953892561492e-01,-5.237858500031693509e-01,-4.233240009485285393e-02,-1.671713931783498988e-02,-1.924207224280829021e+00,-2.683716143173768742e+01,-2.765489022336855118e+00,6.875038219281814291e-09,4.169037672259541694e+01,-1.220157557246272120e+02
2.810000000000000000e+08,6.012115753265204754e-01,-5.241669049606285657e-01,-4.328584458011124764e-02,-1.601869688987877377e-02,-1.964020328793916415e+00,-2.671566777539154458e+01,-2.787153107753907566e+00,6.917406537771131951e-09,4.193266795124937829e+01,-1.208361603379913589e+02
2.815000000000000000e+08,5.959789371156870574e-01,-5.244791162901156767e-01,-4.423976726879574189e-02,-1.528384842891669475e-02,-2.004738900285637282e+00,-2.659406578810024158e+01,-2.808952369458767251e+00,6.961056552382183473e-09,4.217672579036942437e+01,-1.196590280217451436e+02
2.820000000000000000e+08,5.906971765354750437e-01,-5.247206634706333972e-01,-4.519307578710199391e-02,-1.451157086330827350e-02,-2.046380198273299644e+00,-2.647238849138103589e+01,-2.830890716006281949e+00,7.005911419829284369e-09,4.242250172503256778e+01,-1.184843925929529007e+02
2.825000000000000000e+08,5.853673484204854338e-01,-5.248897441309069434e-01,-4.614459095369736336e-02,-1.370085666579936266e-02,-2.088961668187508725e+00,-2.635067078346509462e+01,-2.852971809155239402e+00,7.051891159910004334e-09,4.266994483127189142e+01,-1.173122846110047135e+02
2.830000000000000000e+08,5.799905657124817537e-01,-5.249845759001943168e-01,-4.709304535041971412e-02,-1.285071991480682234e-02,-2.132500955824744970e+00,-2.622894925837252700e+01,-2.875199054930059006e+00,7.098913233485033889e-09,4.291900201379742441e+01,-1.161427312889586290e+02
2.835000000000000000e+08,5.745679984586716804e-01,-5.250033981647163062e-01,-4.803708230233925264e-02,-1.196020256234719796e-02,-2.177015922874858678e+00,-2.610726202433187382e+01,-2.897575596480816085e+00,7.146893106935593530e-09,4.316961824299874451e+01,-1.149757564218683683e+02
2.840000000000000000e+08,5.691008727660650246e-01,-5.249444737287654039e-01,-4.897525528629372710e-02,-1.102838088061174580e-02,-2.222524663507775777e+00,-2.598564852289538507e+01,-2.920104308691538808e+00,7.195744798513925455e-09,4.342173679013375676e+01,-1.138113803314796542e+02
2.845000000000000000e+08,5.635904697209953573e-01,-5.248060903803529742e-01,-4.990602778504132919e-02,-1.005437205765084135e-02,-2.269045522001905457e+00,-2.586414935001222659e+01,-2.942787794473051832e+00,7.245381402531750551e-09,4.367529945969374694e+01,-1.126496198266360409e+02
2.850000000000000000e+08,5.580381242827328059e-01,-5.245865623620552531e-01,-5.082777360209469325e-02,-9.037340911227438600e-03,-2.316597111395675590e+00,-2.574280608022212036e+01,-2.965628382664839524e+00,7.295715587881403623e-09,4.393024681801944098e+01,-1.114904881786821846e+02
2.855000000000000000e+08,5.524452241599391300e-01,-5.242842317484932568e-01,-5.173877765010789082e-02,-7.976506688652396787e-03,-2.365198333142571219e+00,-2.562166109502598843e+01,-2.988628127460189798e+00,7.346660067942554535e-09,4.418651841733106522e+01,-1.103339951111201600e+02
2.860000000000000000e+08,5.468132086784845969e-01,-5.238974697326325147e-01,-5.263723722340737238e-02,-6.871149919321237198e-03,-2.414868397749029061e+00,-2.550075741637740734e+01,-3.011788809260577793e+00,7.398128039506105270e-09,4.444405301441906175e+01,-1.091801468027466626e+02
2.865000000000000000e+08,5.411435676488203228e-01,-5.234246778238359488e-01,-5.352126376288847409e-02,-5.720619285746248416e-03,-2.465626846373907721e+00,-2.538013854612442088e+01,-3.035111936858648995e+00,7.450033588895783194e-09,4.470278878332225503e+01,-1.080289459034796238e+02
2.870000000000000000e+08,5.354378402407282689e-01,-5.228642889612750144e-01,-5.438888511906213308e-02,-4.524338478122539968e-03,-2.517493573367834081e+00,-2.525984831211477655e+01,-3.058598750844322645e+00,7.502292064006663771e-09,4.496266352140765576e+01,-1.068803915620651281e+02
2.875000000000000000e+08,5.296976138728670680e-01,-5.222147685470042155e-01,-5.523804831654050701e-02,-3.281812996884447657e-03,-2.570488849729996694e+00,-2.513993072156262798e+01,-3.082250228125384517e+00,7.554820411498716585e-09,4.522361484833401590e+01,-1.057344794648554256e+02
2.880000000000000000e+08,5.239245231240289291e-01,-5.214746154036079551e-01,-5.606662282070400821e-02,-1.992636867312950512e-03,-2.624633347459932153e+00,-2.502042982216259404e+01,-3.106067087452230702e+00,7.607537478847483791e-09,4.548558039746264114e+01,-1.045912018848419933e+02
2.885000000000000000e+08,5.181202486725049461e-01,-5.206423626619173239e-01,-5.687240430472213781e-02,-6.564992300339702290e-04,-2.679948164781706055e+00,-2.490138957132764830e+01,-3.130049795836297832e+00,7.660364281401021698e-09,4.574849799934663963e+01,-1.034505477401356330e+02
2.890000000000000000e+08,5.122865162693793772e-01,-5.197165785848363306e-01,-5.765311891250007870e-02,7.268092287807774443e-04,-2.736454852217657940e+00,-2.478285371382520452e+01,-3.154198575752773959e+00,7.713224234971230567e-09,4.601230585699670428e+01,-1.023125026610911732e+02
2.895000000000000000e+08,5.064250957509466300e-01,-5.186958673337906944e-01,-5.840642801052604860e-02,2.157390043545157846e-03,-2.794175439489278823e+00,-2.466486566798762325e+01,-3.178513413020449541e+00,7.766043354836516385e-09,4.627694271268626380e+01,-1.011770490652903760e+02
2.900000000000000000e+08,5.005378000948041972e-01,-5.175788696847587467e-01,-5.912993341899859534e-02,3.635230967411473123e-03,-2.853132463222458615e+00,-2.454746842058426992e+01,-3.202994065254803235e+00,7.818750422335172147e-09,4.654234800611540379e+01,-1.000441662396122382e+02
2.905000000000000000e+08,4.946264845234519814e-01,-5.163642637011960357e-01,-5.982118311003951222e-02,5.160200237608273538e-03,-2.913348995435137034e+00,-2.443070443035954042e+01,-3.227640070794570715e+00,7.871277120464129520e-09,4.680846202381266608e+01,-9.891383042863658659e+01
2.910000000000000000e+08,4.886930456585508176e-01,-5.150507653715084011e-01,-6.047767735826511948e-02,6.732041142411845577e-03,-2.974848672784873749e+00,-2.431461554016644300e+01,-3.252450758006841802e+00,7.923558140109066526e-09,4.707522603969818675e+01,-9.778601492865630007e+01
2.915000000000000000e+08,4.827394207281967553e-01,-5.136371292189408910e-01,-6.109687532648732516e-02,8.350366923302326647e-03,-3.037655726554846947e+00,-2.419924289756027136e+01,-3.277425254881086047e+00,7.975531258683687526e-09,4.734258244678918714e+01,-9.666069018658808432e+01
2.920000000000000000e+08,4.767675868288542285e-01,-5.121221488919853737e-01,-6.167620206689663348e-02,1.001465604478377590e-02,-3.101795013356068331e+00,-2.408462688365752413e+01,-3.302562498828355952e+00,8.027137393078176262e-09,4.761047488006060746e+01,-9.553782390310922779e+01
2.925000000000000000e+08,4.707795602427612969e-01,-5.105046577434845245e-01,-6.221305591571350130e-02,1.172424786309778262e-02,-3.167292046524511129e+00,-2.397080705001604528e+01,-3.327861246607986878e+00,8.078320628879820838e-09,4.787884833052527966e+01,-9.441738113936440868e+01
2.930000000000000000e+08,4.647773958108762926e-01,-5.087835294067061254e-01,-6.270481625702786777e-02,1.347833872364402955e-02,-3.234173028190946653e+00,-2.385782206324968158e+01,-3.353320084310418281e+00,8.129028227889266454e-09,4.814764925062495138e+01,-9.329932442662550329e+01
2.935000000000000000e+08,4.587631863606049798e-01,-5.069576783766279737e-01,-6.314885162936793861e-02,1.527597851534026781e-02,-3.302464882001582502e+00,-2.374570965705646941e+01,-3.378937437331107407e+00,8.179210615943463880e-09,4.841682565106277281e+01,-9.218361387830876197e+01
2.940000000000000000e+08,4.527390621867914966e-01,-5.050260606046058642e-01,-6.354252814647856629e-02,1.711606770841958211e-02,-3.372195286466475928e+00,-2.363450659131097353e+01,-3.404711580276842842e+00,8.228821353057228669e-09,4.868632718923421976e+01,-9.107020730379132090e+01
2.945000000000000000e+08,4.467071905836383916e-01,-5.029876741144542196e-01,-6.388321820184025834e-02,1.899735490028149620e-02,-3.443392708912077715e+00,-2.352424861785076615e+01,-3.430640646752043388e+00,8.277817087848527549e-09,4.895610524944092390e+01,-8.995906032349307679e+01
2.950000000000000000e+08,4.406697754244688903e-01,-5.008415596477472365e-01,-6.416830942464628318e-02,2.091843489199319769e-02,-3.516086440012695213e+00,-2.341497045257155207e+01,-3.456722638978732220e+00,8.326157498145375195e-09,4.922611301509716952e+01,-8.885012648472377350e+01
2.955000000000000000e+08,4.346290567854961817e-01,-4.985868013459028858e-01,-6.439521385328017544e-02,2.287774731588074206e-02,-3.590306628873290329e+00,-2.330670575343594209e+01,-3.482955437209653837e+00,8.373805219597368041e-09,4.949630553315457604e+01,-8.774335737782853073e+01
2.960000000000000000e+08,4.285873106090133389e-01,-4.962225274762350202e-01,-6.456137729080936583e-02,2.487357583238562070e-02,-3.666084318633775929e+00,-2.319948710399594205e+01,-3.509336808899690574e+00,8.420725764038966458e-09,4.976663977099585168e+01,-8.663870275218904737e+01
2.965000000000000000e+08,4.225468484007149361e-01,-4.937479112087884703e-01,-6.466428880564042969e-02,2.690404791198279175e-02,-3.743451482561032329e+00,-2.309334600202900134e+01,-3.535864417606050747e+00,8.466887429227969832e-09,5.003707466605823129e+01,-8.553611063167156203e+01
2.970000000000000000e+08,4.165100169552222176e-01,-4.911621714503013325e-01,-6.470149033927924398e-02,2.896713521547243306e-02,-3.822441060589977013e+00,-2.298831285289080029e+01,-3.562535831592558377e+00,8.512261201492314164e-09,5.030757116846399413e+01,-8.443552742914455678e+01
2.975000000000000000e+08,4.104791981031972181e-01,-4.884645737411218436e-01,-6.467058638210432253e-02,3.106065458340316263e-02,-3.903086996269462094e+00,-2.288441696719473839e+01,-3.589348532118143087e+00,8.556820652703866509e-09,5.057809227694552590e+01,-8.333689805971179965e+01
2.980000000000000000e+08,4.044568084728853985e-01,-4.856544312203436298e-01,-6.456925367720818543e-02,3.318226964274014618e-02,-3.985424274060838101e+00,-2.278168656243746781e+01,-3.616299921393798744e+00,8.600541832881317651e-09,5.084860306836181820e+01,-8.224016605234176325e+01
2.985000000000000000e+08,3.984452992583493169e-01,-4.827311056637879627e-01,-6.439525091168626925e-02,3.532949303619935949e-02,-4.069488956928081436e+00,-2.268014876820181769e+01,-3.643387330196285134e+00,8.643403159617230616e-09,5.111907072111258543e+01,-8.114527365959571625e+01
2.990000000000000000e+08,3.924471559861724135e-01,-4.796940085988169455e-01,-6.414642835426841161e-02,3.749968927691593040e-02,-4.155318224146601125e+00,-2.257982963458207948e+01,-3.670608025130336571e+00,8.685385305402541657e-09,5.138946453275842430e+01,-8.005216196518954064e+01
2.995000000000000000e+08,3.864648982719712800e-01,-4.765426024992227561e-01,-6.382073739788871047e-02,3.969007822833437588e-02,-4.242950409244106602e+00,-2.248075414349202106e+01,-3.697959215534384114e+00,8.726471083819425218e-09,5.165975593216445816e+01,-7.896077098914629744e+01
