frequency_Hz,theory_S11_real,theory_S11_imag,theory_S11_dB,openems_S11_real,openems_S11_imag,openems_S11_dB,theory_Zin_real_ohm,theory_Zin_imag_ohm,openems_Zin_real_ohm,openems_Zin_imag_ohm,theory_S21_real,theory_S21_imag,theory_S21_dB,openems_S21_real,openems_S21_imag,openems_S21_dB
3.485000000000e+08,1.242464596316e-01,1.584844365580e-02,-1.804422567066e+01,2.672042694862e-01,1.620828941926e-01,-1.010243320121e+01,6.414999341114e+01,2.065763545901e+00,8.009891500329e+01,2.877583451567e+01,5.730636004028e-02,-9.347707450144e-02,-1.920023913670e+01,9.520778962266e-02,-2.628267275236e-02,-2.010759277291e+01
3.490000000000e+08,1.266952573996e-01,2.532852339806e-02,-1.777459822002e+01,2.719749885037e-01,1.670443743027e-01,-9.919357146791e+00,6.441132514886e+01,3.318280303170e+00,8.048814854130e+01,2.994033279460e+01,5.619977218347e-02,-9.386553138063e-02,-1.921936604144e+01,9.396356544330e-02,-2.865463147619e-02,-2.015461906572e+01
3.495000000000e+08,1.293434557192e-01,3.470505862136e-02,-1.746318702544e+01,2.768004930481e-01,1.718790532656e-01,-9.740353187071e+00,6.467364995250e+01,4.570982404105e+00,8.088164017822e+01,3.110595649947e+01,5.507845889250e-02,-9.421903275108e-02,-1.924056779141e+01,9.265605995778e-02,-3.096416778032e-02,-2.020272976122e+01
3.500000000000e+08,1.321860317311e-01,4.397233542798e-02,-1.712048010749e+01,2.816767095403e-01,1.765865743092e-01,-9.565410995579e+00,6.493697256044e+01,5.823883107789e+00,8.127944831070e+01,3.227263874398e+01,5.394355539116e-02,-9.453769164844e-02,-1.926381262560e+01,9.128850506679e-02,-3.320964962737e-02,-2.025190345059e+01
3.505000000000e+08,1.352177701081e-01,5.312492328004e-02,-1.675591950358e+01,2.865995873582e-01,1.811667370875e-01,-9.394505622720e+00,6.520129774169e+01,7.076995679078e+00,8.168162854818e+01,3.344031003584e+01,5.279619608936e-02,-9.482167213316e-02,-1.928906775375e+01,8.986416107408e-02,-3.538961764163e-02,-2.030211812592e+01
3.510000000000e+08,1.384332812239e-01,6.215768127979e-02,-1.637756024946e+01,2.915651058429e-01,1.856194954512e-01,-9.227600104176e+00,6.546663029598e+01,8.330333389136e+00,8.208823353502e+01,3.460889838435e+01,5.163751174504e-02,-9.507118756650e-02,-1.931629942752e+01,8.838630717651e-02,-3.750278416038e-02,-2.035335117638e+01
3.515000000000e+08,1.418270193977e-01,7.106576316126e-02,-1.599198817694e+01,2.965692811466e-01,1.899449548638e-01,-9.064647672864e+00,6.573297505414e+01,9.583909515973e+00,8.249931277497e+01,3.577832942177e+01,5.046862672996e-02,-9.528649875633e-02,-1.934547301213e+01,8.685823213168e-02,-3.954803174731e-02,-2.040557938556e+01
3.520000000000e+08,1.453933011150e-01,7.984462101607e-02,-1.560440339795e+01,3.016081729010e-01,1.941433694718e-01,-8.905593630811e+00,6.600033687819e+01,1.083773734498e+01,8.291491245880e+01,3.694852653845e+01,4.929065641005e-02,-9.546791198746e-02,-1.937655305821e+01,8.528322513418e-02,-4.152441118534e-02,-2.045877893024e+01
3.525000000000e+08,1.491263231319e-01,8.849000778374e-02,-1.521878967907e+01,3.066778906893e-01,1.982151388425e-01,-8.750376930111e+00,6.626872066172e+01,1.209183016947e+01,8.333507529650e+01,3.811941103212e+01,4.810470464906e-02,-9.561577695112e-02,-1.940950337367e+01,8.366456693001e-02,-4.343113896750e-02,-2.051292538080e+01
3.530000000000e+08,1.530201803736e-01,9.699797854420e-02,-1.483811361314e+01,3.117746003010e-01,2.021608043824e-01,-8.598931505634e+00,6.653813133003e+01,1.334620129122e+01,8.375984035490e+01,3.929090227132e+01,4.691186144366e-02,-9.573048458845e-02,-1.944428709514e+01,8.200552119743e-02,-4.526759430662e-02,-2.056799370311e+01
3.535000000000e+08,1.570688835442e-01,1.053648906564e-01,-1.446451990158e+01,3.168945297545e-01,2.059810454497e-01,-8.451187396297e+00,6.680857384045e+01,1.460086402099e+01,8.418924290219e+01,4.046291787293e+01,4.571320069638e-02,-9.581246486272e-02,-1.948086675898e+01,8.030932622059e-02,-4.703331568581e-02,-2.062395826232e+01
3.540000000000e+08,1.612663763714e-01,1.135874027929e-01,-1.409950575769e+01,3.220339750685e-01,2.096766751769e-01,-8.307071686528e+00,6.708005318257e+01,1.585583167911e+01,8.462331426031e+01,4.163537389392e+01,4.450977813174e-02,-9.586218447463e-02,-1.951920437139e+01,7.857918688086e-02,-4.872799697349e-02,-2.068079282851e+01
3.545000000000e+08,1.656065524136e-01,1.216624729245e-01,-1.374406814686e+01,3.271893057695e-01,2.132486360194e-01,-8.166509295088e+00,6.735257437845e+01,1.711111759595e+01,8.506208166676e+01,4.280818503683e+01,4.330262935969e-02,-9.588014453494e-02,-1.955926147754e+01,7.681826698886e-02,-5.035148312796e-02,-2.073847058442e+01
3.550000000000e+08,1.700832713684e-01,1.295873553147e-01,-1.339882361983e+01,3.323569701190e-01,2.166979950466e-01,-8.029423634424e+00,6.762614248295e+01,1.836673511253e+01,8.550556814684e+01,4.398126486890e+01,4.209276808920e-02,-9.586687820790e-02,-1.960099922944e+01,7.502968197837e-02,-5.190376551755e-02,-2.079696413526e+01
3.555000000000e+08,1.746903748218e-01,1.373595965851e-01,-1.306410342980e+01,3.375335000479e-01,2.200259389946e-01,-7.895737160374e+00,6.790076258392e+01,1.962269758105e+01,8.595379239788e+01,4.515452605434e+01,4.088118449377e-02,-9.582294833877e-02,-1.964437845245e+01,7.321649198134e-02,-5.338497688383e-02,-2.085624552094e+01
3.560000000000e+08,1.794217013899e-01,1.449770309171e-01,-1.274002770958e+01,3.427155157856e-01,2.232337690976e-01,-7.765371829110e+00,6.817643980249e+01,2.087901836539e+01,8.640676868665e+01,4.632788059913e+01,3.966884372944e-02,-9.574894507779e-02,-1.968935971010e+01,7.138169530149e-02,-5.479538597593e-02,-2.091628623061e+01
3.565000000000e+08,1.842711012088e-01,1.524377744569e-01,-1.242656258079e+01,3.478997301746e-01,2.263228957188e-01,-7.638249475673e+00,6.845317929335e+01,2.213571084165e+01,8.686450676131e+01,4.750124010782e+01,3.845668460498e-02,-9.564548351254e-02,-1.973590336720e+01,6.952822230149e-02,-5.613539188518e-02,-2.097705721980e+01
3.570000000000e+08,1.892324497352e-01,1.597402189925e-01,-1.212356369793e+01,3.530829526580e-01,2.292948327992e-01,-7.514292126332e+00,6.873098624494e+01,2.339278839880e+01,8.732701177910e+01,4.867451605129e+01,3.724561840284e-02,-9.551320131968e-02,-1.978396965109e+01,6.765892971728e-02,-5.740551810954e-02,-2.103852893020e+01
3.575000000000e+08,1.942996608287e-01,1.668830249695e-01,-1.183080919399e+01,3.582620929342e-01,2.321511921455e-01,-7.393422255159e+00,6.900986587983e+01,2.465026443909e+01,8.779428425120e+01,4.984762004478e+01,3.603652784863e-02,-9.535275644633e-02,-1.983351871075e+01,6.577659541045e-02,-5.860640637831e-02,-2.110067131219e+01
3.580000000000e+08,1.994666990901e-01,1.738651139176e-01,-1.154802444224e+01,3.634341642711e-01,2.348936775777e-01,-7.275562993626e+00,6.928982345487e+01,2.590815237869e+01,8.826632000579e+01,5.102046413487e+01,3.483026622606e-02,-9.516482483081e-02,-1.988451067391e+01,6.388391356796e-02,-5.973881026755e-02,-2.116345385030e+01
3.585000000000e+08,2.047275914401e-01,1.806856603532e-01,-1.127490055058e+01,3.685962864730e-01,2.375240789573e-01,-7.160638300725e+00,6.957086426158e+01,2.716646564820e+01,8.874311017062e+01,5.219296109436e+01,3.362765663360e-02,-9.495009817101e-02,-1.993690570183e+01,6.198349035601e-02,-6.080358863709e-02,-2.122684559154e+01
3.590000000000e+08,2.100764379242e-01,1.873440832273e-01,-1.101110808400e+01,3.737456884975e-01,2.400442661176e-01,-7.048573099966e+00,6.985299362630e+01,2.842521769317e+01,8.922464117603e+01,5.336502472360e+01,3.242949137834e-02,-9.470928174858e-02,-1.999066404183e+01,6.007784003318e-02,-6.180169892019e-02,-2.129081517685e+01
3.595000000000e+08,2.155074217402e-01,1.938400369844e-01,-1.075630716956e+01,3.788797107180e-01,2.424561827169e-01,-6.939293388630e+00,7.013621691058e+01,2.968442197474e+01,8.971089477954e+01,5.453657015676e+01,3.123653150213e-02,-9.444309231568e-02,-2.004574607740e+01,5.816938152549e-02,-6.273419029660e-02,-2.135533087558e+01
3.600000000000e+08,2.210148184848e-01,2.001734022945e-01,-1.051015486820e+01,3.839958068314e-01,2.447618400372e-01,-6.832726323854e+00,7.042053951139e+01,3.094409197008e+01,9.020184811278e+01,5.570751417158e+01,3.004950643444e-02,-9.415225605036e-02,-2.010211237599e+01,5.626043546423e-02,-6.360219677996e-02,-2.142036062319e+01
3.605000000000e+08,2.265930046243e-01,2.063442765228e-01,-1.027231048705e+01,3.890915454096e-01,2.469633107484e-01,-6.728800289419e+00,7.070596686139e+01,3.220424117304e+01,9.069747375159e+01,5.687777550064e+01,2.886911376607e-02,-9.383750658612e-02,-2.015972373422e+01,5.435322168532e-02,-6.440693024970e-02,-2.148587206208e+01
3.610000000000e+08,2.322364651980e-01,2.123529639928e-01,-1.004243934450e+01,3.941646110970e-01,2.490627226617e-01,-6.627444946507e+00,7.099250442929e+01,3.346488309463e+01,9.119773980984e+01,5.804727514249e+01,2.769601913751e-02,-9.349958311980e-02,-2.021854122071e+01,5.244985718708e-02,-6.514967345774e-02,-2.155183258568e+01
3.615000000000e+08,2.379398007651e-01,2.181999661022e-01,-9.820215375810e+00,3.992128054550e-01,2.510622524895e-01,-6.528591271204e+00,7.128015772009e+01,3.472603126362e+01,9.170261005759e+01,5.921593667063e+01,2.653085623539e-02,-9.313922860184e-02,-2.027852621644e+01,5.055235454099e-02,-6.583177303907e-02,-2.161820938567e+01
3.620000000000e+08,2.436977336122e-01,2.238859713424e-01,-9.605322873068e+00,4.042340474591e-01,2.529641196373e-01,-6.432171581091e+00,7.156893227532e+01,3.598769922707e+01,9.221204406370e+01,6.038368653826e+01,2.537422689044e-02,-9.275718801155e-02,-2.033964045257e+01,4.866262074878e-02,-6.645463255517e-02,-2.168496950241e+01
3.625000000000e+08,2.495051132405e-01,2.294118452723e-01,-9.397457581710e+00,4.092263736514e-01,2.547705800440e-01,-6.338119552900e+00,7.185883367346e+01,3.724990055091e+01,9.272599736317e+01,6.155045437678e+01,2.422670127005e-02,-9.235420671990e-02,-2.040184604584e+01,4.678245653673e-02,-6.701970559803e-02,-2.175207987846e+01
3.630000000000e+08,2.553569211530e-01,2.347786204939e-01,-9.196327321308e+00,4.141879379570e-01,2.564839200929e-01,-6.246370232885e+00,7.214986753010e+01,3.851264882047e+01,9.324442164912e+01,6.271617328582e+01,2.308881815869e-02,-9.193102894130e-02,-2.046510553152e+01,4.491355607680e-02,-6.752848898176e-02,-2.181950741511e+01
3.635000000000e+08,2.612482749684e-01,2.399874866715e-01,-9.001652257450e+00,4.191170111699e-01,2.581064506126e-01,-6.156860041328e+00,7.244203949831e+01,3.977595764108e+01,9.376726498906e+01,6.388078011260e+01,2.196108531924e-02,-9.148839627522e-02,-2.052938189398e+01,4.305750712230e-02,-6.798251604777e-02,-2.188721903186e+01
3.640000000000e+08,2.671744318862e-01,2.450397806351e-01,-8.813164920308e+00,4.240119801184e-01,2.596405009854e-01,-6.069526772341e+00,7.273535526895e+01,4.103984063859e+01,9.429447206515e+01,6.504421571844e+01,2.084397992845e-02,-9.102704633830e-02,-2.059463859487e+01,4.121579154437e-02,-6.838335010814e-02,-2.195518172865e+01
3.645000000000e+08,2.731307915319e-01,2.499369766043e-01,-8.630610041920e+00,4.288713465191e-01,2.610884133830e-01,-5.984309589942e+00,7.302982057095e+01,4.230431145994e+01,9.482598443765e+01,6.620642523011e+01,1.973794907974e-02,-9.054771148645e-02,-2.066083959898e+01,3.938978625399e-02,-6.873257805104e-02,-2.202336265071e+01
3.650000000000e+08,2.791128982119e-01,2.546806765659e-01,-8.453744266345e+00,4.336937255306e-01,2.624525371458e-01,-5.901149021227e+00,7.332544117160e+01,4.356938377378e+01,9.536174083066e+01,6.736735827390e+01,1.864341034684e-02,-9.005111762654e-02,-2.072794939790e+01,3.758076449296e-02,-6.903180413007e-02,-2.209172915581e+01
3.655000000000e+08,2.851164426073e-01,2.592726008337e-01,-8.282335773359e+00,4.384778440182e-01,2.637352233228e-01,-5.819986947313e+00,7.362222287688e+01,4.483507127095e+01,9.590167743915e+01,6.852696919019e+01,1.756075240176e-02,-8.953798311640e-02,-2.079593303136e+01,3.578989747591e-02,-6.928264395864e-02,-2.216024888372e+01
3.660000000000e+08,2.911372629401e-01,2.637145788180e-01,-8.116163845979e+00,4.432225385443e-01,2.649388193869e-01,-5.740766592609e+00,7.392017153180e+01,4.610138766513e+01,9.644572825579e+01,6.968521722648e+01,1.649033568087e-02,-8.900901775179e-02,-2.086475610660e+01,3.401825636434e-02,-6.948671872867e-02,-2.222888982749e+01
3.665000000000e+08,2.971713456404e-01,2.680085400276e-01,-7.955018404446e+00,4.479267530955e-01,2.660656641426e-01,-5.663432512860e+00,7.421929302064e+01,4.736834669334e+01,9.699382541620e+01,7.084206670674e+01,1.543249309309e-02,-8.846492183834e-02,-2.093438481554e+01,3.226681455254e-02,-6.964564967134e-02,-2.229762040650e+01
3.670000000000e+08,3.032148255495e-01,2.721565053236e-01,-7.798699523284e+00,4.525895365633e-01,2.671180828362e-01,-5.587930582343e+00,7.451959326736e+01,4.863596211657e+01,9.754589956064e+01,7.199748717544e+01,1.438753076441e-02,-8.790638534633e-02,-2.100478595001e+01,3.053645024450e-02,-6.976105277630e-02,-2.236640954063e+01
3.675000000000e+08,3.092639856880e-01,2.761605784435e-01,-7.647016943636e+00,4.572100399929e-01,2.680983824852e-01,-5.514207980503e+00,7.482107823587e+01,4.990424772030e+01,9.810188021043e+01,7.315145351420e+01,1.335572881327e-02,-8.733408714596e-02,-2.107592691512e+01,2.882794929983e-02,-6.983453378388e-02,-2.243522672550e+01
3.680000000000e+08,3.153152566221e-01,2.800229378089e-01,-7.499789589661e+00,4.617875136152e-01,2.690088474349e-01,-5.442213178253e+00,7.512375393034e+01,5.117321731516e+01,9.866169615673e+01,7.430394602968e+01,1.233734215155e-02,-8.674869432035e-02,-2.114777574067e+01,2.714200832626e-02,-6.986768346317e-02,-2.250404210818e+01
3.685000000000e+08,3.213652154584e-01,2.837458286284e-01,-7.356845095234e+00,4.663213036809e-01,2.698517351546e-01,-5.371895924120e+00,7.542762639557e+01,5.244288473740e+01,9.922527585951e+01,7.545495051117e+01,1.133260130620e-02,-8.615086155344e-02,-2.122030109095e+01,2.547923799563e-02,-6.986207318732e-02,-2.257282656312e+01
3.690000000000e+08,3.274105844978e-01,2.873315553062e-01,-7.218019345219e+00,4.708108491112e-01,2.706292722832e-01,-5.303207230361e+00,7.573270171728e+01,5.371326384954e+01,9.979254785399e+01,7.660445825674e+01,1.034171325698e-02,-8.554123058982e-02,-2.129347227278e+01,2.384016655979e-02,-6.981925081550e-02,-2.264155176764e+01
3.695000000000e+08,3.334482295783e-01,2.907824741620e-01,-7.083156034187e+00,4.752556779844e-01,2.713436509296e-01,-5.236099359142e+00,7.603898602247e+01,5.498436854094e+01,1.003634411623e+02,7.775246606689e+01,9.364862285798e-03,-8.492042976335e-02,-2.136725924192e+01,2.222524354263e-02,-6.974073688933e-02,-2.271019027687e+01
3.700000000000e+08,3.394751581356e-01,2.941009864674e-01,-6.952106244321e+00,4.796554038763e-01,2.719970252374e-01,-5.170525808835e+00,7.634648547980e+01,5.625621272837e+01,1.009378857070e+02,7.889897620493e+01,8.402210833759e-03,-8.428907359132e-02,-2.144163260814e+01,2.063484358415e-02,-6.962802114972e-02,-2.277871559727e+01
3.705000000000e+08,3.454885170082e-01,2.972895318030e-01,-6.824728043464e+00,4.840097220712e-01,2.725915082189e-01,-5.106441300467e+00,7.665520629977e+01,5.752881035663e+01,1.015158127244e+02,8.004399632364e+01,7.453900362084e-03,-8.364776243091e-02,-2.151656363864e+01,1.906927041245e-02,-6.948255937866e-02,-2.284710225861e+01
3.710000000000e+08,3.514855900164e-01,3.003505817339e-01,-6.700886103675e+00,4.883184056643e-01,2.731291688611e-01,-5.043801764324e+00,7.696515473534e+01,5.880217539909e+01,1.020971551739e+02,8.118753935779e+01,6.520052213451e-03,-8.299708219467e-02,-2.159202426030e+01,1.752876091962e-02,-6.930577056828e-02,-2.291532588360e+01
3.715000000000e+08,3.574637953369e-01,3.032866338077e-01,-6.580451340215e+00,4.925813015707e-01,2.736120295093e-01,-4.982564326692e+00,7.727633708193e+01,6.007632185830e+01,1.026818481410e+02,8.232962338282e+01,5.600768470614e-03,-8.233760412165e-02,-2.166798706059e+01,1.601348931756e-02,-6.909903441824e-02,-2.298336325489e+01
3.720000000000e+08,3.634206827022e-01,3.061002058681e-01,-6.463300570569e+00,4.967983264635e-01,2.740420635285e-01,-4.922687296725e+00,7.758875967811e+01,6.135126376664e+01,1.032698292304e+02,8.347027143961e+01,4.696132809385e-03,-8.166988460086e-02,-2.174442528726e+01,1.452357135021e-02,-6.886368916070e-02,-2.305119237889e+01
3.725000000000e+08,3.693539304433e-01,3.087938306843e-01,-6.349316192951e+00,5.009694626558e-01,2.744211932434e-01,-4.864130153375e+00,7.790242890572e+01,6.262701518680e+01,1.038610389472e+02,8.460951132620e+01,3.806211343373e-03,-8.099446504387e-02,-2.182131284702e+01,1.305906853879e-02,-6.860102971032e-02,-2.311879254577e+01
3.730000000000e+08,3.752613424013e-01,3.113700508899e-01,-6.238385883492e+00,5.050947539476e-01,2.747512881574e-01,-4.806853532356e+00,7.821735119030e+01,6.390359021249e+01,1.044554210614e+02,8.574737535720e+01,2.931053458114e-03,-8.031187180323e-02,-2.189862430306e+01,1.161999243765e-02,-6.831230613558e-02,-2.318614438539e+01
3.735000000000e+08,3.811408447265e-01,3.138314142255e-01,-6.130402311342e+00,5.091743014536e-01,2.750341634477e-01,-4.750819213075e+00,7.853353300148e+01,6.518100296897e+01,1.050529229552e+02,8.688390009201e+01,2.070692632488e-03,-7.962261613363e-02,-2.197633487171e+01,1.020630887824e-02,-6.799872244570e-02,-2.325322991850e+01
3.740000000000e+08,3.869904825859e-01,3.161804690795e-01,-6.025262870752e+00,5.132082594316e-01,2.752715787338e-01,-4.695990105460e+00,7.885098085332e+01,6.645926761368e+01,1.056534959479e+02,8.801912603323e+01,1.225147245551e-03,-7.892719419257e-02,-2.205442041817e+01,8.817942180152e-03,-6.766143568634e-02,-2.332003260284e+01
3.745000000000e+08,3.928084167958e-01,3.184197603187e-01,-5.922869429263e+00,5.171968311271e-01,2.754652371161e-01,-4.642330236631e+00,7.916970130468e+01,6.773839833686e+01,1.062570955976e+02,8.915309729713e+01,3.944213671382e-04,-7.822608707776e-02,-2.213285745138e+01,7.454779308472e-03,-6.730155533565e-02,-2.338653737373e+01
3.750000000000e+08,3.985929203977e-01,3.205518254013e-01,-5.823128091089e+00,5.211402646531e-01,2.756167844780e-01,-4.589804737348e+00,7.948970095959e+01,6.901840936211e+01,1.068636819755e+02,9.028586125774e+01,-4.214944691802e-04,-7.751976089808e-02,-2.221162311820e+01,6.116673957775e-03,-6.692014299120e-02,-2.345273067868e+01
3.755000000000e+08,4.043423751929e-01,3.225791907636e-01,-5.725948974787e+00,5.250388489184e-01,2.757278090462e-01,-4.538379828148e+00,7.981098646757e+01,7.029931494706e+01,1.074732199115e+02,9.141746816718e+01,-1.222622512031e-03,-7.680866687547e-02,-2.229069519686e+01,4.803450544120e-03,-6.651821233659e-02,-2.351860050581e+01
3.760000000000e+08,4.100552682504e-01,3.245043684707e-01,-5.631246004378e+00,5.288929096239e-01,2.757998412021e-01,-4.488022805132e+00,8.013356452418e+01,7.158112938397e+01,1.080856792093e+02,9.254797075423e+01,-2.008997058082e-03,-7.609324147504e-02,-2.237005208977e+01,3.514908087333e-03,-6.609672937594e-02,-2.358413640559e+01
3.765000000000e+08,4.157301884007e-01,3.263298531233e-01,-5.538936713051e+00,5.327028053392e-01,2.758343535344e-01,-4.438702025315e+00,8.045744187117e+01,7.286386700030e+01,1.087010348266e+02,9.367742380398e+01,-2.780663738663e-03,-7.537390656068e-02,-2.244967281577e+01,2.250823967098e-03,-6.565661292304e-02,-2.364932950579e+01
3.770000000000e+08,4.213658227294e-01,3.280581190092e-01,-5.448942058686e+00,5.364689236745e-01,2.758327611261e-01,-4.390386891492e+00,8.078262529703e+01,7.414754215938e+01,1.093192670221e+02,9.480588372128e+01,-3.537678827862e-03,-7.465106957385e-02,-2.252953700190e+01,1.010957537495e-03,-6.519873533098e-02,-2.371417251924e+01
3.775000000000e+08,4.269609530806e-01,3.296916174905e-01,-5.361186250411e+00,5.401916775628e-01,2.757964220633e-01,-4.343047836559e+00,8.110912163738e+01,7.543216926100e+01,1.099403614644e+02,9.593340808094e+01,-4.280108572634e-03,-7.392512373316e-02,-2.260962487460e+01,-2.049464140984e-04,-6.472392344745e-02,-2.377865974452e+01
3.780000000000e+08,4.325144525805e-01,3.312327746173e-01,-5.275596585495e+00,5.438715016626e-01,2.757266381566e-01,-4.296656307232e+00,8.143693777522e+01,7.671776274208e+01,1.105643093037e+02,9.706005516783e+01,-5.008028545331e-03,-7.319644825242e-02,-2.268991725065e+01,-1.397154376524e-03,-6.423295977977e-02,-2.384278705907e+01
3.785000000000e+08,4.380252821911e-01,3.326839889557e-01,-5.192103295907e+00,5.475088488958e-01,2.756246558635e-01,-4.251184747130e+00,8.176608064149e+01,7.800433707727e+01,1.111911072049e+02,9.818588350996e+01,-5.721523018929e-03,-7.246540857511e-02,-2.277039552757e+01,-2.565941004272e-03,-6.372658385343e-02,-2.390655190504e+01
3.790000000000e+08,4.434924873009e-01,3.340476296223e-01,-5.110639403899e+00,5.511041871291e-01,2.754916673979e-01,-4.206606579177e+00,8.209655721539e+01,7.929190677957e+01,1.118207573405e+02,9.931095140807e+01,-6.420684365103e-03,-7.173235662338e-02,-2.285104167386e+01,-3.711586196899e-03,-6.320549374694e-02,-2.396995326761e+01
3.795000000000e+08,4.489151943619e-01,3.353260345137e-01,-5.031140586020e+00,5.546579960111e-01,2.753288120157e-01,-4.162896187288e+00,8.242837452482e+01,8.058048640097e+01,1.124532673435e+02,1.004353164649e+02,-7.105612475218e-03,-7.099763105944e-02,-2.293183821887e+01,-4.834372377156e-03,-6.267034778563e-02,-2.403299164599e+01
3.800000000000e+08,4.542926075778e-01,3.365215087222e-01,-4.953545045014e+00,5.581707639716e-01,2.751371774623e-01,-4.120028897318e+00,8.276153964673e+01,8.187009053312e+01,1.130886502207e+02,1.015590351178e+02,-7.776414204166e-03,-7.026155755789e-02,-2.301276824244e+01,-5.934581975133e-03,-6.212176637662e-02,-2.409566901709e+01
3.805000000000e+08,4.596240056500e-01,3.376363231269e-01,-4.877793389089e+00,5.616429853940e-01,2.749178015675e-01,-4.077980957258e+00,8.309605970758e+01,8.316073380795e+01,1.137269242252e+02,1.026821621774e+02,-8.433202836949e-03,-6.952444908704e-02,-2.309381536438e+01,-7.012495124311e-03,-6.156033396678e-02,-2.415798879212e+01
3.810000000000e+08,4.649087385864e-01,3.386727131511e-01,-4.803828518064e+00,5.650751579642e-01,2.746716739750e-01,-4.036729516662e+00,8.343194188381e+01,8.445243089829e+01,1.143681126896e+02,1.038047503776e+02,-9.076097577771e-03,-6.878660619796e-02,-2.317496373373e+01,-8.068387573980e-03,-6.098660110554e-02,-2.421995576630e+01
3.815000000000e+08,4.701462245770e-01,3.396328776773e-01,-4.731595515950e+00,5.684677802054e-01,2.743997379906e-01,-3.996252605315e+00,8.376919340212e+01,8.574519651854e+01,1.150122438202e+02,1.049268499373e+02,-9.705223061380e-03,-6.804831731960e-02,-2.325619801798e+01,-9.102528821121e-03,-6.040108659433e-02,-2.428157606185e+01
3.820000000000e+08,4.753359469407e-01,3.405189781092e-01,-4.661041549551e+00,5.718213491999e-01,2.741028925353e-01,-3.956529111138e+00,8.410782154006e+01,8.703904542534e+01,1.156593504537e+02,1.060485081403e+02,-1.032070888632e-02,-6.730985905880e-02,-2.333750339208e+01,-1.011518046338e-02,-5.980427970430e-02,-2.434285706481e+01
3.825000000000e+08,4.804774511457e-01,3.413331375732e-01,-4.592115772693e+00,5.751363585044e-01,2.737819941878e-01,-3.917538757339e+00,8.444783362637e+01,8.833399241825e+01,1.163094697766e+02,1.071697689345e+02,-1.092268916969e-02,-6.657149650387e-02,-2.341886552746e+01,-1.110659477349e-02,-5.919664244453e-02,-2.440380735573e+01
3.830000000000e+08,4.855703419059e-01,3.420774402502e-01,-4.524769235715e+00,5.784132962597e-01,2.734378593023e-01,-3.879262078859e+00,8.478923704133e+01,8.963005234030e+01,1.169626430099e+02,1.082906725545e+02,-1.151130212300e-02,-6.583348353070e-02,-2.350027058097e+01,-1.207701349403e-02,-5.857861186276e-02,-2.446443663485e+01
3.835000000000e+08,4.906142803569e-01,3.427539308288e-01,-4.458954799901e+00,5.816526434969e-01,2.730712661851e-01,-3.841680398104e+00,8.513203921740e+01,9.092724007875e+01,1.176189150610e+02,1.094112551705e+02,-1.208668964863e-02,-6.509606311023e-02,-2.358170518383e+01,-1.302666685019e-02,-5.795060236139e-02,-2.452475564219e+01
3.840000000000e+08,4.956089813112e-01,3.433646140729e-01,-4.394627056517e+00,5.848548726396e-01,2.726829573176e-01,-3.804775800038e+00,8.547624763955e+01,9.222557056572e+01,1.182783341438e+02,1.105315485661e+02,-1.264899695636e-02,-6.435946761648e-02,-2.366315643055e+01,-1.395577277702e-02,-5.731300801168e-02,-2.458477607281e+01
3.845000000000e+08,5.005542105950e-01,3.439114544960e-01,-4.331742250179e+00,5.880204462027e-01,2.722736416084e-01,-3.768531106644e+00,8.582186984564e+01,9.352505877891e+01,1.189409513702e+02,1.116515798475e+02,-1.319837219952e-02,-6.362391913411e-02,-2.374461186791e+01,-1.486453635614e-02,-5.666620484992e-02,-2.464451048796e+01
3.850000000000e+08,5.054497824669e-01,3.443963761328e-01,-4.270258206290e+00,5.911498156852e-01,2.718439966622e-01,-3.732929850838e+00,8.616891342708e+01,9.482571974218e+01,1.196068203156e+02,1.127713711883e+02,-1.373496613008e-02,-6.288962976485e-02,-2.382605948394e+01,-1.575314945611e-02,-5.601055313958e-02,-2.470397222247e+01
3.855000000000e+08,5.102955571192e-01,3.448212624044e-01,-4.210134262258e+00,5.942434206541e-01,2.713946710505e-01,-3.697956249869e+00,8.651738602902e+01,9.612756852634e+01,1.202759965605e+02,1.138909396092e+02,-1.425893177224e-02,-6.215680193200e-02,-2.390748769703e+01,-1.662179056922e-02,-5.534639958455e-02,-2.476317528894e+01
3.860000000000e+08,5.150914382613e-01,3.451879560666e-01,-4.151331202315e+00,5.973016880164e-01,2.709262865697e-01,-3.663595178272e+00,8.686729535100e+01,9.743062024966e+01,1.209485372117e+02,1.150102967980e+02,-1.477042411379e-02,-6.142562868242e-02,-2.398888534505e+01,-1.747062483676e-02,-5.467407947908e-02,-2.482213427926e+01
3.865000000000e+08,5.198373707864e-01,3.454982592376e-01,-4.093811195657e+00,6.003250314740e-01,2.704394404757e-01,-3.629832140451e+00,8.721864914740e+01,9.873489007882e+01,1.216245004059e+02,1.161294489692e+02,-1.526959981478e-02,-6.069629398530e-02,-2.407024167461e+01,-1.829980425342e-02,-5.399391878100e-02,-2.488086426400e+01
3.870000000000e+08,5.245333385187e-01,3.457539334977e-01,-4.037537737765e+00,6.033138511566e-01,2.699347076791e-01,-3.596653242951e+00,8.757145522783e+01,1.000403932293e+02,1.223039447994e+02,1.172483967665e+02,-1.575661693281e-02,-5.996897302737e-02,-2.415154633040e+01,-1.910946804114e-02,-5.330623609571e-02,-2.493938069012e+01
