step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m,dMdt_native_A_m_s
2477,1.7108234729296154e-11,5.865123247916684e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828186049394593e-05,149986.5964809485,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710210.450826846,1.7108234729296154e-11,3.3333333333333337e-06,6.9375e-05,15.840694816311624,7800919704512076.0,7800919704512076.0,41710210.450826846,426248499226.00977,0.0319518216846057,426248499226.00977,0.0319518216846057,2.3460493158704824e-12,2.3460493158704824e-12,2.3460493158704824e-12,4.195131992542253e-12,5.859306401546847e-12,3.993482864495099e-05,3.993482864495099e-05,3.993482864495099e-05,2.0136738570657806e-05,3.795501963752167e-05,2.217159335155792e-07,2.217159335155792e-07,2.217159335155792e-07,1.3183687032661607e-05,2.484946102189303e-05,94506.08391550937,94506.08391550937,94506.08391550937,2210119.48223986,4114171.540731775,400.0000028479894,37802433.83535608,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710210.450826846,7800919704512076.0,0.0319518216846057,426248499226.00977,2.3460493158704824e-12,2.217159335155792e-07,94506.08391550937,32034495.801972263,3932077985053800.0,0.032688454216005,295847982531.8125,0.3724099632478063,0.3724099632478063,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.276683258501628e-16,-5.415894676282864e-13,0.023241422770901465
2478,1.711409985258583e-11,5.865123289676207e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828273940297218e-05,149853.46135756222,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710210.23436251,1.711409985258583e-11,3.3333333333333337e-06,6.9375e-05,15.840694734102843,7802060015072735.0,7802060015072735.0,41710210.23436251,426248496191.38727,0.0319518216934397,426248496191.38727,0.0319518216934397,2.346049332572885e-12,2.346049332572885e-12,2.346049332572885e-12,4.1951319554741206e-12,5.859306316085231e-12,3.994066618651158e-05,3.994066618651158e-05,3.994066618651158e-05,2.013814117548712e-05,3.7960413685409126e-05,2.2168352854840865e-07,2.2168352854840865e-07,2.2168352854840865e-07,1.3301785393250264e-05,2.5073877071481928e-05,94492.27067415965,94492.27067415965,94492.27067415965,2229654.3635574775,4151300.247152464,400.0000028477496,37796908.53875419,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710210.23436251,7802060015072735.0,0.0319518216934397,426248496191.38727,2.346049332572885e-12,2.2168352854840865e-07,94492.27067415965,32034495.792688303,3932365024758925.0,0.032688454206369,295847982257.75854,0.3724584271465327,0.3724584271465327,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.294481177065373e-16,-5.414532392023197e-13,0.023212117279442168
2479,1.7119964975917264e-11,5.865123331432213e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.82836175311016e-05,149720.31785063224,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710210.01791642,1.7119964975917264e-11,3.3333333333333337e-06,6.9375e-05,15.840694651900996,7803196633241212.0,7803196633241212.0,41710210.01791642,426248493157.0205,0.031951821702273,426248493157.0205,0.031951821702273,2.3460493492738805e-12,2.3460493492738805e-12,2.3460493492738805e-12,4.195131918384889e-12,5.859306230584797e-12,3.994648482580978e-05,3.994648482580978e-05,3.994648482580978e-05,2.013954264813836e-05,3.796579060804264e-05,2.2165123793518945e-07,2.2165123793518945e-07,2.2165123793518945e-07,1.3421371753147269e-05,2.5301120216838133e-05,94478.50617626272,94478.50617626272,94478.50617626272,2249435.4461114192,4188896.69205306,400.0000028475097,37791402.73953355,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710210.01791642,7803196633241212.0,0.031951821702273,426248493157.0205,2.3460493492738805e-12,2.2165123793518945e-07,94478.50617626272,32034495.7834579,3932651771676223.0,0.0326884541967263,295847981984.3907,0.3725067473084758,0.3725067473084758,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.312243511851381e-16,-5.413171837680015e-13,0.02318243197890979
2480,1.7125830099290447e-11,5.865123373184701e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828449487828214e-05,149587.16547268367,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710209.80148856,1.7125830099290447e-11,3.3333333333333337e-06,6.9375e-05,15.840694569706066,7804329566293371.0,7804329566293371.0,41710209.80148856,426248490122.9094,0.0319518217111056,426248490122.9094,0.0319518217111056,2.346049365973469e-12,2.346049365973469e-12,2.346049365973469e-12,4.1951318812746205e-12,5.8593061450456564e-12,3.9952284600092496e-05,3.9952284600092496e-05,3.9952284600092496e-05,2.014094299551664e-05,3.797115043963491e-05,2.216190613735141e-07,2.216190613735141e-07,2.216190613735141e-07,1.3542469796937225e-05,2.553123545894456e-05,94464.79029291676,94464.79029291676,94464.79029291676,2269466.648428391,4226968.320750318,400.00000284726974,37785916.38613345,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710209.80148856,7804329566293371.0,0.0319518217111056,426248490122.9094,2.346049365973469e-12,2.216190613735141e-07,94464.79029291676,32034495.774280917,3932938227255448.0,0.032688454187077,295847981711.7074,0.3725549240349822,0.3725549240349822,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.329970185452895e-16,-5.411813035559952e-13,0.023152365833688293
2481,1.713169522270538e-11,5.865123414933672e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828537144445897e-05,149454.0037475479,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710209.585078895,1.713169522270538e-11,3.3333333333333337e-06,6.9375e-05,15.840694487518052,7805458821538801.0,7805458821538801.0,41710209.585078895,426248487089.0535,0.0319518217199374,426248487089.0535,0.0319518217199374,2.3460493826716528e-12,2.3460493826716528e-12,2.3460493826716528e-12,4.195131844143348e-12,5.859306059467872e-12,3.9958065546779314e-05,3.9958065546779314e-05,3.9958065546779314e-05,2.014234222451145e-05,3.797649321455252e-05,2.2158699856063637e-07,2.2158699856063637e-07,2.2158699856063637e-07,1.3665103663173987e-05,2.5764268661326004e-05,94451.1228950755,94451.1228950755,94451.1228950755,2289751.964143384,4265522.72126686,400.0000028470304,37780449.42693542,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710209.585078895,7805458821538801.0,0.0319518217199374,426248487089.0535,2.3460493826716528e-12,2.2158699856063637e-07,94451.1228950755,32034495.765157253,3933224392944180.0,0.032688454177421,295847981439.7074,0.3726029576286098,0.3726029576286098,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.347661121076103e-16,-5.410456008030448e-13,0.023121917806037118
2482,1.713756034616206e-11,5.865123456679135e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.82862472295744e-05,149320.83218543942,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710209.36868747,1.713756034616206e-11,3.3333333333333337e-06,6.9375e-05,15.840694405336963,7806584406320888.0,7806584406320888.0,41710209.36868747,426248484055.4532,0.0319518217287685,426248484055.4532,0.0319518217287685,2.3460493993684304e-12,2.3460493993684304e-12,2.3460493993684304e-12,4.1951318069911326e-12,5.8593059738515644e-12,3.9963827703462806e-05,3.9963827703462806e-05,3.9963827703462806e-05,2.0143740341996608e-05,3.7981818967316185e-05,2.2155504919346849e-07,2.2155504919346849e-07,2.2155504919346849e-07,1.3789297954548485e-05,2.6000266569368e-05,94437.5038535473,94437.5038535473,94437.5038535473,2310295.463681881,4304567.62752738,400.0000028467903,37775001.810262695,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710209.36868747,7806584406320888.0,0.0319518217287685,426248484055.4532,2.3460493993684304e-12,2.2155504919346849e-07,94437.5038535473,32034495.756086815,3933510270187816.0,0.0326884541677583,295847981168.3893,0.3726508483931328,0.3726508483931328,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.365316242550839e-16,-5.409100777519865e-13,0.0230910868562475
2483,1.714342546966048e-11,5.865123498421078e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828712223356795e-05,149187.65031736885,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710209.15231433,1.714342546966048e-11,3.3333333333333337e-06,6.9375e-05,15.840694323162817,7807706328016884.0,7807706328016884.0,41710209.15231433,426248481022.10895,0.0319518217375988,426248481022.10895,0.0319518217375988,2.3460494160637988e-12,2.3460494160637988e-12,2.3460494160637988e-12,4.195131769818008e-12,5.859305888196796e-12,3.996957110790891e-05,3.996957110790891e-05,3.996957110790891e-05,2.0145137354830124e-05,3.798712773260104e-05,2.215232129685773e-07,2.215232129685773e-07,2.215232129685773e-07,1.391507774831742e-05,2.6239276830131376e-05,94423.93303899324,94423.93303899324,94423.93303899324,2331101.295985307,4344110.922636989,400.0000028465501,37769573.48437975,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710209.15231433,7807706328016884.0,0.0319518217375988,426248481022.10895,2.3460494160637988e-12,2.215232129685773e-07,94423.93303899324,32034495.74706953,3933795860429549.0,0.0326884541580891,295847980897.75226,0.3726985966335424,0.3726985966335424,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.382935474343445e-16,-5.407747366517606e-13,0.02305987194272774
2484,1.714929059320064e-11,5.865123540159497e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828799645637627e-05,149054.4576486824,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710208.93595936,1.714929059320064e-11,3.3333333333333337e-06,6.9375e-05,15.840694240995573,7808824594037979.0,7808824594037979.0,41710208.93595936,426248477989.01984,0.0319518217464284,426248477989.01984,0.0319518217464284,2.346049432757764e-12,2.346049432757764e-12,2.346049432757764e-12,4.195131732624027e-12,5.8593058025036645e-12,3.997529579805736e-05,3.997529579805736e-05,3.997529579805736e-05,2.0146533269854165e-05,3.799241954523704e-05,2.2149148958218042e-07,2.2149148958218042e-07,2.2149148958218042e-07,1.4042468607000263e-05,2.6481348012676537e-05,94410.4103219252,94410.4103219252,94410.4103219252,2352173.6902807946,4384160.6422437765,400.0000028463109,37764164.397491455,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710208.93595936,7808824594037979.0,0.0319518217464284,426248477989.01984,2.346049432757764e-12,2.2149148958218042e-07,94410.4103219252,32034495.738105245,3934081165110358.0,0.0326884541484132,295847980627.79456,0.3727462026560465,0.3727462026560465,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.400518741570031e-16,-5.406395797574215e-13,0.023028272021768714
2485,1.7155155716782535e-11,5.8651235818944095e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.82888698979332e-05,148921.25370123,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710208.71962269,1.7155155716782535e-11,3.3333333333333337e-06,6.9375e-05,15.840694158835278,7809939211829370.0,7809939211829370.0,41710208.71962269,426248474956.18713,0.0319518217552573,426248474956.18713,0.0319518217552573,2.346049449450317e-12,2.346049449450317e-12,2.346049449450317e-12,4.195131695409249e-12,5.859305716772289e-12,3.9981001812021896e-05,3.9981001812021896e-05,3.9981001812021896e-05,2.0147928093894904e-05,3.79976944402092e-05,2.214598787301431e-07,2.214598787301431e-07,2.214598787301431e-07,1.4171496589352444e-05,2.6726529628912512e-05,94396.93557270561,94396.93557270561,94396.93557270561,2373516.957896672,4424724.977988241,400.0000028460702,37758774.49774256,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710208.71962269,7809939211829370.0,0.0319518217552573,426248474956.18713,2.346049449450317e-12,2.214598787301431e-07,94396.93557270561,32034495.72919388,3934366185668991.0,0.0326884541387307,295847980358.5149,0.3727936667680786,0.3727936667680786,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.418065970005674e-16,-5.405046093301528e-13,0.02299628604787074
2486,1.716102084040616e-11,5.8651236236257935e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.828974255816971e-05,148788.03798737228,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710208.50330415,1.716102084040616e-11,3.3333333333333337e-06,6.9375e-05,15.840694076681867,7811050188870333.0,7811050188870333.0,41710208.50330415,426248471923.60846,0.0319518217640854,426248471923.60846,0.0319518217640854,2.346049466141472e-12,2.346049466141472e-12,2.346049466141472e-12,4.1951316581737245e-12,5.8593056310027515e-12,3.9986689188090765e-05,3.9986689188090765e-05,3.9986689188090765e-05,2.0149321833762483e-05,3.8002952452657935e-05,2.214283801079746e-07,2.214283801079746e-07,2.214283801079746e-07,1.4302188261622652e-05,2.6974872154985865e-05,94383.50866154413,94383.50866154413,94383.50866154413,2395135.494124996,4465812.281042104,400.00000284583166,37753403.73321722,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710208.50330415,7811050188870333.0,0.0319518217640854,426248471923.60846,2.346049466141472e-12,2.214283801079746e-07,94383.50866154413,32034495.720335267,3934650923541948.0,0.0326884541290417,295847980089.91125,0.3728409892782905,0.3728409892782905,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.435577086101548e-16,-5.403698276372726e-13,0.022963912973594347
2487,1.7166885964071513e-11,5.865123665353682e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.8290614437014e-05,148654.81003341626,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710208.28700389,1.7166885964071513e-11,3.3333333333333337e-06,6.9375e-05,15.840693994535403,7812157532674294.0,7812157532674294.0,41710208.28700389,426248468891.2863,0.0319518217729127,426248468891.2863,0.0319518217729127,2.3460494828312163e-12,2.3460494828312163e-12,2.3460494828312163e-12,4.1951316209174936e-12,5.859305545195143e-12,3.9992357964727046e-05,3.9992357964727046e-05,3.9992357964727046e-05,2.015071449625091e-05,3.800819361787944e-05,2.213969934108243e-07,2.213969934108243e-07,2.213969934108243e-07,1.4434570709102704e-05,2.72264270532254e-05,94370.12945849804,94370.12945849804,94370.12945849804,2417033.7801324255,4507431.065738961,400.00000284559104,37748052.051938005,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710208.28700389,7812157532674294.0,0.0319518217729127,426248468891.2863,2.3460494828312163e-12,2.213969934108243e-07,94370.12945849804,32034495.71152936,3934935380163473.0,0.0326884541193461,295847979821.98334,0.372888170496567,0.372888170496567,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.453052016995508e-16,-5.402352369522514e-13,0.022931151749574497
2488,1.717275108777859e-11,5.865123707078041e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.82914855343914e-05,148521.5693494941,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710208.070721865,1.717275108777859e-11,3.3333333333333337e-06,6.9375e-05,15.840693912395862,7813261250788899.0,7813261250788899.0,41710208.070721865,426248465859.21967,0.0319518217817393,426248465859.21967,0.0319518217817393,2.3460494995195537e-12,2.3460494995195537e-12,2.3460494995195537e-12,4.1951315836406106e-12,5.859305459349562e-12,3.999800818056898e-05,3.999800818056898e-05,3.999800818056898e-05,2.0152106088137965e-05,3.801341797132588e-05,2.213657183334785e-07,2.213657183334785e-07,2.213657183334785e-07,1.456867154797848e-05,2.7481246794658985e-05,94356.79783346935,94356.79783346935,94356.79783346935,2439216.384920945,4549590.013299673,400.0000028453513,37742719.40186597,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710208.070721865,7813261250788899.0,0.0319518217817393,426248465859.21967,2.3460494995195537e-12,2.213657183334785e-07,94356.79783346935,32034495.70277604,3935219556965530.0,0.032688454109644,295847979554.7293,0.3729352107340169,0.3729352107340169,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.470490690528229e-16,-5.401008395547167e-13,0.022898001325025064
2489,1.7178616211527387e-11,5.865123748798885e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.82923558502244e-05,148388.31545035937,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710207.854458,1.7178616211527387e-11,3.3333333333333337e-06,6.9375e-05,15.84069383026322,7814361350796087.0,7814361350796087.0,41710207.854458,426248462827.40765,0.0319518217905652,426248462827.40765,0.0319518217905652,2.3460495162064903e-12,2.3460495162064903e-12,2.3460495162064903e-12,4.1951315463431135e-12,5.859305373466076e-12,4.0003639874430334e-05,4.0003639874430334e-05,4.0003639874430334e-05,2.0153496616185117e-05,3.801862554860581e-05,2.2133455457035682e-07,2.2133455457035682e-07,2.2133455457035682e-07,1.4704518937490791e-05,2.7739384882119183e-05,94343.51365620355,94343.51365620355,94343.51365620355,2461687.9673398654,4592297.975655162,400.0000028451124,37737405.73089933,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710207.854458,7814361350796087.0,0.0319518217905652,426248462827.40765,2.3460495162064903e-12,2.2133455457035682e-07,94343.51365620355,32034495.694075186,3935503455377797.0,0.0326884540999353,295847979288.14764,0.3729821103029799,0.3729821103029799,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,5.487893035253892e-16,-5.399666377304654e-13,0.022864460646907503
