G_length_S_m,Rsp_ohm,time_s,accepted_steps,rejected_steps,T_axis_K,T_max_K,T_min_K,p_axis_Pa,p_min_Pa,rho_axis_kg_m3,rho_min_kg_m3,sigma_axis_S_m,sigma_max_S_m,channel_radius_m,outward_velocity_max_m_s,internal_energy_J,kinetic_energy_J,total_energy_J,cumulative_Joule_J,conduction_boundary_loss_J,hydro_boundary_loss_J,radiation_loss_J,energy_residual_J,mass_residual_kg,I_A,I_L_A,V_channel_V,Rsp_circuit_ohm,Gsp_S,interval_Rsp_ohm,interval_dt_s,P_sp_circuit_W,P_sp_thermal_W,Q_sp_circuit_J,Q_sp_thermal_J,Q_fixed_R_J,source_work_J,inductor_energy_J,cext_energy_J,cgap_energy_J,circuit_energy_J,thermal_energy_J,circuit_energy_residual_J,cross_domain_energy_residual_J,coupling_status,KCL_max_A,KVL_max_V,I_rms_interval_A
2.612894840031912e-06,382.71727766425795,3.650000000000002e-09,73,0,9020.231110755587,9020.231110755587,300.0,173321.6580735154,101325.0,0.03369974734635217,0.03369974734635217,1883.356943648713,1883.356943648713,7.769732914058787e-05,105.5021352285378,0.0002082573081247886,1.8903433377974545e-09,0.0002082591984681264,5.036306134719066e-09,0.0,-4.592710604544548e-24,0.0,-5.508158661683534e-20,1.0338250593817619e-25,-0.011405338690968,-0.01069301931797238,-2.749669218954725,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.03177064173469798,0.05015919677264577,4.937100665998818e-09,5.036306134719066e-09,1.948662527080027e-12,0.0,5.717033106726525e-11,3.024272325466835e-12,7.560680813667087e-13,6.095067147409879e-11,0.0002082591984681264,-2.865243781958583e-24,-9.920546872024778e-11,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.011479602783169163
2.5986851000249874e-06,384.80999486639786,3.700000000000002e-09,74,0,9005.684715295414,9005.684715295414,300.0,172778.29430305166,101325.0,0.0336666837993802,0.0336666837993802,1868.3883460743539,1868.3883460743539,7.772377429352906e-05,105.91786167959084,0.00020825726658170422,1.934343682313885e-09,0.00020825920092538652,5.038763394837454e-09,0.0,-4.72028589911523e-24,0.0,-5.651439101307176e-20,-1.0341306582871828e-25,-0.011258555419581207,-0.010555360039101685,-2.714281804856329,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.030958173113332467,0.04914520236774263,4.938648574654485e-09,5.038763394837454e-09,1.959949709892775e-12,0.0,5.570781277753236e-11,2.9469302864696524e-12,7.367325716174131e-13,5.939147563561942e-11,0.00020825920092538652,-3.6580931679163924e-24,-1.0011482018296899e-10,FIXED_RSP_REPLAY,0.0,0.0,0.011331868587263039
2.5846298806948725e-06,386.9025919220403,3.750000000000002e-09,75,0,8991.191695596866,8991.191695596866,300.0,172234.86013865643,101325.0,0.0336333555624342,0.0336333555624342,1853.486540641597,1853.486540641597,7.775012763595837e-05,106.29718417857381,0.0002082572247241189,1.9786087773921373e-09,0.00020825920333289628,5.041170904553355e-09,0.0,-4.849608800460852e-24,0.0,-6.868794331765485e-21,-1.5913622866268158e-29,-0.011113653090236745,-0.010419472448599695,-2.6793478598373324,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.03016643337800864,0.04815019431801969,4.940156896323385e-09,5.041170904553355e-09,1.9709481460402565e-12,0.0,5.4282703053564057e-11,2.8715619816059575e-12,7.178904954014894e-13,5.78721555305715e-11,0.00020825920333289628,-3.597508650395419e-24,-1.0101400822996969e-10,FIXED_RSP_REPLAY,0.0,0.0,0.011186026664439236
2.570727705249821e-06,388.99491298041653,3.800000000000002e-09,76,0,8976.755347956132,8976.755347956132,300.0,171691.55025657205,101325.0,0.03359978404972658,0.03359978404972658,1838.6554150791992,1838.6554150791992,7.77763833154877e-05,106.6402721386398,0.00020825718255989572,2.0231316934752927e-09,0.0002082592056915892,5.043529597483392e-09,0.0,-4.980679308581416e-24,0.0,-2.4696321964016457e-20,1.0338123284834689e-25,-0.010970609034745461,-0.010285333833597103,-2.644861918911237,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02939490272098106,0.04717385860073491,4.941626641459434e-09,5.043529597483392e-09,1.9816652212406467e-12,0.0,5.2894046034268646e-11,2.7981178280427323e-12,6.995294570106831e-13,5.6391693319322064e-11,0.0002082592056915892,-3.1810910666345928e-24,-1.0190295602395722e-10,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.011042054361717945
2.5569770925325217e-06,391.0868043833604,3.850000000000001e-09,77,0,8962.378853141228,8962.378853141228,300.0,171148.5571651184,101325.0,0.03356599089308658,0.03356599089308658,1823.8987296347493,1823.8987296347493,7.78025356860153e-05,106.94730818461328,0.00020825714009666555,2.0679057178706486e-09,0.0002082592080023834,5.04584039166642e-09,0.0,-5.113497423476921e-24,0.0,7.757149370774134e-21,1.0338079701579271e-25,-0.010829400603240577,-0.01015292175667454,-2.6108185215088136,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.028643072667694846,0.046215883660556956,4.943058795092819e-09,5.04584039166642e-09,1.9921081324736283e-12,0.0,5.154091009857761e-11,2.7265493409013872e-12,6.816373352253468e-13,5.494909677470434e-11,0.0002082592080023834,-2.7715397281928105e-24,-1.0278159657360038e-10,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.010899929015768691
2.543376557207425e-06,393.17811480419533,3.900000000000001e-09,78,0,8948.065275107843,8948.065275107843,300.0,170606.0710038095,101325.0,0.03353199791139004,0.03353199791139004,1809.2201143167115,1809.2201143167115,7.782857930994721e-05,107.2184875538425,0.00020825709734182397,2.112924357431724e-09,0.0002082592102661814,5.048104189710893e-09,0.0,-5.248063145147366e-24,0.0,-5.517902210104465e-20,-1.7221120528793975e-29,-0.010690005212293881,-0.010022214055314045,-2.577212223078253,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.027910446154970417,0.04527596088945977,4.944454317400568e-09,5.048104189710893e-09,2.0022838927702674e-12,0.0,5.0222387285267196e-11,2.6568091371135804e-12,6.642022842783951e-13,5.354339870665917e-11,0.0002082592102661814,-2.923404918778718e-24,-1.0364987231032557e-10,FIXED_RSP_REPLAY,0.0,0.0,0.01075962800642973
2.529924609994151e-06,395.2686953791528,3.950000000000001e-09,79,0,8933.8175598402,8933.8175598402,300.0,170064.2793489065,101325.0,0.03349782708051261,0.03349782708051261,1794.6230662995874,1794.6230662995874,7.785450896019493e-05,107.45401752190887,0.0002082570543025299,2.158181340813706e-09,0.0002082592124838707,5.050321878960813e-09,0.0,-5.384376473592752e-24,0.0,-2.5026426457711832e-21,-1.76684223607107e-29,-0.01055240038386459,-0.009893188840827688,-2.5440376044751947,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02719653753822366,0.044353784998394624,4.945814144277479e-09,5.050321878960813e-09,2.012199335887566e-12,0.0,4.893759272013874e-11,2.588850933193555e-12,6.472127332983888e-13,5.2173656386630684e-11,0.0002082592124838707,-2.5740342010744362e-24,-1.045077346833342e-10,FIXED_RSP_REPLAY,0.0,0.0,0.010621128800101015
2.5166197579437876e-06,397.3583998311502,4e-09,80,0,8919.638534387539,8919.638534387539,300.0,169523.36702735248,101325.0,0.03346350050382809,0.03346350050382809,1780.1109475747662,1780.1109475747662,7.788031962182103e-05,107.65411685231884,0.00020825701098570306,2.2036706203082182e-09,0.00020825921465632337,5.052494331675936e-09,0.0,-5.522437408813079e-24,0.0,-4.305779177895625e-20,-1.8121458831498154e-29,-0.010416563776710004,-0.009765824496863704,-2.511289279535402,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.026500872542452737,0.04344905430245011,4.947139187904601e-09,5.052494331675936e-09,2.0218611208692917e-12,0.0,4.76856640517716e-11,2.5226295382037755e-12,6.306573845509439e-13,5.083895097452632e-11,0.00020825921465632337,-3.4234291367184876e-24,-1.0535514377133479e-10,FIXED_RSP_REPLAY,0.0,0.0,0.010484408984808862
2.503460504757206e-06,399.447084585416,4.05e-09,81,0,8905.530906139687,8905.530906139687,300.0,168983.5159405753,101325.0,0.03342904038331873,0.03342904038331873,1765.686982900725,1765.686982900725,7.790600649326125e-05,107.81901526966381,0.00020825696739802365,2.2493863732654286e-09,0.0002082592167843969,5.054622405222722e-09,0.0,-5.662245950808347e-24,0.0,-4.7805948303552617e-20,1.033789963391873e-25,-0.010282473211599025,-0.00964009967757275,-2.478961901153392,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02582298816893166,0.04256147093570666,4.948430337313048e-09,5.054622405222722e-09,2.0312757364948937e-12,0.0,4.6465760896769124e-11,2.4581008429480158e-12,6.145252107370039e-13,4.9538386950454147e-11,0.0002082592167843969,-3.805919390667568e-24,-1.06192067909674e-10,FIXED_RSP_REPLAY,0.0,0.0,0.010349446298423392
2.4904453511399093e-06,401.5346088771982,4.0999999999999995e-09,82,0,8891.497262371238,8891.497262371238,300.0,168444.9048991707,101325.0,0.03339446899134085,0.03339446899134085,1751.3542580910678,1751.3542580910678,7.793156498706952e-05,107.98447026258154,0.0002082569235459309,2.2953230031084364e-09,0.00020825921886893402,5.056706942273171e-09,0.0,-5.803802099578555e-24,0.0,7.390018054737041e-21,-1.9044735689685244e-29,-0.010150106691432377,-0.009515993305502127,-2.4470501661331414,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02516243256727581,0.04169074100900086,4.949688458941412e-09,5.056706942273171e-09,2.0404495056184752e-12,0.0,4.527706429518065e-11,2.395221806228894e-12,5.988054515572235e-13,4.827109155296677e-11,0.00020825921886893402,-3.2424833777225128e-24,-1.070184833317596e-10,FIXED_RSP_REPLAY,0.0,0.0,0.010216218651247399
2.4775727951916165e-06,403.62083485125595,4.149999999999999e-09,83,0,8877.5400700704,8877.5400700704,300.0,167907.70946915724,101325.0,0.03335980864309219,0.03335980864309219,1737.1157186638407,1737.1157186638407,7.795699073015966e-05,108.3472790197615,0.00020825687943562277,2.3414751399509427e-09,0.00020825922091076272,5.058748771009245e-09,0.0,-5.947105855123705e-24,0.0,-2.712589066901869e-20,-1.951497607708488e-29,-0.010019442417178125,-0.009393484569273735,-2.415548819029921,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02451876488070103,0.04083657472148875,4.950914397185447e-09,5.058748771009245e-09,2.04938858939991e-12,0.0,4.4118776176591884e-11,2.3339504388467385e-12,5.834876097116846e-13,4.703621422515031e-11,0.00020825922091076272,-3.1806871698511196e-24,-1.0783437382379857e-10,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.01008470414398009
2.4648413328268703e-06,405.7056276531694,4.199999999999999e-09,84,0,8863.661676060383,8863.661676060383,300.0,167372.1018302236,101325.0,0.03332508166981577,0.03332508166981577,1722.9741688662866,1722.9741688662866,7.798227956352913e-05,108.6730096840434,0.0002082568350730562,2.387837640825169e-09,0.00020825922291069703,5.060748705330988e-09,0.0,-6.092157217443795e-24,0.0,-3.240675675091954e-20,-1.9990951103355242e-29,-0.00989045880037038,-0.009272552921091562,-2.384452655163558,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.023891555070797026,0.03999868643485635,4.952108974938987e-09,5.060748705330988e-09,2.058098991430274e-12,0.0,4.299011883722183e-11,2.274245785886617e-12,5.685614464716542e-13,4.58329260695801e-11,0.00020825922291069703,-2.576053684991802e-24,-1.0863973039200088e-10,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.009954881081881393
2.452249458223668e-06,407.7888555124275,4.249999999999998e-09,85,0,8849.864307410458,8849.864307410458,300.0,166838.2506462054,101325.0,0.03329031039279355,0.03329031039279355,1708.9322710776314,1708.9322710776314,7.800742754147327e-05,108.96170069442732,0.0002082567904639473,2.4344055895312554e-09,0.0002082592248695368,5.06270754506686e-09,0.0,-6.2389561865388266e-24,0.0,6.1339227307945855e-21,-1.0341804922989697e-25,-0.009763134472786707,-0.009153178074116353,-2.353756522951528,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.023280383726918964,0.03917679471744408,4.953272994125333e-09,5.06270754506686e-09,2.0665865617538173e-12,0.0,4.189033442824217e-11,2.2160679077347473e-12,5.540169769336868e-13,4.4660419312910606e-11,0.0002082592248695368,-3.4642227118492765e-24,-1.0943455094152748e-10,FIXED_RSP_REPLAY,0.0,0.0,0.009826727985816517
2.4397956642964876e-06,409.87038981739846,4.299999999999998e-09,86,0,8836.150072133925,8836.150072133925,300.0,166306.32094780364,101325.0,0.03325551709813707,0.03325551709813707,1694.9925455910595,1694.9925455910595,7.803243093029084e-05,109.21340974195581,0.00020825674561377182,2.4811742961171192e-09,0.00020825922678806793,5.064626076185071e-09,0.0,-6.3875027624087984e-24,0.0,4.232085955959305e-21,1.0337661646405595e-25,-0.00963744829381093,-0.009035339999738285,-2.3234553256840234,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02268484186431323,0.038370622364218405,4.954407236218548e-09,5.064626076185071e-09,2.0748570007887282e-12,0.0,4.0818684455435316e-11,2.1593778601797806e-12,5.398444650449452e-13,4.351790678066004e-11,0.00020825922678806793,-3.58619954045817e-24,-1.1021883996652262e-10,FIXED_RSP_REPLAY,0.0,0.0,0.009700223600740323
2.4274784431912718e-06,411.950105182131,4.349999999999998e-09,87,0,8822.520960158485,8822.520960158485,300.0,165776.4740275253,101325.0,0.0332207240124385,0.0332207240124385,1681.1573707635614,1681.1573707635614,7.80572862065109e-05,109.42821322004868,0.00020825670052776671,2.528139296000652e-09,0.00020825922866706271,5.066505071004943e-09,0.0,-6.537796945053711e-24,0.0,-2.6018059339287563e-20,1.0337612328511307e-25,-0.009513379355898244,-0.008919018924772983,-2.293544022841515,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02210453071428933,0.03757989639744895,4.955512462754262e-09,5.066505071004943e-09,2.082915863148972e-12,0.0,3.9774449290229305e-11,2.104137673884816e-12,5.26034418471204e-13,4.2404621382585324e-11,0.00020825922866706271,-3.570447565902717e-24,-1.1099260825068102e-10,FIXED_RSP_REPLAY,0.0,0.0,0.009575346902081781
2.4152962867984605e-06,414.0278795052207,4.399999999999997e-09,88,0,8808.978844559653,8808.978844559653,300.0,165248.86734659635,101325.0,0.03318595327927165,0.03318595327927165,1667.4289835269215,1667.4289835269215,7.808199005465694e-05,109.77127659842503,0.00020825665521093136,2.575296348745246e-09,0.00020825923050728012,5.0683452884075455e-09,0.0,-6.689838734473564e-24,0.0,-2.4163672447733093e-20,1.0337562437153131e-25,-0.009390906988485803,-0.008804195328601633,-2.264017631037545,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.021539061509099965,0.0368043480520458,4.956589415829717e-09,5.0683452884075455e-09,2.0907685613694674e-12,0.0,3.8756927692085404e-11,2.0503103334595428e-12,5.125775833648857e-13,4.131981560890983e-11,0.00020825923050728012,-3.240463893805147e-24,-1.1175587257782819e-10,FIXED_RSP_REPLAY,0.0,4.440892098500626e-16,0.009452077100407606
2.4032476872812903e-06,416.10359402083304,4.449999999999997e-09,89,0,8795.525483038682,8795.525483038682,300.0,164723.654453626,101325.0,0.0331512269365883,0.0331512269365883,1653.8094802422563,1653.8094802422563,7.810653936457908e-05,110.87800245984499,0.00020825660966802926,2.6226414364997432e-09,0.00020825923230946574,5.0701474740449856e-09,0.0,-6.843628130668358e-24,0.0,-3.6478891196818763e-20,1.0337511972331069e-25,-0.009270010760631185,-0.008690849940272156,-2.2348712246548192,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.020988055263661716,0.03604371274880783,4.9576388185929e-09,5.0701474740449856e-09,2.0984203695368756e-12,0.0,3.7765436342164266e-11,1.9978597563160527e-12,4.994649390790132e-13,4.0262761037559334e-11,0.00020825923230946574,-3.804707700317149e-24,-1.1250865545208519e-10,FIXED_RSP_REPLAY,0.0,0.0,0.009330393644676836
2.3913311376167743e-06,418.1771333419806,4.4999999999999965e-09,90,0,8782.162519628198,8782.162519628198,300.0,164200.98491468516,101325.0,0.03311656689502309,0.03311656689502309,1640.300817882216,1640.300817882216,7.813093122838844e-05,111.97347640471871,0.00020825656390359014,2.6701707621166325e-09,0.00020825923407435227,5.071912360547897e-09,0.0,-6.999165133638093e-24,0.0,-1.6874039035702424e-20,1.033746093404512e-25,-0.0091506704826111,-0.008578963735575358,-2.2060999362306366,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.02045114255582033,0.035297730058220525,4.958661375720692e-09,5.071912360547897e-09,2.105876426828236e-12,0.0,3.679930938815855e-11,1.9467507714547277e-12,4.866876928636819e-13,3.923274785247696e-11,0.00020825923407435227,-2.9351179254994395e-24,-1.1325098482720522e-10,FIXED_RSP_REPLAY,0.0,0.0,0.00921027622434299
2.379545132145576e-06,420.2483854964017,4.549999999999996e-09,91,0,8768.891486608027,8768.891486608027,300.0,163681.00425439153,101325.0,0.03308199491711058,0.03308199491711058,1626.9048155230653,1626.9048155230653,7.815516293701903e-05,113.05760233393626,0.00020825651792191248,2.717880746958966e-09,0.00020825923580265943,5.073640667730745e-09,0.0,-7.15644974338277e-24,0.0,-3.2201853070919776e-20,1.0337409322295283e-25,-0.009032866206671517,-0.008468517934107377,-2.1776989566377347,241.08615214839827,0.0041478948130727125,241.08615214839827,5e-11,0.01992796330651689,0.03456614365695236,4.959657773886018e-09,5.073640667730745e-09,2.1131417409596767e-12,0.0,3.585789800014913e-11,1.8969490982964314e-12,4.742372745741079e-13,3.822908437301967e-11,0.00020825923580265943,-2.844241149217979e-24,-1.1398289384472712e-10,FIXED_RSP_REPLAY,0.0,0.0,0.009091704770514976
