step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m
514,5.1400000000000472e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3756862601086227e-05,128893.08724207971,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14041233.497984124,5.1400000000000472e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.3325766588580956,2719243898401953,2719243898401953,14041233.497984124,68609230171.107399,0.035306136402216047,68609230171.107399,0.035306136402216047,1.4575298360090306e-11,1.4575298360090306e-11,1.4575298360090306e-11,3.652422331490264e-11,5.6278255774233744e-11,1.5381856349566796e-05,1.5381856349566796e-05,1.5381856349566796e-05,1.0081982408811037e-05,1.485186895549122e-05,5.7562543893145661e-07,5.7562543893145661e-07,5.7562543893145661e-07,1.213574637241791e-06,1.7877289157210917e-06,39493.218231993029,39493.218231993029,31664.514231587655,35578.866231790344,39101.783031972758,1457.5298360090305,57562543.893145658,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14041233.497984124,2719243898401953,0.035306136402216047,68609230171.107399,1.4575298360090306e-11,5.7562543893145661e-07,39493.218231993029,11053232.345804412,1741765586675329.5,0.037179478215212877,42855548544.680702,0.0081041762037986839,0.0081041762037986839,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4606953836099474e-15,-1.5950326652070647e-13
515,5.1500000000000473e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3758163141973911e-05,130054.08876838825,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14085950.784386115,5.1500000000000473e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.3495593803368724,2719488908886088.5,2719488908886088.5,14085950.784386115,69072781829.019318,0.035290083913926004,69072781829.019318,0.035290083913926004,1.4477482642517132e-11,1.4477482642517132e-11,1.4477482642517132e-11,3.6200535579078412e-11,5.5751283221983558e-11,1.5376248059989013e-05,1.5376248059989013e-05,1.5376248059989013e-05,1.007392240155903e-05,1.4846015494146014e-05,5.7583539093907717e-07,5.7583539093907717e-07,5.7583539093907717e-07,1.2157190468253247e-06,1.7916143371229476e-06,39774.552327762925,39774.552327762925,32035.354684742113,35904.953506252517,39387.592445611881,1447.7482642517132,57583539.093907714,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14085950.784386115,2719488908886088.5,0.035290083913926004,69072781829.019318,1.4477482642517132e-11,5.7583539093907717e-07,39774.552327762925,11088433.718648359,1741321149786151.2,0.037157478601664254,43168452787.972443,0.0081822355442731989,0.0081822355442731989,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4596395619876166e-15,-1.6014040371249543e-13
516,5.1600000000000475e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3759475196692323e-05,131205.47184120218,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14130668.070702035,5.1600000000000475e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.3665421017829606,2719737285365463,2719737285365463,14130668.070702035,69537186174.125671,0.035274133023653682,69537186174.125671,0.035274133023653682,1.438079472321377e-11,1.438079472321377e-11,1.438079472321377e-11,3.5881435293977474e-11,5.5232011807664815e-11,1.5370701804460734e-05,1.5370701804460734e-05,1.5370701804460734e-05,1.0065905037299989e-05,1.4840222127744658e-05,5.7604317131638224e-07,5.7604317131638224e-07,5.7604317131638224e-07,1.2178668349598886e-06,1.795508132239044e-06,40056.421248161038,40056.421248161038,32408.909412531284,36232.665330346164,39674.045656379552,1438.0794723213771,57604317.131638221,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14130668.070702035,2719737285365463,0.035274133023653682,69537186174.125671,1.438079472321377e-11,5.7604317131638224e-07,40056.421248161038,11123635.091514649,1740877715920206,0.037135618226133829,43482115427.707687,0.0082607177097227709,0.0082607177097227709,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4585700749667712e-15,-1.6077961833721181e-13
517,5.1700000000000476e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.376079866989114e-05,132347.31988174713,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14175385.356932096,5.1700000000000476e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.3835248231964412,2719989008588003,2719989008588003,14175385.356932096,70002438012.256134,0.03525828276990367,70002438012.256134,0.03525828276990367,1.4285216749521188e-11,1.4285216749521188e-11,1.4285216749521188e-11,3.5566836119777887e-11,5.4720293553008917e-11,1.5365217041539149e-05,1.5365217041539149e-05,1.5365217041539149e-05,1.005792993009969e-05,1.4834488330395202e-05,5.7624879550110592e-07,5.7624879550110592e-07,5.7624879550110592e-07,1.220018054122834e-06,1.7994103868823892e-06,40338.820586703427,40338.820586703427,32785.188210984554,36562.004398843987,39961.138967917483,1428.5216749521189,57624879.550110593,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14175385.356932096,2719989008588003,0.03525828276990367,70002438012.256134,1.4285216749521188e-11,5.7624879550110592e-07,40338.820586703427,11158836.464403814,1740435279615702.2,0.037113895770911537,43796532716.764389,0.0083396231228185271,0.0083396231228185271,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4574869145507317e-15,-1.6142092101361946e-13
518,5.1800000000000478e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3762133467041567e-05,133479.71504273225,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14220102.643076694,5.1800000000000478e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4005075445774651,2720244059049593,2720244059049593,14220102.643076694,70468532187.84227,0.035242532203274751,70468532187.84227,0.035242532203274751,1.4190731223610289e-11,1.4190731223610289e-11,1.4190731223610289e-11,3.525665371605102e-11,5.4215983959247677e-11,1.5359793233995205e-05,1.5359793233995205e-05,1.5359793233995205e-05,1.004999669772713e-05,1.4828813580368397e-05,5.7645227887595437e-07,5.7645227887595437e-07,5.7645227887595437e-07,1.2221727567971315e-06,1.8033211869261909e-06,40621.745968725219,40621.745968725219,33164.200937894711,36892.973453309969,40248.868717183694,1419.0731223610289,57645227.887595437,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14220102.643076694,2720244059049593,0.035242532203274751,70468532187.84227,1.4190731223610289e-11,5.7645227887595437e-07,40621.745968725219,11194037.837316504,1739993835267720.5,0.037092309934862261,44111700928.384811,0.0084189522034108649,0.0084189522034108649,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4563900726413466e-15,-1.620643223912966e-13
519,5.190000000000048e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3763479494423854e-05,134602.73822867888,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14264819.929136101,5.190000000000048e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4174902659261353,2720502416994660.5,2720502416994660.5,14264819.929136101,70935463583.610504,0.035226880386270497,70935463583.610504,0.035226880386270497,1.4097320994051387e-11,1.4097320994051387e-11,1.4097320994051387e-11,3.4950805687186581e-11,5.3718941911008252e-11,1.5354429848731793e-05,1.5354429848731793e-05,1.5354429848731793e-05,1.0042104961587983e-05,1.4823197360017411e-05,5.7665363676993302e-07,5.7665363676993302e-07,5.7665363676993302e-07,1.2243309954756439e-06,1.8072406183107836e-06,40905.193051450144,40905.193051450144,33545.957513716181,37225.575282583159,40537.231274563448,1409.7320994051388,57665363.676993303,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14264819.929136101,2720502416994660.5,0.035226880386270497,70935463583.610504,1.4097320994051387e-11,5.7665363676993302e-07,40905.193051450144,11229239.210253308,1739553377128614,0.037070859433166056,44427616356.098801,0.0084987053685030671,0.0084987053685030671,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4552795410349106e-15,-1.6270983315073283e-13
520,5.2000000000000481e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3764836659115139e-05,135716.46912844674,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14309537.215110634,5.2000000000000481e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4344729872425708,2720764062416747,2720764062416747,14309537.215110634,71403227120.281906,0.03521132639311314,71403227120.281906,0.03521132639311314,1.4004969247614756e-11,1.4004969247614756e-11,1.4004969247614756e-11,3.4649211529524259e-11,5.3229029583242809e-11,1.5349126356703304e-05,1.5349126356703304e-05,1.5349126356703304e-05,1.0034254346659229e-05,1.4817639155698895e-05,5.7685288445965398e-07,5.7685288445965398e-07,5.7685288445965398e-07,1.2264928226653675e-06,1.8111687670505096e-06,41189.157524062408,41189.157524062408,33930.467922463693,37559.81272326305,40826.223043982471,1400.4969247614756,57685288.445965402,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14309537.215110634,2720764062416747,0.03521132639311314,71403227120.281906,1.4004969247614756e-11,5.7685288445965398e-07,41189.157524062408,11264440.583214819,1739113899308403.5,0.037049542997063235,44744275313.648712,0.0085788830322247843,0.0085788830322247843,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4543078289226557e-15,-1.633574543567968e-13
521,5.2100000000000483e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3766204858466927e-05,136819.93517880575,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14354254.501000589,5.2100000000000483e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4514557085268871,2721028975059065,2721028975059065,14354254.501000589,71871817756.27121,0.035195869309561117,71871817756.27121,0.035195869309561117,1.3913659501296592e-11,1.3913659501296592e-11,1.3913659501296592e-11,3.4351792580132011e-11,5.2746112351083877e-11,1.5343882232836758e-05,1.5343882232836758e-05,1.5343882232836758e-05,1.002644447313605e-05,1.4812138456866687e-05,5.770500371706157e-07,5.770500371706157e-07,5.770500371706157e-07,1.228658294201371e-06,1.8151057255290505e-06,41473.635107776019,41473.635107776019,34317.742333428119,37895.688720602069,41115.840469058625,1391.3659501296593,57705003.717061572,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14354254.501000589,2721028975059065,0.035195869309561117,71871817756.27121,1.3913659501296592e-11,5.770500371706157e-07,41473.635107776019,11299641.956201663,1738675394443856.5,0.037028359373604179,45061674134.912613,0.0086594856044979948,0.0086594856044979948,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4535801573957689e-15,-1.6400719000684054e-13
522,5.2200000000000484e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3767583983642654e-05,137912.5175727212,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14398971.786806198,5.2200000000000484e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4684384297791695,2721297134412065.5,2721297134412065.5,14398971.786806198,72341230487.387939,0.035180508232729897,72341230487.387939,0.035180508232729897,1.3823375594562789e-11,1.3823375594562789e-11,1.3823375594562789e-11,3.4058471967177409e-11,5.2270058702530568e-11,1.5338696955937557e-05,1.5338696955937557e-05,1.5338696955937557e-05,1.0018674958966637e-05,1.4806694756240465e-05,5.772451100790915e-07,5.772451100790915e-07,5.772451100790915e-07,1.2308274682791112e-06,1.8190515906591285e-06,41758.621555949183,41758.621555949183,34707.791071784042,38233.206313866613,41406.080031740923,1382.337559456279,57724511.007909149,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14398971.786806198,2721297134412065.5,0.035180508232729897,72341230487.387939,1.3823375594562789e-11,5.772451100790915e-07,41758.621555949183,11334843.329214389,1738237854111655.5,0.037007307325403915,45379809173.825607,0.0087405134913345565,0.0087405134913345565,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4528388506490385e-15,-1.646590670612954e-13
523,5.2300000000000486e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.376897394454905e-05,138996.09063960661,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14443689.072527781,5.2300000000000486e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.4854211509995405,2721568519711871,2721568519711871,14443689.072527781,72811460346.541595,0.035165242270916178,72811460346.541595,0.035165242270916178,1.3734101681803421e-11,1.3734101681803421e-11,1.3734101681803421e-11,3.3769174561829633e-11,5.1800740153853221e-11,1.533357000860166e-05,1.533357000860166e-05,1.533357000860166e-05,1.0010945439503403e-05,1.4801307551691833e-05,5.7743811831380915e-07,5.7743811831380915e-07,5.7743811831380915e-07,1.2330003975665405e-06,1.8230064488939989e-06,42044.112654187506,42044.112654187506,35100.624330080413,38572.368492133959,41696.938237982147,1373.410168180342,57743811.831380919,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14443689.072527781,2721568519711871,0.035165242270916178,72811460346.541595,1.3734101681803421e-11,5.7743811831380915e-07,42044.112654187506,11370044.702253619,1737801271996077.8,0.036986385630401061,45698676804.302673,0.0088219670979274804,0.0088219670979274804,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.452083891898256e-15,-1.6531309632717442e-13
524,5.2400000000000488e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3770374651835442e-05,140070.72863917926,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14488406.358165648,5.2400000000000488e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.5024038721881183,2721843109945782,2721843109945782,14488406.358165648,73282502403.44574,0.035150070543425345,73282502403.44574,0.035150070543425345,1.3645822224992415e-11,1.3645822224992415e-11,1.3645822224992415e-11,3.3483826931645545e-11,5.1338031167633361e-11,1.5328500877169062e-05,1.5328500877169062e-05,1.5328500877169062e-05,1.0003255553420448e-05,1.47959763447942e-05,5.7762907695610432e-07,5.7762907695610432e-07,5.7762907695610432e-07,1.2351771347630466e-06,1.8269703867892943e-06,42330.104220335859,42330.104220335859,35496.252368242524,38913.178294289188,41988.411627731191,1364.5822224992417,57762907.695610434,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14488406.358165648,2721843109945782,0.035150070543425345,73282502403.44574,1.3645822224992415e-11,5.7762907695610432e-07,42330.104220335859,11405246.075319966,1737365641640638,0.036965593081621451,46018273420.158295,0.008903846826476958,0.008903846826476958,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4513152642462101e-15,-1.6596928864294198e-13
525,5.2500000000000489e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.3771786016882749e-05,141136.50473069123,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14533123.643720172,5.2500000000000489e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.5193865933450441,2722120883852779.5,2722120883852779.5,14533123.643720172,73754351764.325989,0.035134992180402058,73754351764.325989,0.035134992180402058,1.3558521986545164e-11,1.3558521986545164e-11,1.3558521986545164e-11,3.3202357295384448e-11,5.0881809073339811e-11,1.532348905165047e-05,1.532348905165047e-05,1.532348905165047e-05,9.9956049426540805e-06,1.479070064075083e-05,5.7781800104110944e-07,5.7781800104110944e-07,5.7781800104110944e-07,1.2373577326035459e-06,1.8309434910097384e-06,42616.592104545663,42616.592104545663,35894.685514474935,39255.638809510303,42280.496775042127,1355.8521986545163,57781800.104110941,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14533123.643720172,2722120883852779.5,0.035134992180402058,73754351764.325989,1.3558521986545164e-11,5.7781800104110944e-07,42616.592104545663,11440447.448414074,1736930956448453,0.036944928486945944,46338595435.026627,0.0089861530761590827,0.0089861530761590827,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4505329506790253e-15,-1.6662765487860907e-13
526,5.2600000000000491e-12,1e-14,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.377320795179302e-05,142193.49102713951,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.3750000000000005e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.1875e-05,6.5624999999999996e-05,7.5000000000000061e-06,2633104.8564786837,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,22358664.220866557,17600693.052162308,21882867.103996132,8.4913687223103427,6.68438744809432,8.3106705948887392,14577840.929191653,5.2600000000000491e-12,3.3333333333333337e-06,6.5624999999999996e-05,5.5363693144704307,2722401819924010.5,2722401819924010.5,14577840.929191653,74227003571.627518,0.035120006322664078,74227003571.627518,0.035120006322664078,1.347218602236881e-11,1.347218602236881e-11,1.347218602236881e-11,3.2924695479203426e-11,5.0431953990354587e-11,1.5318534025655288e-05,1.5318534025655288e-05,1.5318534025655288e-05,9.9879932523444311e-06,1.4785479948324202e-05,5.7800490555892085e-07,5.7800490555892085e-07,5.7800490555892085e-07,1.2395422438625521e-06,1.8349258483358199e-06,42903.572189340244,42903.572189340244,36295.934166165251,39599.753177752747,42573.190288181497,1347.218602236881,57800490.555892088,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.5624999999999996e-05,14577840.929191653,2722401819924010.5,0.035120006322664078,74227003571.627518,1.347218602236881e-11,5.7800490555892085e-07,42903.572189340244,11475648.821536556,1736497209682600,0.036924390668882673,46659639282.279816,0.009068886243093259,0.009068886243093259,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-2.4497448332467801e-15,-1.6728820593583094e-13
