step,time_s,K_ion_z_A_m_s,K_ion_abs_A_m_s,dMdt_native_A_m_s
553,5.52999999999998e-13,0.032730191989622,0.032730191989622,-0.06846342026473451
554,5.539999999999979e-13,0.0327329092190646,0.0327329092190646,-0.06847025507531157
555,5.549999999999979e-13,0.0327356251803529,0.0327356251803529,-0.0684770873185272
556,5.559999999999979e-13,0.0327383398732651,0.0327383398732651,-0.06848391699284662
557,5.569999999999979e-13,0.0327410532975796,0.0327410532975796,-0.06849074409716138
558,5.579999999999979e-13,0.0327437654530749,0.0327437654530749,-0.06849756862986567
559,5.589999999999979e-13,0.0327464763395294,0.0327464763395294,-0.06850439058977997
560,5.59999999999998e-13,0.0327491859567223,0.0327491859567223,-0.06851120997524163
561,5.60999999999998e-13,0.0327518943044319,0.0327518943044319,-0.06851802678488639
562,5.61999999999998e-13,0.0327546013824371,0.0327546013824371,-0.06852484101781897
563,5.629999999999979e-13,0.0327573071905172,0.0327573071905172,-0.06853165267254724
564,5.639999999999979e-13,0.0327600117284512,0.0327600117284512,-0.06853846174702483
565,5.649999999999979e-13,0.0327627149960178,0.0327627149960178,-0.0685452682402996
566,5.659999999999979e-13,0.0327654169929967,0.0327654169929967,-0.06855207215117787
567,5.669999999999979e-13,0.0327681177191671,0.0327681177191671,-0.06855887347812484
568,5.679999999999979e-13,0.0327708171743081,0.0327708171743081,-0.06856567221987575
569,5.689999999999979e-13,0.0327735153581995,0.0327735153581995,-0.06857246837495268
570,5.699999999999979e-13,0.0327762122706211,0.0327762122706211,-0.06857926194196295
571,5.709999999999979e-13,0.0327789079113523,0.0327789079113523,-0.06858605291949971
572,5.719999999999979e-13,0.0327816022801728,0.0327816022801728,-0.0685928413063408
573,5.729999999999979e-13,0.0327842953768626,0.0327842953768626,-0.06859962710096568
574,5.739999999999979e-13,0.0327869872012017,0.0327869872012017,-0.06860641030216641
575,5.749999999999979e-13,0.03278967775297,0.03278967775297,-0.06861319090852191
576,5.759999999999978e-13,0.0327923670319479,0.0327923670319479,-0.06861996891869637
577,5.769999999999978e-13,0.0327950550379155,0.0327950550379155,-0.06862674433111238
578,5.779999999999978e-13,0.0327977417706529,0.0327977417706529,-0.06863351714460464
579,5.789999999999978e-13,0.0328004272299407,0.0328004272299407,-0.06864028735807892
580,5.799999999999978e-13,0.0328031114155596,0.0328031114155596,-0.06864705496943202
581,5.809999999999978e-13,0.0328057943272898,0.0328057943272898,-0.0686538199779676
582,5.819999999999978e-13,0.0328084759649124,0.0328084759649124,-0.06866058238213668
583,5.829999999999978e-13,0.0328111563282078,0.0328111563282078,-0.06866734218031922
584,5.839999999999978e-13,0.032813835416957,0.032813835416957,-0.06867409937180469
585,5.849999999999978e-13,0.0328165132309412,0.0328165132309412,-0.06868085395451828
586,5.859999999999978e-13,0.0328191897699412,0.0328191897699412,-0.0686876059273942
587,5.869999999999978e-13,0.032821865033738,0.032821865033738,-0.06869435528939505
588,5.879999999999978e-13,0.0328245390221133,0.0328245390221133,-0.06870110203846025
589,5.889999999999978e-13,0.032827211734848,0.032827211734848,-0.06870784617383663
590,5.899999999999978e-13,0.0328298831717239,0.0328298831717239,-0.06871458769407468
591,5.909999999999978e-13,0.0328325533325219,0.0328325533325219,-0.06872132659761121
592,5.919999999999978e-13,0.0328352222170244,0.0328352222170244,-0.0687280628833804
593,5.929999999999978e-13,0.0328378898250125,0.0328378898250125,-0.06873479654970538
594,5.939999999999978e-13,0.0328405561562683,0.0328405561562683,-0.0687415275954919
595,5.949999999999978e-13,0.0328432212105736,0.0328432212105736,-0.06874825601902046
596,5.959999999999978e-13,0.03284588498771,0.03284588498771,-0.0687549818194384
597,5.969999999999979e-13,0.0328485474874602,0.0328485474874602,-0.06876170499522516
598,5.979999999999979e-13,0.0328512087096058,0.0328512087096058,-0.06876842554495965
599,5.989999999999979e-13,0.0328538686539295,0.0328538686539295,-0.06877514346753344
600,5.999999999999978e-13,0.0328565273202134,0.0328565273202134,-0.06878185876111331
601,6.009999999999978e-13,0.0328591847082399,0.0328591847082399,-0.06878857142467609
602,6.019999999999978e-13,0.0328618408177914,0.0328618408177914,-0.06879528145705649
603,6.029999999999977e-13,0.0328644956486509,0.0328644956486509,-0.06880198885666289
604,6.039999999999977e-13,0.0328671492006009,0.0328671492006009,-0.06880869362218789
605,6.049999999999977e-13,0.0328698014734241,0.0328698014734241,-0.06881539575216777
606,6.059999999999977e-13,0.0328724524669035,0.0328724524669035,-0.06882209524550831
607,6.069999999999977e-13,0.0328751021808221,0.0328751021808221,-0.06882879210101578
608,6.079999999999977e-13,0.0328777506149629,0.0328777506149629,-0.06883548631688541
609,6.089999999999977e-13,0.0328803977691091,0.0328803977691091,-0.06884217789185243
610,6.099999999999977e-13,0.0328830436430438,0.0328830436430438,-0.06884886682496472
611,6.109999999999977e-13,0.0328856882365508,0.0328856882365508,-0.06885555311484381
612,6.119999999999977e-13,0.032888331549413,0.032888331549413,-0.06886223675971337
613,6.129999999999977e-13,0.0328909735814144,0.0328909735814144,-0.0688689177585502
614,6.139999999999977e-13,0.0328936143323382,0.0328936143323382,-0.0688755961101748
615,6.149999999999977e-13,0.0328962538019686,0.0328962538019686,-0.06888227181296713
616,6.159999999999978e-13,0.032898891990089,0.032898891990089,-0.06888894486564823
617,6.169999999999978e-13,0.0329015288964835,0.0329015288964835,-0.06889561526708121
618,6.179999999999978e-13,0.032904164520936,0.032904164520936,-0.06890228301548973
619,6.189999999999978e-13,0.0329067988632306,0.0329067988632306,-0.06890894811020587
620,6.199999999999978e-13,0.0329094319231518,0.0329094319231518,-0.0689156105496096
621,6.209999999999978e-13,0.0329120637004834,0.0329120637004834,-0.0689222703319956
622,6.219999999999978e-13,0.0329146941950098,0.0329146941950098,-0.0689289274567102
623,6.229999999999977e-13,0.0329173234065159,0.0329173234065159,-0.06893558192201965
624,6.239999999999976e-13,0.0329199513347861,0.0329199513347861,-0.06894223372651709
625,6.249999999999976e-13,0.0329225779796047,0.0329225779796047,-0.06894888286915091
626,6.259999999999976e-13,0.0329252033407568,0.0329252033407568,-0.06895552934868476
627,6.269999999999976e-13,0.0329278274180272,0.0329278274180272,-0.06896217316324282
628,6.279999999999976e-13,0.0329304502112004,0.0329304502112004,-0.06896881431208612
629,6.289999999999976e-13,0.0329330717200622,0.0329330717200622,-0.06897545279385042
630,6.299999999999976e-13,0.032935691944397,0.032935691944397,-0.06898208860675936
631,6.309999999999976e-13,0.0329383108839904,0.0329383108839904,-0.06898872174988924
632,6.319999999999976e-13,0.0329409285386274,0.0329409285386274,-0.06899535222210318
633,6.329999999999976e-13,0.0329435449080939,0.0329435449080939,-0.0690019800215822
634,6.339999999999976e-13,0.0329461599921748,0.0329461599921748,-0.06900860514708995
635,6.349999999999976e-13,0.032948773790656,0.032948773790656,-0.06901522759787326
636,6.359999999999977e-13,0.0329513863033232,0.0329513863033232,-0.06902184737214156
637,6.369999999999977e-13,0.0329539975299619,0.0329539975299619,-0.0690284644685164
638,6.379999999999977e-13,0.0329566074703583,0.0329566074703583,-0.06903507888586091
639,6.389999999999977e-13,0.0329592161242982,0.0329592161242982,-0.06904169062282506
640,6.399999999999977e-13,0.0329618234915675,0.0329618234915675,-0.06904829967820092
641,6.409999999999977e-13,0.0329644295719525,0.0329644295719525,-0.06905490605063846
642,6.419999999999977e-13,0.0329670343652394,0.0329670343652394,-0.06906150973874503
643,6.429999999999977e-13,0.0329696378712145,0.0329696378712145,-0.06906811074146901
644,6.439999999999977e-13,0.0329722400896645,0.0329722400896645,-0.06907470905713353
645,6.449999999999977e-13,0.0329748410203755,0.0329748410203755,-0.06908130468443119
646,6.459999999999977e-13,0.0329774406631342,0.0329774406631342,-0.06908789762238143
647,6.469999999999976e-13,0.0329800390177273,0.0329800390177273,-0.0690944878697195
648,6.479999999999976e-13,0.0329826360839419,0.0329826360839419,-0.06910107542483956
649,6.489999999999976e-13,0.0329852318615643,0.0329852318615643,-0.06910766028646265
650,6.499999999999975e-13,0.032987826350382,0.032987826350382,-0.06911424245377873
651,6.509999999999975e-13,0.0329904195501821,0.0329904195501821,-0.06912082192484093
652,6.519999999999976e-13,0.0329930114607514,0.0329930114607514,-0.06912739869856921
653,6.529999999999976e-13,0.0329956020818773,0.0329956020818773,-0.0691339727738125
654,6.539999999999976e-13,0.0329981914133473,0.0329981914133473,-0.06914054414919235
655,6.549999999999976e-13,0.0330007794549487,0.0330007794549487,-0.06914711282334451
656,6.559999999999976e-13,0.0330033662064692,0.0330033662064692,-0.06915367879507528
657,6.569999999999975e-13,0.0330059516676961,0.0330059516676961,-0.06916024206326199
658,6.579999999999975e-13,0.0330085358384176,0.0330085358384176,-0.06916680262600039
659,6.589999999999976e-13,0.0330111187184211,0.0330111187184211,-0.06917336048255152
660,6.599999999999976e-13,0.0330137003074948,0.0330137003074948,-0.06917991563170744
661,6.609999999999976e-13,0.0330162806054265,0.0330162806054265,-0.06918646807164919
662,6.619999999999976e-13,0.0330188596120044,0.0330188596120044,-0.06919301780168041
663,6.629999999999976e-13,0.033021437327017,0.033021437327017,-0.06919956482015266
664,6.639999999999976e-13,0.0330240137502522,0.0330240137502522,-0.06920610912564484
665,6.649999999999976e-13,0.0330265888814984,0.0330265888814984,-0.0692126507171622
666,6.659999999999976e-13,0.0330291627205444,0.0330291627205444,-0.06921918959348261
667,6.669999999999976e-13,0.0330317352671785,0.0330317352671785,-0.06922572575304287
668,6.679999999999976e-13,0.0330343065211896,0.0330343065211896,-0.06923225919473452
669,6.689999999999976e-13,0.0330368764823662,0.0330368764823662,-0.06923878991736387
670,6.699999999999975e-13,0.0330394451504974,0.0330394451504974,-0.06924531791926825
671,6.709999999999975e-13,0.0330420125253719,0.0330420125253719,-0.06925184319939603
672,6.719999999999975e-13,0.033044578606779,0.033044578606779,-0.06925836575668143
673,6.729999999999975e-13,0.0330471433945077,0.0330471433945077,-0.06926488558958965
674,6.739999999999975e-13,0.0330497068883474,0.0330497068883474,-0.06927140269685594
675,6.749999999999975e-13,0.0330522690880873,0.0330522690880873,-0.06927791707738606
676,6.759999999999975e-13,0.0330548299935169,0.0330548299935169,-0.0692844287295884
677,6.769999999999975e-13,0.0330573896044256,0.0330573896044256,-0.06929093765241134
678,6.779999999999975e-13,0.0330599479206031,0.0330599479206031,-0.06929744384474645
679,6.789999999999975e-13,0.0330625049418394,0.0330625049418394,-0.06930394730484579
680,6.799999999999975e-13,0.0330650606679238,0.0330650606679238,-0.06931044803174302
681,6.809999999999974e-13,0.0330676150986466,0.0330676150986466,-0.06931694602423022
682,6.819999999999974e-13,0.0330701682337975,0.0330701682337975,-0.0693234412808863
683,6.829999999999974e-13,0.0330727200731669,0.0330727200731669,-0.06932993380040386
684,6.839999999999974e-13,0.0330752706165447,0.0330752706165447,-0.06933642358167447
685,6.849999999999974e-13,0.0330778198637214,0.0330778198637214,-0.06934291062339071
686,6.859999999999974e-13,0.0330803678144874,0.0330803678144874,-0.06934939492406045
687,6.869999999999974e-13,0.0330829144686329,0.0330829144686329,-0.0693558764826463
688,6.879999999999974e-13,0.0330854598259487,0.0330854598259487,-0.06936235529784085
689,6.889999999999975e-13,0.0330880038862253,0.0330880038862253,-0.0693688313684504
690,6.899999999999975e-13,0.0330905466492538,0.0330905466492538,-0.06937530469312492
691,6.909999999999975e-13,0.0330930881148247,0.0330930881148247,-0.06938177527058542
692,6.919999999999975e-13,0.0330956282827291,0.0330956282827291,-0.06938824309943925
693,6.929999999999975e-13,0.0330981671527579,0.0330981671527579,-0.06939470817864901
694,6.939999999999974e-13,0.0331007047247025,0.0331007047247025,-0.0694011705070352
695,6.949999999999973e-13,0.0331032409983542,0.0331032409983542,-0.06940763008296358
696,6.959999999999973e-13,0.0331057759735039,0.0331057759735039,-0.06941408690539674
697,6.969999999999973e-13,0.0331083096499434,0.0331083096499434,-0.06942054097314099
698,6.979999999999973e-13,0.0331108420274639,0.0331108420274639,-0.0694269922847468
699,6.989999999999973e-13,0.0331133731058573,0.0331133731058573,-0.06943344083921943
700,6.999999999999973e-13,0.0331159028849154,0.0331159028849154,-0.06943988663512357
701,7.009999999999973e-13,0.0331184313644295,0.0331184313644295,-0.0694463296711092
702,7.019999999999973e-13,0.0331209585441921,0.0331209585441921,-0.06945276994608207
703,7.029999999999973e-13,0.0331234844239947,0.0331234844239947,-0.06945920745880585
704,7.039999999999973e-13,0.0331260090036298,0.0331260090036298,-0.06946564220795892
705,7.049999999999973e-13,0.0331285322828894,0.0331285322828894,-0.06947207419231916
706,7.059999999999973e-13,0.0331310542615658,0.0331310542615658,-0.06947850341059336
707,7.069999999999973e-13,0.0331335749394515,0.0331335749394515,-0.06948492986148835
708,7.079999999999974e-13,0.0331360943163388,0.0331360943163388,-0.06949135354386726
709,7.089999999999974e-13,0.0331386123920204,0.0331386123920204,-0.06949777445633742
710,7.099999999999974e-13,0.0331411291662888,0.0331411291662888,-0.06950419259788987
711,7.109999999999974e-13,0.0331436446389371,0.0331436446389371,-0.06951060796704667
712,7.119999999999974e-13,0.0331461588097578,0.0331461588097578,-0.06951702056251463
713,7.129999999999974e-13,0.0331486716785439,0.0331486716785439,-0.069523430383299
714,7.139999999999974e-13,0.0331511832450887,0.0331511832450887,-0.06952983742806396
715,7.149999999999974e-13,0.0331536935091853,0.0331536935091853,-0.0695362416953742
716,7.159999999999974e-13,0.0331562024706266,0.0331562024706266,-0.0695426431842634
717,7.169999999999973e-13,0.0331587101292064,0.0331587101292064,-0.06954904189343836
718,7.179999999999973e-13,0.033161216484718,0.033161216484718,-0.06955543782146378
719,7.189999999999973e-13,0.0331637215369547,0.0331637215369547,-0.06956183096740176
720,7.199999999999972e-13,0.0331662252857107,0.0331662252857107,-0.06956822132963225
721,7.209999999999972e-13,0.033168727730779,0.033168727730779,-0.06957460890686207
722,7.219999999999972e-13,0.0331712288719536,0.0331712288719536,-0.06958099369836646
723,7.229999999999972e-13,0.0331737287090289,0.0331737287090289,-0.06958737570275275
724,7.239999999999972e-13,0.0331762272417985,0.0331762272417985,-0.06959375491858566
725,7.249999999999972e-13,0.0331787244700566,0.0331787244700566,-0.0696001313447141
726,7.259999999999972e-13,0.0331812203935975,0.0331812203935975,-0.0696065049798591
727,7.269999999999972e-13,0.0331837150122155,0.0331837150122155,-0.06961287582279851
728,7.279999999999972e-13,0.0331862083257048,0.0331862083257048,-0.06961924387223917
729,7.289999999999972e-13,0.0331887003338599,0.0331887003338599,-0.06962560912704419
730,7.299999999999973e-13,0.0331911910364758,0.0331911910364758,-0.06963197158611933
731,7.309999999999974e-13,0.0331936804333466,0.0331936804333466,-0.06963833124807195
732,7.319999999999972e-13,0.0331961685242677,0.0331961685242677,-0.06964468811159463
733,7.329999999999972e-13,0.0331986553090335,0.0331986553090335,-0.06965104217542262
734,7.339999999999972e-13,0.0332011407874391,0.0332011407874391,-0.06965739343866062
735,7.349999999999972e-13,0.03320362495928,0.03320362495928,-0.06966374189980229
736,7.359999999999972e-13,0.0332061078243507,0.0332061078243507,-0.06967008755758286
737,7.369999999999972e-13,0.0332085893824469,0.0332085893824469,-0.06967643041102178
738,7.379999999999972e-13,0.0332110696333638,0.0332110696333638,-0.06968277045852744
739,7.389999999999972e-13,0.0332135485768969,0.0332135485768969,-0.06968910769924719
740,7.399999999999971e-13,0.0332160262128421,0.0332160262128421,-0.06969544213183099
741,7.409999999999971e-13,0.0332185025409944,0.0332185025409944,-0.06970177375490039
742,7.419999999999971e-13,0.0332209775611502,0.0332209775611502,-0.06970810256720483
743,7.429999999999971e-13,0.0332234512731047,0.0332234512731047,-0.06971442856790588
744,7.439999999999972e-13,0.0332259236766545,0.0332259236766545,-0.06972075175568193
745,7.449999999999972e-13,0.0332283947715953,0.0332283947715953,-0.06972707212869977
746,7.459999999999972e-13,0.0332308645577231,0.0332308645577231,-0.06973338968650467
747,7.469999999999972e-13,0.0332333330348345,0.0332333330348345,-0.06973970442759025
748,7.479999999999972e-13,0.0332358002027256,0.0332358002027256,-0.06974601635060651
749,7.489999999999972e-13,0.0332382660611929,0.0332382660611929,-0.0697523254545871
750,7.499999999999972e-13,0.0332407306100331,0.0332407306100331,-0.06975863173799723
751,7.509999999999971e-13,0.0332431938490424,0.0332431938490424,-0.06976493519978533
752,7.519999999999971e-13,0.033245655778018,0.033245655778018,-0.0697712358390703
753,7.529999999999972e-13,0.0332481163967565,0.0332481163967565,-0.06977753365424633
754,7.539999999999972e-13,0.0332505757050547,0.0332505757050547,-0.06978382864387811
755,7.549999999999972e-13,0.03325303370271,0.03325303370271,-0.0697901208072409
756,7.559999999999972e-13,0.0332554903895191,0.0332554903895191,-0.06979641014284255
757,7.569999999999972e-13,0.0332579457652794,0.0332579457652794,-0.06980269664961725
758,7.579999999999971e-13,0.0332603998297883,0.0332603998297883,-0.0698089803263855
759,7.589999999999971e-13,0.033262852582843,0.033262852582843,-0.06981526117176884
760,7.599999999999971e-13,0.0332653040242411,0.0332653040242411,-0.06982153918445988
761,7.609999999999971e-13,0.0332677541537803,0.0332677541537803,-0.06982781436353491
762,7.619999999999971e-13,0.0332702029712583,0.0332702029712583,-0.06983408670778601
763,7.629999999999971e-13,0.0332726504764728,0.0332726504764728,-0.06984035621583473
764,7.63999999999997e-13,0.0332750966692215,0.0332750966692215,-0.06984662288640209
765,7.64999999999997e-13,0.0332775415493027,0.0332775415493027,-0.06985288671839385
766,7.65999999999997e-13,0.0332799851165144,0.0332799851165144,-0.06985914771095736
767,7.66999999999997e-13,0.033282427370655,0.033282427370655,-0.06986540586208889
768,7.67999999999997e-13,0.0332848683115222,0.0332848683115222,-0.06987166117106369
769,7.68999999999997e-13,0.0332873079389149,0.0332873079389149,-0.06987791363694384
770,7.69999999999997e-13,0.0332897462526315,0.0332897462526315,-0.06988416325803826
771,7.70999999999997e-13,0.0332921832524704,0.0332921832524704,-0.06989041003376428
772,7.71999999999997e-13,0.0332946189382306,0.0332946189382306,-0.06989665396220346
773,7.72999999999997e-13,0.0332970533097107,0.0332970533097107,-0.06990289504216207
774,7.73999999999997e-13,0.0332994863667093,0.0332994863667093,-0.06990913327298642
775,7.74999999999997e-13,0.0333019181090257,0.0333019181090257,-0.06991536865328385
776,7.75999999999997e-13,0.0333043485364589,0.0333043485364589,-0.06992160118177537
777,7.769999999999972e-13,0.0333067776488081,0.0333067776488081,-0.06992783085732412
778,7.779999999999972e-13,0.0333092054458726,0.0333092054458726,-0.06993405767855165
779,7.789999999999972e-13,0.0333116319274516,0.0333116319274516,-0.0699402816442074
780,7.799999999999972e-13,0.0333140570933445,0.0333140570933445,-0.06994650275383663
781,7.809999999999972e-13,0.0333164809433514,0.0333164809433514,-0.06995272100552086
782,7.819999999999971e-13,0.0333189034772712,0.0333189034772712,-0.06995893639792428
783,7.829999999999971e-13,0.0333213246949041,0.0333213246949041,-0.0699651489304216
784,7.839999999999971e-13,0.03332374459605,0.03332374459605,-0.06997135860169124
785,7.849999999999971e-13,0.0333261631805088,0.0333261631805088,-0.06997756541035471
786,7.859999999999971e-13,0.0333285804480803,0.0333285804480803,-0.06998376935493411
787,7.86999999999997e-13,0.0333309963985649,0.0333309963985649,-0.06998997043481836
788,7.87999999999997e-13,0.0333334110317626,0.0333334110317626,-0.06999616864889902
789,7.88999999999997e-13,0.0333358243474744,0.0333358243474744,-0.0700023639954992
790,7.89999999999997e-13,0.0333382363455001,0.0333382363455001,-0.07000855647349624
791,7.90999999999997e-13,0.0333406470256402,0.0333406470256402,-0.07001474608172487
792,7.91999999999997e-13,0.0333430563876957,0.0333430563876957,-0.07002093281916189
793,7.92999999999997e-13,0.0333454644314671,0.0333454644314671,-0.07002711668481254
794,7.93999999999997e-13,0.0333478711567555,0.0333478711567555,-0.07003329767712785
795,7.94999999999997e-13,0.0333502765633616,0.0333502765633616,-0.07003947579489989
796,7.95999999999997e-13,0.0333526806510866,0.0333526806510866,-0.07004565103719074
797,7.96999999999997e-13,0.0333550834197316,0.0333550834197316,-0.07005182340262195
798,7.979999999999969e-13,0.0333574848690976,0.0333574848690976,-0.07005799289009929
799,7.989999999999969e-13,0.0333598849989863,0.0333598849989863,-0.07006415949858535
800,7.99999999999997e-13,0.033362283809199,0.033362283809199,-0.07007032322661644
801,8.00999999999997e-13,0.0333646812995371,0.0333646812995371,-0.07007648407308409
802,8.01999999999997e-13,0.0333670774698022,0.0333670774698022,-0.0700826420369225
803,8.029999999999969e-13,0.0333694723197963,0.0333694723197963,-0.07008879711698057
804,8.039999999999969e-13,0.033371865849321,0.033371865849321,-0.07009494931189408
805,8.049999999999969e-13,0.0333742580581783,0.0333742580581783,-0.07010109862069669
806,8.059999999999969e-13,0.0333766489461703,0.0333766489461703,-0.07010724504210941
807,8.069999999999969e-13,0.033379038513099,0.033379038513099,-0.07011338857495275
808,8.079999999999969e-13,0.0333814267587667,0.0333814267587667,-0.07011952921806142
809,8.089999999999969e-13,0.0333838136829758,0.0333838136829758,-0.07012566697014222
810,8.099999999999969e-13,0.0333861992855285,0.0333861992855285,-0.07013180183000145
811,8.109999999999968e-13,0.0333885835662273,0.0333885835662273,-0.07013793379698541
812,8.119999999999968e-13,0.0333909665248752,0.0333909665248752,-0.07014406286945984
813,8.129999999999968e-13,0.0333933481612747,0.0333933481612747,-0.07015018904600367
814,8.139999999999968e-13,0.0333957284752283,0.0333957284752283,-0.07015631232603425
815,8.149999999999968e-13,0.0333981074665394,0.0333981074665394,-0.07016243270811628
816,8.159999999999968e-13,0.0334004851350108,0.0334004851350108,-0.07016855019095658
817,8.169999999999968e-13,0.0334028614804457,0.0334028614804457,-0.07017466477373091
818,8.179999999999969e-13,0.0334052365026472,0.0334052365026472,-0.07018077645494714
819,8.189999999999969e-13,0.0334076102014187,0.0334076102014187,-0.07018688523339733
820,8.199999999999969e-13,0.0334099825765636,0.0334099825765636,-0.07019299110834254
821,8.209999999999968e-13,0.0334123536278854,0.0334123536278854,-0.07019909407810587
822,8.219999999999968e-13,0.0334147233551877,0.0334147233551877,-0.07020519414187731
823,8.229999999999968e-13,0.0334170917582743,0.0334170917582743,-0.07021129129840631
824,8.239999999999969e-13,0.0334194588369489,0.0334194588369489,-0.07021738554635704
825,8.249999999999969e-13,0.0334218245910154,0.0334218245910154,-0.07022347688477737
826,8.259999999999969e-13,0.0334241890202779,0.0334241890202779,-0.07022956531253044
827,8.269999999999969e-13,0.0334265521245405,0.0334265521245405,-0.0702356508282378
828,8.279999999999967e-13,0.0334289139036074,0.0334289139036074,-0.07024173343084783
829,8.289999999999967e-13,0.0334312743572829,0.0334312743572829,-0.07024781311938
830,8.299999999999967e-13,0.0334336334853714,0.0334336334853714,-0.07025388989237058
831,8.309999999999967e-13,0.0334359912876774,0.0334359912876774,-0.07025996374862586
832,8.319999999999968e-13,0.0334383477640054,0.0334383477640054,-0.07026603468726478
833,8.329999999999968e-13,0.0334407029141603,0.0334407029141603,-0.07027210270729256
834,8.339999999999967e-13,0.0334430567379469,0.0334430567379469,-0.07027816780713181
835,8.349999999999967e-13,0.0334454092351701,0.0334454092351701,-0.07028422998575934
836,8.359999999999967e-13,0.0334477604056349,0.0334477604056349,-0.07029028924203828
837,8.369999999999967e-13,0.0334501102491462,0.0334501102491462,-0.0702963455747323
838,8.379999999999967e-13,0.0334524587655094,0.0334524587655094,-0.07030239898287505
839,8.389999999999967e-13,0.0334548059545298,0.0334548059545298,-0.07030844946527282
840,8.399999999999967e-13,0.0334571518160128,0.0334571518160128,-0.070314497020604
841,8.409999999999967e-13,0.033459496349764,0.033459496349764,-0.0703205416478454
842,8.419999999999967e-13,0.0334618395555887,0.0334618395555887,-0.07032658334597386
843,8.429999999999967e-13,0.033464181433293,0.033464181433293,-0.07033262211345459
844,8.439999999999967e-13,0.0334665219826825,0.0334665219826825,-0.07033865794952021
845,8.449999999999967e-13,0.0334688612035633,0.0334688612035633,-0.0703446908528349
846,8.459999999999967e-13,0.0334711990957411,0.0334711990957411,-0.07035072082231864
847,8.469999999999969e-13,0.0334735356590222,0.0334735356590222,-0.07035674785686297
848,8.479999999999969e-13,0.0334758708932127,0.0334758708932127,-0.07036277195518892
849,8.489999999999969e-13,0.033478204798119,0.033478204798119,-0.07036879311615962
850,8.499999999999969e-13,0.0334805373735474,0.0334805373735474,-0.07037481133863821
851,8.509999999999969e-13,0.0334828686193045,0.0334828686193045,-0.07038082662180045
852,8.519999999999967e-13,0.0334851985351971,0.0334851985351971,-0.07038683896416842
853,8.529999999999967e-13,0.0334875271210317,0.0334875271210317,-0.0703928483645484
854,8.539999999999967e-13,0.0334898543766151,0.0334898543766151,-0.07039885482186037
855,8.549999999999968e-13,0.0334921803017541,0.0334921803017541,-0.07040485833516641
856,8.559999999999968e-13,0.0334945048962559,0.0334945048962559,-0.07041085890321597
857,8.569999999999968e-13,0.0334968281599279,0.0334968281599279,-0.0704168565246448
858,8.579999999999967e-13,0.0334991500925767,0.0334991500925767,-0.07042285119848657
859,8.589999999999967e-13,0.0335014706940099,0.0335014706940099,-0.07042884292380336
860,8.599999999999967e-13,0.0335037899640349,0.0335037899640349,-0.07043483169937304
861,8.609999999999967e-13,0.0335061079024593,0.0335061079024593,-0.07044081752374609
862,8.619999999999967e-13,0.0335084245090907,0.0335084245090907,-0.07044680039587092
863,8.629999999999967e-13,0.0335107397837367,0.0335107397837367,-0.07045278031498015
864,8.639999999999967e-13,0.0335130537262053,0.0335130537262053,-0.07045875727965267
865,8.649999999999967e-13,0.0335153663363042,0.0335153663363042,-0.0704647312888369
866,8.659999999999967e-13,0.0335176776138417,0.0335176776138417,-0.07047070234116859
867,8.669999999999967e-13,0.0335199875586254,0.0335199875586254,-0.07047667043573824
868,8.679999999999966e-13,0.0335222961704642,0.0335222961704642,-0.07048263557149426
869,8.689999999999966e-13,0.033524603449166,0.033524603449166,-0.07048859774704397
870,8.699999999999966e-13,0.0335269093945393,0.0335269093945393,-0.07049455696153473
871,8.709999999999967e-13,0.0335292140063926,0.0335292140063926,-0.0705005132137444
872,8.719999999999967e-13,0.0335315172845346,0.0335315172845346,-0.07050646650247927
873,8.729999999999966e-13,0.0335338192287741,0.0335338192287741,-0.07051241682648879
874,8.739999999999966e-13,0.0335361198389197,0.0335361198389197,-0.07051836418477819
875,8.749999999999966e-13,0.0335384191147805,0.0335384191147805,-0.07052430857635272
876,8.759999999999966e-13,0.0335407170561654,0.0335407170561654,-0.07053024999984814
877,8.769999999999966e-13,0.0335430136628837,0.0335430136628837,-0.07053618845435494
878,8.779999999999966e-13,0.0335453089347444,0.0335453089347444,-0.070542123938651
879,8.789999999999966e-13,0.0335476028715571,0.0335476028715571,-0.07054805645157103
880,8.799999999999966e-13,0.0335498954731312,0.0335498954731312,-0.07055398599194973
881,8.809999999999965e-13,0.0335521867392761,0.0335521867392761,-0.07055991255890603
882,8.819999999999965e-13,0.0335544766698013,0.0335544766698013,-0.07056583615101886
883,8.829999999999965e-13,0.0335567652645168,0.0335567652645168,-0.07057175676720817
884,8.839999999999965e-13,0.0335590525232325,0.0335590525232325,-0.0705776744064508
885,8.849999999999965e-13,0.0335613384457579,0.0335613384457579,-0.0705835890677804
886,8.859999999999965e-13,0.0335636230319038,0.0335636230319038,-0.07058950074988957
887,8.869999999999965e-13,0.0335659062814794,0.0335659062814794,-0.07059540945147091
888,8.879999999999965e-13,0.0335681881942957,0.0335681881942957,-0.07060131517187074
889,8.889999999999965e-13,0.0335704687701627,0.0335704687701627,-0.07060721790961111
890,8.899999999999965e-13,0.033572748008891,0.033572748008891,-0.07061311766358358
891,8.909999999999965e-13,0.033575025910291,0.033575025910291,-0.07061901443285024
892,8.919999999999965e-13,0.0335773024741736,0.0335773024741736,-0.07062490821618894
893,8.929999999999965e-13,0.0335795777003492,0.0335795777003492,-0.07063079901257652
