step,time_s,dt_s,topology,topology_status,roi_definition,roi_cell_count,E_peak_V_m,eta_peak,ne_peak_m3,nu_i_at_E_peak_s_1,tau_i_at_E_peak_s,sigma_e_peak_S_m,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,K_ion_abs_A_m_s,current_moment_z_A_m,dMdt_native_A_m_s
3624,3.6240000000002584e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.52651151,8.491360483232816,3228460329018372.0,165445724033.61664,6.044278302392461e-12,1.728934923172799e-05,5.121180499119958e-07,84727.74155837395,0.0344225111534692,0.0344225111534692,-4.627651207294251e-13,-0.07298208613866564
3625,3.6250000000002585e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.523561276,8.491360482112375,3228322169354851.0,165445723996.5478,6.044278303746709e-12,1.7288609346541484e-05,5.121399665711833e-07,84731.36755693718,0.0344208167177299,0.0344208167177299,-4.628381004474395e-13,-0.07297734776258835
3626,3.626000000000259e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.52061402,8.49136048099307,3228183868732995.0,165445723959.51645,6.044278305099586e-12,1.7287868706481636e-05,5.121619074698522e-07,84734.99756583657,0.0344191208666612,0.0344191208666612,-4.629110754249503e-13,-0.07297260513118431
3627,3.6270000000002595e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.517669648,8.491360479874857,3228045427166317.0,165445723922.52127,6.044278306451142e-12,1.728712731162081e-05,5.121838726118485e-07,84738.63158570771,0.0344174236004048,0.0344174236004048,-4.629840456577019e-13,-0.07296785824473773
3628,3.628000000000259e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.514728148,8.49136047875773,3227906844668342.5,165445723885.56216,6.04427830780138e-12,1.7286385162031453e-05,5.122058620010222e-07,84742.26961718747,0.0344157249191027,0.0344157249191027,-4.630570111414397e-13,-0.07296310710367493
3629,3.6290000000002593e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.51178961,8.491360477641736,3227768121252608.5,165445723848.64023,6.04427830915026e-12,1.728564225778604e-05,5.122278756412291e-07,84745.91166091441,0.0344140248228976,0.0344140248228976,-4.631299718719092e-13,-0.07295835170782539
3630,3.6300000000002594e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.508853976,8.491360476526841,3227629256932664.5,165445723811.7549,6.044278310497802e-12,1.7284898598957145e-05,5.122499135363284e-07,84749.55771752672,0.0344123233119316,0.0344123233119316,-4.632029278448553e-13,-0.07295359205747332
3631,3.6310000000002603e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.50592124,8.491360475413046,3227490251722073.0,165445723774.90598,6.044278311844016e-12,1.72841541856174e-05,5.122719756901847e-07,84753.20778766363,0.0344106203863473,0.0344106203863473,-4.632758790560242e-13,-0.0729488281525903
3632,3.63200000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.502991375,8.491360474300345,3227351105634408.0,165445723738.0931,6.044278313188912e-12,1.7283409017839496e-05,5.122940621066673e-07,84756.86187196519,0.0344089160462871,0.0344089160462871,-4.633488255011607e-13,-0.07294405999303422
3633,3.63300000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.500064425,8.491360473188747,3227211818683256.5,165445723701.3169,6.044278314532468e-12,1.7282663095696195e-05,5.123161727896501e-07,84760.51997107257,0.034407210291894,0.034407210291894,-4.634217671760102e-13,-0.07293928757951562
3634,3.63400000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.497140355,8.491360472078245,3227072390882217.0,165445723664.57672,6.044278315874707e-12,1.7281916419260318e-05,5.123383077430118e-07,84764.18208562718,0.0344055031233106,0.0344055031233106,-4.634947040763197e-13,-0.07293451091211978
3635,3.6350000000002603e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.494219285,8.491360470968884,3226932822244901.0,165445723627.87436,6.044278317215566e-12,1.7281168988604756e-05,5.123604669706357e-07,84767.84821627245,0.0344037945406806,0.0344037945406806,-4.635676361978344e-13,-0.07292972999036351
3636,3.63600000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.49130112,8.49136046986062,3226793112784932.0,165445723591.20844,6.044278318555093e-12,1.7280420803802465e-05,5.123826504764099e-07,84771.51836365086,0.0344020845441466,0.0344020845441466,-4.636405635363004e-13,-0.07292494481458789
3637,3.63700000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.48838583,8.491360468753454,3226653262515946.0,165445723554.5787,6.0442783198932975e-12,1.727967186492649e-05,5.124048582642265e-07,84775.1925284063,0.0344003731338518,0.0344003731338518,-4.637134860874635e-13,-0.07292015538487817
3638,3.63800000000026e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.485473435,8.491360467647384,3226513271451590.5,165445723517.98532,6.044278321230176e-12,1.7278922172049893e-05,5.124270903379837e-07,84778.87071118374,0.0343986603099397,0.0343986603099397,-4.637864038470702e-13,-0.07291536170197332
3639,3.6390000000002594e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.48256397,8.491360466542428,3226373139605526.5,165445723481.4288,6.044278322565706e-12,1.727817172524585e-05,5.124493467015831e-07,84782.55291262896,0.0343969460725539,0.0343969460725539,-4.638593168108674e-13,-0.07291056376507754
3640,3.640000000000259e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.479657423,8.491360465438582,3226232866991426.5,165445723444.9089,6.044278323899898e-12,1.727742052458757e-05,5.12471627358932e-07,84786.23913338826,0.0343952304218379,0.0343952304218379,-4.639322249746003e-13,-0.07290576157475925
3641,3.641000000000259e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.476753827,8.491360464335854,3226092453622975.5,165445723408.426,6.044278325232739e-12,1.727666857014834e-05,5.124939323139415e-07,84789.92937410895,0.0343935133579356,0.0343935133579356,-4.640051283340169e-13,-0.07290095513135952
3642,3.6420000000002585e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.473853085,8.49136046323421,3225951899513870.5,165445723371.979,6.0442783265642684e-12,1.727591586200152e-05,5.125162615705279e-07,84793.62363543837,0.0343917948809905,0.0343917948809905,-4.64078026884863e-13,-0.07289614443425307
3643,3.6430000000002574e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.47095529,8.491360462133686,3225811204677821.0,165445723335.5691,6.044278327894442e-12,1.7275162400220523e-05,5.125386151326123e-07,84797.3219180259,0.034390074991147,0.034390074991147,-4.641509206228854e-13,-0.07289132948406518
3644,3.644000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.468060408,8.491360461034269,3225670369128550.0,165445723299.19574,6.044278329223281e-12,1.7274408184878832e-05,5.125609930041204e-07,84801.0242225207,0.0343883536885491,0.0343883536885491,-4.642238095438313e-13,-0.07288651028162008
3645,3.645000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.46516848,8.491360459935974,3225529392879790.5,165445723262.85956,6.044278330550761e-12,1.7273653216050012e-05,5.125833951889826e-07,84804.73054957337,0.0343866309733411,0.0343866309733411,-4.642966936434486e-13,-0.07288168682597984
3646,3.646000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.46227948,8.491360458838788,3225388275945289.0,165445723226.5601,6.044278331876901e-12,1.7272897493807656e-05,5.126058216911339e-07,84808.44089983475,0.0343849068456674,0.0343849068456674,-4.643695729174832e-13,-0.07287685911680342
3647,3.647000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.459393352,8.491360457742697,3225247018338804.5,165445723190.29678,6.044278333201719e-12,1.727214101822546e-05,5.126282725145143e-07,84812.15527395633,0.0343831813056721,0.0343831813056721,-4.644424473616821e-13,-0.07287202715545504
3648,3.648000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.456510197,8.491360456647731,3225105620074108.0,165445723154.0707,6.0442783345251774e-12,1.727138378937717e-05,5.126507476630681e-07,84815.87367259133,0.0343814543535003,0.0343814543535003,-4.645153169717941e-13,-0.07286719094182104
3649,3.649000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.453629933,8.491360455553867,3224964081164983.0,165445723117.88116,6.044278335847301e-12,1.7270625807336605e-05,5.126732471407447e-07,84819.59609639269,0.0343797259892965,0.0343797259892965,-4.645881817435657e-13,-0.07286235047561718
3650,3.650000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.450752597,8.49136045446111,3224822401625224.5,165445723081.7282,6.044278337168087e-12,1.726986707217763e-05,5.126957709514981e-07,84823.3225460147,0.0343779962132055,0.0343779962132055,-4.646610416727453e-13,-0.07285750575704242
3651,3.651000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.447878223,8.49136045336948,3224680581468640.5,165445723045.61255,6.044278338487512e-12,1.7269107583974204e-05,5.127183190992869e-07,84827.05302211262,0.0343762650253725,0.0343762650253725,-4.647338967550797e-13,-0.0728526567860115
3652,3.652000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.445006717,8.491360452278942,3224538620709051.5,165445723009.5329,6.044278339805621e-12,1.726834734280033e-05,5.127408915880746e-07,84830.78752534153,0.0343745324259423,0.0343745324259423,-4.648067469863173e-13,-0.07284780356340548
3653,3.653000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.44213817,8.491360451189529,3224396519360289.0,165445722973.49048,6.044278341122369e-12,1.726758634873008e-05,5.127634884218297e-07,84834.52605635862,0.0343727984150604,0.0343727984150604,-4.648795923622064e-13,-0.07284294608868436
3654,3.654000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.439272568,8.491360450101231,3224254277436199.5,165445722937.48502,6.044278342437768e-12,1.7266824601837608e-05,5.127861096045246e-07,84838.26861582097,0.0343710629928721,0.0343710629928721,-4.649524328784948e-13,-0.07283808436213235
3655,3.655000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.43640988,8.491360449014039,3224111894950638.5,165445722901.5162,6.044278343751826e-12,1.726606210219712e-05,5.128087551401369e-07,84842.01520438655,0.0343693261595228,0.0343693261595228,-4.650252685309306e-13,-0.07283321838357892
3656,3.656000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.43355011,8.491360447927953,3223969371917475.5,165445722865.58398,6.044278345064549e-12,1.7265298849882885e-05,5.128314250326494e-07,84845.7658227142,0.0343675879151581,0.0343675879151581,-4.65098099315262e-13,-0.07282834815387673
3657,3.657000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.430693276,8.491360446842986,3223826708350592.0,165445722829.68866,6.0442783463759234e-12,1.7264534844969243e-05,5.128541192860489e-07,84849.52047146371,0.0343658482599238,0.0343658482599238,-4.651709252272381e-13,-0.07282347367248576
3658,3.658000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.42783939,8.49136044575914,3223683904263881.0,165445722793.83047,6.044278347685942e-12,1.7263770087530593e-05,5.128768379043274e-07,84853.27915129565,0.0343641071939657,0.0343641071939657,-4.652437462626069e-13,-0.07281859493983234
3659,3.659000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.424988467,8.491360444676417,3223540959671250.5,165445722758.00952,6.0442783489946e-12,1.7263004577641418e-05,5.12899580891481e-07,84857.04186287124,0.0343623647174299,0.0343623647174299,-4.653165624171178e-13,-0.07281371195585962
3660,3.660000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.42214037,8.491360443594768,3223397874586617.0,165445722722.2241,6.044278350301959e-12,1.7262238315376258e-05,5.129223482515113e-07,84860.80860685157,0.0343606208304619,0.0343606208304619,-4.653893736865186e-13,-0.0728088247209655
3661,3.661000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.41929535,8.491360442514285,3223254649023912.5,165445722686.4771,6.0442783516079135e-12,1.7261471300809685e-05,5.129451399884248e-07,84864.5793839011,0.0343588755332089,0.0343588755332089,-4.654621800665597e-13,-0.07280393323523526
3662,3.662000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.41645322,8.491360441434901,3223111282997079.0,165445722650.76666,6.044278352912536e-12,1.7260703534016405e-05,5.129679561062314e-07,84868.35419468221,0.0343571288258166,0.0343571288258166,-4.655349815529892e-13,-0.07279903749807204
3663,3.663000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.41361399,8.49136044035662,3222967776520071.5,165445722615.09253,6.044278354215829e-12,1.7259935015071128e-05,5.129907966089473e-07,84872.13303985924,0.0343553807084314,0.0343553807084314,-4.656077781415557e-13,-0.07279413751030006
3664,3.664000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.41077772,8.491360439279461,3222824129606858.0,165445722579.4556,6.0442783555177644e-12,1.7259165744048666e-05,5.130136615005925e-07,84875.91592009774,0.0343536311812002,0.0343536311812002,-4.656805698280096e-13,-0.07278923327251619
3665,3.665000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.40794441,8.49136043820343,3222680342271417.0,165445722543.856,6.0442783568183355e-12,1.7258395721023878e-05,5.130365507851916e-07,84879.70283606369,0.0343518802442696,0.0343518802442696,-4.657533566081009e-13,-0.07278432478403829
3666,3.666000000000251e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.405114014,8.491360437128499,3222536414527742.5,165445722508.2929,6.044278358117571e-12,1.72576249460717e-05,5.130594644667749e-07,84883.49378842341,0.0343501278977863,0.0343501278977863,-4.658261384775776e-13,-0.07277941204483795
3667,3.667000000000251e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.40228657,8.491360436054697,3222392346389837.0,165445722472.76688,6.044278359415456e-12,1.7256853419267115e-05,5.130824025493769e-07,84887.28877784466,0.0343483741418974,0.0343483741418974,-4.658989154321903e-13,-0.0727744950555973
3668,3.6680000000002505e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.399462067,8.491360434982006,3222248137871717.0,165445722437.27783,6.044278360711987e-12,1.7256081140685204e-05,5.131053650370364e-07,84891.08780499564,0.0343466189767498,0.0343466189767498,-4.659716874676887e-13,-0.07276957381634475
3669,3.6690000000002494e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.39664049,8.49136043391043,3222103788987412.5,165445722401.82556,6.044278362007176e-12,1.7255308110401084e-05,5.131283519337978e-07,84894.89087054532,0.0343448624024909,0.0343448624024909,-4.66044454579823e-13,-0.0727646483270803
3670,3.67000000000025e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.393821888,8.491360432839981,3221959299750963.0,165445722366.41064,6.044278363300999e-12,1.7254534328489943e-05,5.131513632437097e-07,84898.69797516393,0.034343104419268,0.034343104419268,-4.661172167643429e-13,-0.07275971858817343
3671,3.67100000000025e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.391006265,8.491360431770662,3221814670176422.5,165445722331.03308,6.0442783645934585e-12,1.7253759795027044e-05,5.131743989708258e-07,84902.50911952202,0.0343413450272286,0.0343413450272286,-4.661899740169993e-13,-0.07275478459933993
3672,3.672000000000249e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.388193496,8.491360430702432,3221669900277856.5,165445722295.6916,6.044278365884599e-12,1.7252984510087732e-05,5.131974591192035e-07,84906.32430429028,0.0343395842265199,0.0343395842265199,-4.662627263335415e-13,-0.07274984636052295
3673,3.673000000000249e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.38538372,8.491360429635334,3221524990069342.5,165445722260.38757,6.044278367174373e-12,1.7252208473747366e-05,5.13220543692907e-07,84910.1435301418,0.03433782201729,0.03433782201729,-4.663354737097202e-13,-0.07274490387271726
3674,3.674000000000249e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.382576924,8.49136042856937,3221379939564971.0,165445722225.12097,6.044278368462777e-12,1.725143168608142e-05,5.132436526960034e-07,84913.96679774944,0.0343360583996866,0.0343360583996866,-4.664082161412869e-13,-0.072739957135866
3675,3.675000000000248e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.37977308,8.491360427504526,3221234748778844.0,165445722189.8915,6.044278369749825e-12,1.7250654147165413e-05,5.132667861325653e-07,84917.79410778685,0.0343342933738577,0.0343342933738577,-4.66480953623992e-13,-0.07273500614937234
3676,3.676000000000248e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.376972143,8.491360426440787,3221089417725076.0,165445722154.69852,6.044278371035542e-12,1.7249875857074927e-05,5.132899440066701e-07,84921.6254609283,0.0343325269399511,0.0343325269399511,-4.665536861535856e-13,-0.072730050913691
3677,3.677000000000248e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.37417417,8.491360425378172,3220943946417793.0,165445722119.54285,6.044278372319896e-12,1.724909681588563e-05,5.133131263223997e-07,84925.46085784951,0.0343307590981152,0.0343307590981152,-4.666264137258193e-13,-0.07272509142927674
3678,3.678000000000248e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.37137915,8.491360424316682,3220798334871136.0,165445722084.42416,6.0442783736028964e-12,1.7248317023673224e-05,5.133363330838408e-07,84929.30029922652,0.0343289898484982,0.0343289898484982,-4.666991363364443e-13,-0.07272012769595904
3679,3.679000000000247e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.36858708,8.491360423256307,3220652583099254.5,165445722049.34262,6.04427837488454e-12,1.72475364805135e-05,5.133595642950855e-07,84933.14378573633,0.0343272191912486,0.0343272191912486,-4.667718539812111e-13,-0.07271515971393683
3680,3.680000000000248e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.36579799,8.491360422197069,3220506691116312.5,165445722014.29865,6.044278376164813e-12,1.724675518648231e-05,5.133828199602294e-07,84936.99131805684,0.0343254471265151,0.0343254471265151,-4.668445666558722e-13,-0.07271018748380698
3681,3.681000000000247e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.36301188,8.491360421138962,3220360658936486.0,165445721979.29202,6.0442783774437206e-12,1.7245973141655557e-05,5.134061000833744e-07,84940.84289686654,0.0343236736544463,0.0343236736544463,-4.669172743561787e-13,-0.07270521100471683
3682,3.682000000000246e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.360228684,8.49136042008196,3220214486573963.0,165445721944.3219,6.044278378721294e-12,1.7245190346109234e-05,5.134294046686261e-07,84944.69852284422,0.0343218987751907,0.0343218987751907,-4.669899770778816e-13,-0.07270023027743377
3683,3.683000000000246e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.35744843,8.491360419026073,3220068174042943.5,165445721909.38882,6.044278379997515e-12,1.724440679991939e-05,5.134527337200947e-07,84948.55819667027,0.0343201224888974,0.0343201224888974,-4.670626748167333e-13,-0.07269524530212834
3684,3.684000000000246e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.35467116,8.491360417971325,3219921721357640.5,165445721874.49326,6.044278381272365e-12,1.724362250316213e-05,5.134760872418961e-07,84952.42191902577,0.0343183447957156,0.0343183447957156,-4.671353675684858e-13,-0.0726902560783742
3685,3.685000000000245e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.351896822,8.491360416917688,3219775128532278.5,165445721839.63452,6.04427838254587e-12,1.7242837455913635e-05,5.134994652381503e-07,84956.2896905921,0.0343165656957942,0.0343165656957942,-4.6720805532889e-13,-0.07268526260722297
