time_s,bridge_legacy,percolation_valid,percolation_status,PJ_channel_W,QJ_channel_J,channel_volume_m3,channel_length_m,channel_effective_radius_m,sigma_eff_S_m,E_channel_mean_V_m,ne_channel_mean_m3,ne_channel_max_m3,Gb_S,Rb_ohm,dGb_dt_S_s,tau_sigma_s,tau_evolution_s,Xi_sigma,Q_required_J,Pi_H,calibration_status,handoff_status,thermal_profile_status
5.516267676660842e-13,False,False,NO_FIELD_SNAPSHOT,8.178485245759287e-06,2.982685584580933e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7579463231206434e-05,29522625.91457782,3244785832669737.5,6043024441244227.0,3.0600268849256495e-11,32679451442.933884,18.30867000959766,5.036665623033566e-07,1.6713539996742205e-12,301352.4139120324,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.578248210538718e-13,False,False,NO_FIELD_SNAPSHOT,8.209563410830482e-06,3.0334725848285347e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7593031887418395e-05,29522625.874439765,3247603300736075.5,6039210748854857.0,3.071405769711077e-11,32558381242.282703,18.358804084921434,5.032781085977595e-07,1.6729879329306112e-12,300825.90477275936,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.640228744400552e-13,False,False,NO_FIELD_SNAPSHOT,8.240710393889932e-06,3.0844524224580304e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7606608651962375e-05,29522625.83436637,3250422586618889.0,6035388666880647.0,3.082815661134273e-11,32437878547.433678,18.408830502542067,5.02890022026652e-07,1.674639603373266e-12,300297.4616231867,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.702209278247273e-13,False,False,NO_FIELD_SNAPSHOT,8.271925936346303e-06,3.1356255232062706e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7620193380186444e-05,29522625.795573737,3253243661546897.5,6031558243663820.0,3.0942564913435464e-11,32317941411.69575,18.458747447330847,5.025023064024006e-07,1.676309023769096e-12,299767.10694580025,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.764189812073974e-13,False,False,NO_FIELD_SNAPSHOT,8.303209775855058e-06,3.1869923111908835e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7633785926879043e-05,29522625.755509857,3256066496653528.0,6027719527417853.0,3.1057281911575364e-11,32198567886.499104,18.50855277572325,5.021149655278297e-07,1.677996237086222e-12,299234.85788009496,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.826170345887302e-13,False,False,NO_FIELD_SNAPSHOT,8.334561650500458e-06,3.238553208914366e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.764738614645733e-05,29522625.716080666,3258891062978477.0,6023872566226609.0,3.1172306913315816e-11,32079756008.459927,18.558246382143558,5.017280031908554e-07,1.6797011027566323e-12,298700.7643011291,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.88815087968509e-13,False,False,NO_FIELD_SNAPSHOT,8.365981295551917e-06,3.2903086372398263e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.766099389284868e-05,29522625.677325808,3261717331467603.0,6020017408045394.0,3.128763921559229e-11,31961503810.157944,18.607826556115782,5.013414231678803e-07,1.6814236268399152e-12,298164.84981248097,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
5.950131413464627e-13,False,False,NO_FIELD_SNAPSHOT,8.397468443495787e-06,3.342259015380457e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7674609019466904e-05,29522625.637576092,3264545272974012.5,6016154100700595.0,3.140327810489476e-11,31843809320.15286,18.657291612524624,5.009552292244741e-07,1.6831638137559993e-12,297627.13832742564,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
6.01211194723126e-13,False,False,NO_FIELD_SNAPSHOT,8.429022826572694e-06,3.3944047608973794e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7688231379341526e-05,29522625.598163713,3267374858259215.0,6012282691889361.0,3.151922286501261e-11,31726670555.38458,18.70664111322428,5.005694251117159e-07,1.6849215566941485e-12,297087.67338334944,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
6.074092480984442e-13,False,False,NO_FIELD_SNAPSHOT,8.460644174297658e-06,3.4467462896787514e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7701860825042133e-05,29522625.55872726,3270206057993288.0,6008403229180329.0,3.1635472769285166e-11,31610085529.39656,18.755873373966747,5.001840145683625e-07,1.6866968622850361e-12,296546.47835814615,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
6.136073014724929e-13,False,False,NO_FIELD_SNAPSHOT,8.492332214569105e-06,3.499284015932344e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.771549720866996e-05,29522625.519425586,3273038842755898.0,6004515760013306.0,3.175202708420469e-11,31494052248.94943,18.80498728964496,4.997990013211011e-07,1.6884896860147877e-12,296003.5856071696,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
6.198053548453266e-13,False,False,NO_ELECTRODE_ADJACENT_SEEDS,8.524086673808994e-06,3.552018352174675e-18,5.654866776461631e-16,1.125000000000001e-05,4e-06,1.7729140381904817e-05,29522625.480737496,3275873183037038.0,6000620331699470.0,3.186888506987489e-11,31378568713.885845,18.853981829584047,4.994143890832404e-07,1.6902999779001047e-12,295459.0283457694,nan,nan,NOT_AVAILABLE,HANDOFF_CALIBRATION_PENDING,NOT_AVAILABLE
