x_m,y_m,potential_V,Ex_V_m,Ey_V_m,E_mag_V_m,domain_id,cell_area_m2
8.749999999999999e-07,9.624999999999998e-06,68.75002390597646,0.5164871461151668,-7142872.916454651,7142872.91645467,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.0499999999999998e-05,75.00004222174184,0.9121981261565304,-7142884.188481542,7142884.188481601,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.1374999999999999e-05,81.25007336863291,1.5851247848795886,-7142902.824344581,7142902.824344757,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.2249999999999998e-05,87.50012556700536,2.7128673998512154,-7142933.203407393,7142933.203407908,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.3124999999999999e-05,93.75021182854572,4.576542654387895,-7142982.052462398,7142982.052463864,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.3999999999999998e-05,100.00035246917184,7.615074700320495,-7143059.559377533,7143059.559381592,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.4874999999999997e-05,106.25057878460937,12.504605758297469,-7143180.938889248,7143180.938900193,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.5749999999999997e-05,112.50093834604772,20.272908438384817,-7143368.596706502,7143368.59673527,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.6624999999999998e-05,118.75150251428933,32.46172847326313,-7143655.06807063,7143655.068144385,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.75e-05,125.00237693754629,51.35358896302464,-7144086.9351148205,7144086.935299392,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.8374999999999996e-05,131.25371598703688,80.28367055054098,-7144729.949117079,7144729.949568144,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.9249999999999997e-05,137.50574228742278,124.06176530724707,-7145675.59246862,7145675.593545588,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.0124999999999998e-05,143.7587727008842,189.53366107908587,-7147049.3022641195,7147049.304777255,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.0999999999999995e-05,150.0132523008308,286.31514140617224,-7149020.532294774,7149020.538028172,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.1874999999999996e-05,156.26979799051114,427.7343628947382,-7151814.740849311,7151814.753640239,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.2749999999999997e-05,162.5292534389013,632.0187416941509,-7155727.245551489,7155727.273462537,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.3624999999999998e-05,168.79275686633324,923.7594578169992,-7161138.671983651,7161138.731564366,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.4499999999999996e-05,175.0618228516698,1335.6788941005427,-7168531.431818915,7168531.5562543105,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.5374999999999997e-05,181.33843868295082,1910.7122859747776,-7178506.296437064,7178506.550725438,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.6249999999999998e-05,187.62517476777893,2704.3931310263247,-7191797.690694475,7191798.199172484,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.7124999999999995e-05,193.92530720331726,3787.5013062380817,-7209285.838541524,7209286.833450414,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.7999999999999996e-05,200.24294874777368,5248.892698814244,-7232003.383146883,7232005.287935188,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.8874999999999997e-05,206.58318214358735,7198.3796454060275,-7261133.632410622,7261137.200493749,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.9749999999999995e-05,212.95218707970457,9769.473944234625,-7297997.21738771,7298003.756344601,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.0625e-05,219.35734917808415,13121.741501817936,-7344023.78272961,7344035.505183657,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.149999999999999e-05,225.80733646014176,17442.454385778983,-7400705.450887599,7400726.005603262,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.2374999999999994e-05,232.31212608938498,22947.16859782387,-7469529.311662216,7469564.5596197685,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.3249999999999995e-05,238.88296217365308,29878.81239373992,-7551887.168754364,7551946.275830282,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.4124999999999996e-05,245.53222448189896,38504.849917570406,-7648962.279037221,7649059.195064545,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.5e-05,252.2731885518982,49112.098343478734,-7761594.855208122,7761750.233974094,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.5875e-05,259.11966028148987,61998.833242064466,-7890130.611446729,7890374.19397915,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.674999999999999e-05,266.0854730691375,77463.92433321876,-8034259.48090816,8034632.91421181,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.762499999999999e-05,273.18384310857977,95792.90666684638,-8192854.606261286,8193414.604443282,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.8499999999999994e-05,280.4265885305224,117241.1102273365,-8363824.50342646,8364646.185108143,gas_gap,7.656249999999998e-13
